Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
4.563039e-12	9.76409171426e-06	0.1	4.563039e-12	1.624274e-08	0.1	4.563039e-12	7.309988e-09	0.1	4.563039e-12	3.92283e-08	0.1	4.563039e-12	4.818269e-08	0.1	4.563039e-12	5.23744e-08	0.1	4.563039e-12	3.912915e-08	0.1	4.563039e-12	4.136675e-08	0.1	4.563039e-12	1.003523e-12	0.1	4.563039e-12	4.58644e-13	0.1	4.563039e-12	5.721593e-15	0.1	4.563039e-12	5.524344e-15	0.1	4.563039e-12	6.936828e-16	0.1	4.563039e-12	7.47717e-17	0.1	4.563039e-12	1.610917e-17	0.1	4.563039e-12	4.343193e-15	0.1	4.563039e-12	1.293852e-17	0.1	4.563039e-12	4.922918e-18	0.1	4.563039e-12	1.471899e-29	0.1	4.563039e-12	3.967692e-28	0.1	4.563039e-12	6.544079e-29	0.1
1.010734e-11	9.48516329294e-06	0.1	1.010734e-11	3.545757e-08	0.1	1.010734e-11	1.595762e-08	0.1	1.010734e-11	8.563868e-08	0.1	1.010734e-11	1.052016e-07	0.1	1.010734e-11	1.14362e-07	0.1	1.010734e-11	8.544201e-08	0.1	1.010734e-11	9.031822e-08	0.1	1.010734e-11	2.190759e-12	0.1	1.010734e-11	1.00123e-12	0.1	1.010734e-11	1.249016e-14	0.1	1.010734e-11	1.205975e-14	0.1	1.010734e-11	1.514307e-15	0.1	1.010734e-11	1.632262e-16	0.1	1.010734e-11	3.516697e-17	0.1	1.010734e-11	9.48117e-15	0.1	1.010734e-11	2.824458e-17	0.1	1.010734e-11	1.07459e-17	0.1	1.010734e-11	7.108962e-29	0.1	1.010734e-11	1.903072e-27	0.1	1.010734e-11	3.161831e-28	0.1
2.092188e-11	8.96381772006e-06	0.1	2.092188e-11	7.135249e-08	0.1	2.092188e-11	3.211227e-08	0.1	2.092188e-11	1.723491e-07	0.1	2.092188e-11	2.117776e-07	0.1	2.092188e-11	2.302503e-07	0.1	2.092188e-11	1.720304e-07	0.1	2.092188e-11	1.8181e-07	0.1	2.092188e-11	4.408887e-12	0.1	2.092188e-11	2.014883e-12	0.1	2.092188e-11	2.513451e-14	0.1	2.092188e-11	2.426913e-14	0.1	2.092188e-11	3.047339e-15	0.1	2.092188e-11	3.284698e-16	0.1	2.092188e-11	7.077164e-17	0.1	2.092188e-11	1.907955e-14	0.1	2.092188e-11	5.683772e-17	0.1	2.092188e-11	2.162142e-17	0.1	2.092188e-11	2.95394e-28	0.1	2.092188e-11	7.802043e-27	0.1	2.092188e-11	1.314771e-27	0.1
4.014773e-11	8.1067390512698e-06	0.1	4.014773e-11	1.303048e-07	0.1	4.014773e-11	5.86442e-08	0.1	4.014773e-11	3.147923e-07	0.1	4.014773e-11	3.869967e-07	0.1	4.014773e-11	4.208539e-07	0.1	4.014773e-11	3.144564e-07	0.1	4.014773e-11	3.322094e-07	0.1	4.014773e-11	8.05266e-12	0.1	4.014773e-11	3.67984e-12	0.1	4.014773e-11	4.590134e-14	0.1	4.014773e-11	4.432339e-14	0.1	4.014773e-11	5.565234e-15	0.1	4.014773e-11	5.998687e-16	0.1	4.014773e-11	1.29257e-16	0.1	4.014773e-11	3.484415e-14	0.1	4.014773e-11	1.037983e-16	0.1	4.014773e-11	3.947555e-17	0.1	4.014773e-11	1.030255e-27	0.1	4.014773e-11	2.657727e-26	0.1	4.014773e-11	4.591495e-27	0.1
6.672294e-11	7.0553101854148005e-06	0.1	6.672294e-11	2.02516e-07	0.1	6.672294e-11	9.114303e-08	0.1	6.672294e-11	4.893275e-07	0.1	6.672294e-11	6.019758e-07	0.1	6.672294e-11	6.548454e-07	0.1	6.672294e-11	4.893221e-07	0.1	6.672294e-11	5.166856e-07	0.1	6.672294e-11	1.251747e-11	0.1	6.672294e-11	5.719588e-12	0.1	6.672294e-11	7.133916e-14	0.1	6.672294e-11	6.889218e-14	0.1	6.672294e-11	8.649629e-15	0.1	6.672294e-11	9.32326e-16	0.1	6.672294e-11	2.009162e-16	0.1	6.672294e-11	5.41555e-14	0.1	6.672294e-11	1.613213e-16	0.1	6.672294e-11	6.132996e-17	0.1	6.672294e-11	2.641571e-27	0.1	6.672294e-11	6.600716e-26	0.1	6.672294e-11	1.179351e-26	0.1
1.034698e-10	5.8223439685339e-06	0.1	1.034698e-10	2.870191e-07	0.1	1.034698e-10	1.291712e-07	0.1	1.034698e-10	6.936414e-07	0.1	1.034698e-10	8.541408e-07	0.1	1.034698e-10	9.295258e-07	0.1	1.034698e-10	6.946128e-07	0.1	1.034698e-10	7.329517e-07	0.1	1.034698e-10	1.774475e-11	0.1	1.034698e-10	8.107075e-12	0.1	1.034698e-10	1.011072e-13	0.1	1.034698e-10	9.765026e-14	0.1	1.034698e-10	1.225938e-14	0.1	1.034698e-10	1.321404e-15	0.1	1.034698e-10	2.8481e-16	0.1	1.034698e-10	7.675584e-14	0.1	1.034698e-10	2.286364e-16	0.1	1.034698e-10	8.687577e-17	0.1	1.034698e-10	5.738607e-27	0.1	1.034698e-10	1.374104e-25	0.1	1.034698e-10	2.5683e-26	0.1
1.402166e-10	4.8048829394039996e-06	0.1	1.402166e-10	3.56582e-07	0.1	1.402166e-10	1.604705e-07	0.1	1.402166e-10	8.618715e-07	0.1	1.402166e-10	1.062327e-06	0.1	1.402166e-10	1.156498e-06	0.1	1.402166e-10	8.642464e-07	0.1	1.402166e-10	9.113332e-07	0.1	1.402166e-10	2.205024e-11	0.1	1.402166e-10	1.007297e-11	0.1	1.402166e-10	1.256117e-13	0.1	1.402166e-10	1.213315e-13	0.1	1.402166e-10	1.523125e-14	0.1	1.402166e-10	1.641722e-15	0.1	1.402166e-10	3.539126e-16	0.1	1.402166e-10	9.536211e-14	0.1	1.402166e-10	2.840504e-16	0.1	1.402166e-10	1.078719e-16	0.1	1.402166e-10	9.534437e-27	0.1	1.402166e-10	2.19138e-25	0.1	1.402166e-10	4.277414e-26	0.1
1.955898e-10	3.5974302304414205e-06	0.1	1.955898e-10	4.388856e-07	0.1	1.955898e-10	1.974881e-07	0.1	1.955898e-10	1.060907e-06	0.1	1.955898e-10	1.309599e-06	0.1	1.955898e-10	1.42635e-06	0.1	1.955898e-10	1.065887e-06	0.1	1.955898e-10	1.122845e-06	0.1	1.955898e-10	2.714778e-11	0.1	1.955898e-10	1.239967e-11	0.1	1.955898e-10	1.546024e-13	0.1	1.955898e-10	1.493627e-13	0.1	1.955898e-10	1.87479e-14	0.1	1.955898e-10	2.020749e-15	0.1	1.955898e-10	4.357459e-16	0.1	1.955898e-10	1.173785e-13	0.1	1.955898e-10	3.496126e-16	0.1	1.955898e-10	1.326525e-16	0.1	1.955898e-10	1.600015e-26	0.1	1.955898e-10	3.468424e-25	0.1	1.955898e-10	7.203785e-26	0.1
2.509631e-10	2.69345242180587e-06	0.1	2.509631e-10	5.002755e-07	0.1	2.509631e-10	2.250776e-07	0.1	2.509631e-10	1.209275e-06	0.1	2.509631e-10	1.495011e-06	0.1	2.509631e-10	1.628907e-06	0.1	2.509631e-10	1.217151e-06	0.1	2.509631e-10	1.280958e-06	0.1	2.509631e-10	3.095322e-11	0.1	2.509631e-10	1.413585e-11	0.1	2.509631e-10	1.762228e-13	0.1	2.509631e-10	1.702848e-13	0.1	2.509631e-10	2.137139e-14	0.1	2.509631e-10	2.303503e-15	0.1	2.509631e-10	4.968712e-16	0.1	2.509631e-10	1.338024e-13	0.1	2.509631e-10	3.98513e-16	0.1	2.509631e-10	1.510637e-16	0.1	2.509631e-10	2.280011e-26	0.1	2.509631e-10	4.6798e-25	0.1	2.509631e-10	1.030114e-25	0.1
3.063364e-10	2.01666656083775e-06	0.1	3.063364e-10	5.460662e-07	0.1	3.063364e-10	2.456306e-07	0.1	3.063364e-10	1.319779e-06	0.1	3.063364e-10	1.634145e-06	0.1	3.063364e-10	1.781033e-06	0.1	3.063364e-10	1.330626e-06	0.1	3.063364e-10	1.399072e-06	0.1	3.063364e-10	3.379411e-11	0.1	3.063364e-10	1.543138e-11	0.1	3.063364e-10	1.923448e-13	0.1	3.063364e-10	1.859031e-13	0.1	3.063364e-10	2.332857e-14	0.1	3.063364e-10	2.514438e-15	0.1	3.063364e-10	5.425494e-16	0.1	3.063364e-10	1.460542e-13	0.1	3.063364e-10	4.349844e-16	0.1	3.063364e-10	1.647239e-16	0.1	3.063364e-10	2.951087e-26	0.1	3.063364e-10	5.757894e-25	0.1	3.063364e-10	1.337816e-25	0.1
