Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
1.468751e-10	9.7327146985887e-06	0.1	1.468751e-10	2.377134e-08	0.1	1.468751e-10	7.919251e-08	0.1	1.468751e-10	2.485803e-10	0.1	1.468751e-10	5.487783e-08	0.1	1.468751e-10	1.09049335e-07	0.1	1.468751e-10	4.170172e-11	0.1
3.153926e-10	9.4349427626022e-06	0.1	3.153926e-10	5.026403e-08	0.1	3.153926e-10	1.67451e-07	0.1	3.153926e-10	5.256182e-10	0.1	3.153926e-10	1.160381e-07	0.1	3.153926e-10	2.3058264e-07	0.1	3.153926e-10	8.817748e-11	0.1
7.066861e-10	8.7781857059192e-06	0.1	7.066861e-10	1.086954e-07	0.1	7.066861e-10	3.621109e-07	0.1	7.066861e-10	1.136643e-09	0.1	7.066861e-10	2.509311e-07	0.1	7.066861e-10	4.9863235e-07	0.1	7.066861e-10	1.906828e-10	0.1
1.411014e-09	7.7090845119131e-06	0.1	1.411014e-09	2.038131e-07	0.1	1.411014e-09	6.789887e-07	0.1	1.411014e-09	2.131303e-09	0.1	1.411014e-09	4.70517e-07	0.1	1.411014e-09	9.3497794e-07	0.1	1.411014e-09	3.575464e-10	0.1
2.290552e-09	6.554962894615e-06	0.1	2.290552e-09	3.06495e-07	0.1	2.290552e-09	1.021066e-06	0.1	2.290552e-09	3.205064e-09	0.1	2.290552e-09	7.075656e-07	0.1	2.290552e-09	1.4060235200000002e-06	0.1	2.290552e-09	5.376799e-10	0.1
3.234723e-09	5.5075937634872e-06	0.1	3.234723e-09	3.996792e-07	0.1	3.234723e-09	1.331503e-06	0.1	3.234723e-09	4.179506e-09	0.1	3.234723e-09	9.22688e-07	0.1	3.234723e-09	1.8334996000000001e-06	0.1	3.234723e-09	7.011517e-10	0.1
4.332557e-09	4.4983008191052e-06	0.1	4.332557e-09	4.894759e-07	0.1	4.332557e-09	1.630654e-06	0.1	4.332557e-09	5.118525e-09	0.1	4.332557e-09	1.12999e-06	0.1	4.332557e-09	2.2454358e-06	0.1	4.332557e-09	8.586808e-10	0.1
5.532833e-09	3.6052190973822e-06	0.1	5.532833e-09	5.689333e-07	0.1	5.532833e-09	1.89536e-06	0.1	5.532833e-09	5.949426e-09	0.1	5.532833e-09	1.313423e-06	0.1	5.532833e-09	2.6099410000000003e-06	0.1	5.532833e-09	9.980719e-10	0.1
6.733109e-09	2.8894480372557005e-06	0.1	6.733109e-09	6.326154e-07	0.1	6.733109e-09	2.107513e-06	0.1	6.733109e-09	6.615363e-09	0.1	6.733109e-09	1.460438e-06	0.1	6.733109e-09	2.9020783999999997e-06	0.1	6.733109e-09	1.109789e-09	0.1
7.933385e-09	2.3157845155001003e-06	0.1	7.933385e-09	6.836543e-07	0.1	7.933385e-09	2.277545e-06	0.1	7.933385e-09	7.149087e-09	0.1	7.933385e-09	1.578265e-06	0.1	7.933385e-09	3.1362147e-06	0.1	7.933385e-09	1.199326e-09	0.1
9.182415e-09	1.8394041911052e-06	0.1	9.182415e-09	7.260378e-07	0.1	9.182415e-09	2.418743e-06	0.1	9.182415e-09	7.592302e-09	0.1	9.182415e-09	1.67611e-06	0.1	9.182415e-09	3.3306463e-06	0.1	9.182415e-09	1.273678e-09	0.1
1.062646e-08	1.4094173820625e-06	0.1	1.062646e-08	7.642938e-07	0.1	1.062646e-08	2.54619e-06	0.1	1.062646e-08	7.992356e-09	0.1	1.062646e-08	1.764427e-06	0.1	1.062646e-08	3.506143e-06	0.1	1.062646e-08	1.340791e-09	0.1
