Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
2.701489e-13	9.777590466481302e-06	0.1	2.701489e-13	1.659534e-08	0.1	2.701489e-13	6.190337e-08	0.1	2.701489e-13	3.284457e-10	0.1	2.701489e-13	6.950914e-08	0.1	2.701489e-13	3.699948e-08	0.1	2.701489e-13	2.25855e-10	0.1
6.713939e-13	9.505591983163198e-06	0.1	6.713939e-13	4.067024e-08	0.1	6.713939e-13	1.517034e-07	0.1	6.713939e-13	8.048657e-10	0.1	6.713939e-13	1.703275e-07	0.1	6.713939e-13	9.067525e-08	0.1	6.713939e-13	5.534706e-10	0.1
1.546521e-12	8.9383696535392e-06	0.1	1.546521e-12	9.088392e-08	0.1	1.546521e-12	3.389887e-07	0.1	1.546521e-12	1.798327e-09	0.1	1.546521e-12	3.805343e-07	0.1	1.546521e-12	2.026304e-07	0.1	1.546521e-12	1.23666e-09	0.1
3.143781e-12	7.9890880245705e-06	0.1	3.143781e-12	1.749457e-07	0.1	3.143781e-12	6.524787e-07	0.1	3.143781e-12	3.460764e-09	0.1	3.143781e-12	7.322098e-07	0.1	3.143781e-12	3.900592e-07	0.1	3.143781e-12	2.379972e-09	0.1
4.512861e-12	7.256228164701599e-06	0.1	4.512861e-12	2.398661e-07	0.1	4.512861e-12	8.945481e-07	0.1	4.512861e-12	4.744027e-09	0.1	4.512861e-12	1.003603e-06	0.1	4.512861e-12	5.348156e-07	0.1	4.512861e-12	3.262582e-09	0.1
5.89492e-12	6.5847094257034994e-06	0.1	5.89492e-12	2.99372e-07	0.1	5.89492e-12	1.116398e-06	0.1	5.89492e-12	5.919748e-09	0.1	5.89492e-12	1.252195e-06	0.1	5.89492e-12	6.675037e-07	0.1	5.89492e-12	4.071282e-09	0.1
7.859833e-12	5.735742384490799e-06	0.1	7.859833e-12	3.746304e-07	0.1	7.859833e-12	1.396931e-06	0.1	7.859833e-12	7.405964e-09	0.1	7.859833e-12	1.566359e-06	0.1	7.859833e-12	8.353246e-07	0.1	7.859833e-12	5.09363e-09	0.1
1.07092e-11	4.695540817529601e-06	0.1	1.07092e-11	4.66888e-07	0.1	1.07092e-11	1.740756e-06	0.1	1.07092e-11	9.226648e-09	0.1	1.07092e-11	1.9511e-06	0.1	1.07092e-11	1.041065e-06	0.1	1.07092e-11	6.346182e-09	0.1
1.355856e-11	3.8442443492304e-06	0.1	1.355856e-11	5.424345e-07	0.1	1.355856e-11	2.022234e-06	0.1	1.355856e-11	1.071642e-08	0.1	1.355856e-11	2.265812e-06	0.1	1.355856e-11	1.209549e-06	0.1	1.355856e-11	7.371192e-09	0.1
1.770425e-11	2.8738263256824e-06	0.1	1.770425e-11	6.28607e-07	0.1	1.770425e-11	2.343216e-06	0.1	1.770425e-11	1.241435e-08	0.1	1.770425e-11	2.624392e-06	0.1	1.770425e-11	1.401745e-06	0.1	1.770425e-11	8.539542e-09	0.1
2.184995e-11	2.1486297911402003e-06	0.1	2.184995e-11	6.930488e-07	0.1	2.184995e-11	2.583182e-06	0.1	2.184995e-11	1.3683e-08	0.1	2.184995e-11	2.892259e-06	0.1	2.184995e-11	1.545485e-06	0.1	2.184995e-11	9.412584e-09	0.1
