Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.0001852801	0.9899845199999999	0.1	0.0001852801	3.541569e-08	0.1	0.0001852801	4.248037e-06	0.1	0.0001852801	0.001355563	0.1	0.0001852801	4.775709e-06	0.1	0.0001852801	0.004315166	0.1	0.0001852801	7.046149e-06	0.1	0.0001852801	6.431661e-07	0.1	0.0001852801	8.451062e-11	0.1	0.0001852801	1.904621e-07	0.1	0.0001852801	4.967799e-14	0.1
0.0002001423	0.9890896699999999	0.1	0.0002001423	3.540632e-08	0.1	0.0002001423	4.591396e-06	0.1	0.0002001423	0.001363042	0.1	0.0002001423	4.772487e-06	0.1	0.0002001423	0.004758674	0.1	0.0002001423	7.041396e-06	0.1	0.0002001423	6.427321e-07	0.1	0.0002001423	9.387112e-11	0.1	0.0002001423	1.903336e-07	0.1	0.0002001423	4.964447e-14	0.1
0.000217525	0.98804179	0.1	0.000217525	3.539527e-08	0.1	0.000217525	4.992284e-06	0.1	0.000217525	0.001368967	0.1	0.000217525	4.76871e-06	0.1	0.000217525	0.005279428	0.1	0.000217525	7.035825e-06	0.1	0.000217525	6.422234e-07	0.1	0.000217525	1.052988e-10	0.1	0.000217525	1.901829e-07	0.1	0.000217525	4.960518e-14	0.1
0.0002355378	0.9869555399999999	0.1	0.0002355378	3.538375e-08	0.1	0.0002355378	5.406874e-06	0.1	0.0002355378	0.001372812	0.1	0.0002355378	4.764792e-06	0.1	0.0002355378	0.005820459	0.1	0.0002355378	7.030044e-06	0.1	0.0002355378	6.416956e-07	0.1	0.0002355378	1.176843e-10	0.1	0.0002355378	1.900266e-07	0.1	0.0002355378	4.956441e-14	0.1
0.0002535507	0.98586949	0.1	0.0002535507	3.537217e-08	0.1	0.0002535507	5.820595e-06	0.1	0.0002535507	0.001375025	0.1	0.0002535507	4.760872e-06	0.1	0.0002535507	0.006362216	0.1	0.0002535507	7.024261e-06	0.1	0.0002535507	6.411676e-07	0.1	0.0002535507	1.306208e-10	0.1	0.0002535507	1.898703e-07	0.1	0.0002535507	4.952363e-14	0.1
0.0002738754	0.98464476	0.1	0.0002738754	3.535907e-08	0.1	0.0002738754	6.286352e-06	0.1	0.0002738754	0.001376178	0.1	0.0002738754	4.75645e-06	0.1	0.0002738754	0.006973764	0.1	0.0002738754	7.017736e-06	0.1	0.0002738754	6.40572e-07	0.1	0.0002738754	1.458761e-10	0.1	0.0002738754	1.896939e-07	0.1	0.0002738754	4.947763e-14	0.1
0.0002957414	0.98332874	0.1	0.0002957414	3.534495e-08	0.1	0.0002957414	6.786152e-06	0.1	0.0002957414	0.001376356	0.1	0.0002957414	4.751695e-06	0.1	0.0002957414	0.007631471	0.1	0.0002957414	7.010722e-06	0.1	0.0002957414	6.399318e-07	0.1	0.0002957414	1.630638e-10	0.1	0.0002957414	1.895043e-07	0.1	0.0002957414	4.942817e-14	0.1
0.0003176074	0.9820145600000001	0.1	0.0003176074	3.533081e-08	0.1	0.0003176074	7.28462e-06	0.1	0.0003176074	0.001375817	0.1	0.0003176074	4.746947e-06	0.1	0.0003176074	0.008288575	0.1	0.0003176074	7.003716e-06	0.1	0.0003176074	6.392922e-07	0.1	0.0003176074	1.810507e-10	0.1	0.0003176074	1.893149e-07	0.1	0.0003176074	4.937878e-14	0.1
0.0003439114	0.98043653	0.1	0.0003439114	3.531379e-08	0.1	0.0003439114	7.882484e-06	0.1	0.0003439114	0.001374575	0.1	0.0003439114	4.741244e-06	0.1	0.0003439114	0.009077895	0.1	0.0003439114	6.995302e-06	0.1	0.0003439114	6.385241e-07	0.1	0.0003439114	2.037399e-10	0.1	0.0003439114	1.890875e-07	0.1	0.0003439114	4.931945e-14	0.1
0.0003702153	0.9788620499999999	0.1	0.0003702153	3.529676e-08	0.1	0.0003702153	8.47841e-06	0.1	0.0003702153	0.00137294	0.1	0.0003702153	4.735551e-06	0.1	0.0003702153	0.009865711	0.1	0.0003702153	6.986903e-06	0.1	0.0003702153	6.377575e-07	0.1	0.0003702153	2.27569e-10	0.1	0.0003702153	1.888604e-07	0.1	0.0003702153	4.926024e-14	0.1
