Batch	m_SP	5	Pr2	W1	W2	Pr1	Pr3							
0.0003158594	9.8890281198072e-06	0.1	0.0003158594	7.734525e-11	0.1	0.0003158594	1.464399e-13	0.1	0.0003158594	4.489486e-08	0.1	0.0003158594	6.589936e-08	0.1
0.0004878683	9.8302387305422e-06	0.1	0.0004878683	8.063119e-11	0.1	0.0004878683	1.532137e-13	0.1	0.0004878683	7.081617e-08	0.1	0.0004878683	9.876411e-08	0.1
0.0007015437	9.7593924531816e-06	0.1	0.0007015437	8.592613e-11	0.1	0.0007015437	1.641009e-13	0.1	0.0007015437	1.054706e-07	0.1	0.0007015437	1.349512e-07	0.1
0.0009384147	9.6839952538215e-06	0.1	0.0009384147	9.23091e-11	0.1	0.0009384147	1.772134e-13	0.1	0.0009384147	1.475989e-07	0.1	0.0009384147	1.682133e-07	0.1
0.001226402	9.596712193155201e-06	0.1	0.001226402	9.945564e-11	0.1	0.001226402	1.918976e-13	0.1	0.001226402	2.040513e-07	0.1	0.001226402	1.990375e-07	0.1
0.001512007	9.514330098485e-06	0.1	0.001512007	1.050637e-10	0.1	0.001512007	2.034367e-13	0.1	0.001512007	2.648981e-07	0.1	0.001512007	2.205664e-07	0.1
0.001740015	9.451009763355499e-06	0.1	0.001740015	1.083566e-10	0.1	0.001740015	2.102295e-13	0.1	0.001740015	3.161521e-07	0.1	0.001740015	2.3263e-07	0.1
0.002059225	9.3651997278306e-06	0.1	0.002059225	1.114124e-10	0.1	0.002059225	2.165647e-13	0.1	0.002059225	3.906946e-07	0.1	0.002059225	2.438951e-07	0.1
0.002287232	9.3054854302405e-06	0.1	0.002287232	1.127124e-10	0.1	0.002287232	2.192871e-13	0.1	0.002287232	4.45261e-07	0.1	0.002287232	2.49041e-07	0.1
0.002680742	9.204733587803601e-06	0.1	0.002680742	1.137478e-10	0.1	0.002680742	2.215176e-13	0.1	0.002680742	5.408453e-07	0.1	0.002680742	2.542074e-07	0.1
