Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.608972e-14	0.999999992345377	0.1	6.608972e-14	1.853763e-13	0.1	6.608972e-14	3.193138e-14	0.1	6.608972e-14	1.433299e-13	0.1	6.608972e-14	1.767839e-15	0.1	6.608972e-14	3.377226e-10	0.1	6.608972e-14	6.192043e-12	0.1	6.608972e-14	1.591005e-11	0.1	6.608972e-14	2.195714e-12	0.1	6.608972e-14	1.731064e-13	0.1	6.608972e-14	2.100718e-10	0.1	6.608972e-14	1.698014e-09	0.1
6.462414e-13	0.99999997711747	0.1	6.462414e-13	1.814013e-12	0.1	6.462414e-13	3.107976e-13	0.1	6.462414e-13	1.396307e-12	0.1	6.462414e-13	2.248369e-14	0.1	6.462414e-13	2.345696e-09	0.1	6.462414e-13	2.292033e-11	0.1	6.462414e-13	1.654067e-10	0.1	6.462414e-13	1.671667e-11	0.1	6.462414e-13	1.692686e-12	0.1	6.462414e-13	2.054267e-09	0.1	6.462414e-13	1.66036e-08	0.1
1.504122e-12	0.9999998980495901	0.1	1.504122e-12	4.226729e-12	0.1	1.504122e-12	7.184757e-13	0.1	1.504122e-12	3.232106e-12	0.1	1.504122e-12	7.005596e-14	0.1	1.504122e-12	3.57155e-09	0.1	1.504122e-12	2.692468e-11	0.1	1.504122e-12	4.0391e-10	0.1	1.504122e-12	2.783963e-11	0.1	1.504122e-12	3.93974e-12	0.1	1.504122e-12	4.78169e-09	0.1	1.504122e-12	3.864475e-08	0.1
2.500821e-12	0.9999998944383001	0.1	2.500821e-12	7.036387e-12	0.1	2.500821e-12	1.185191e-12	0.1	2.500821e-12	5.339842e-12	0.1	2.500821e-12	1.503175e-13	0.1	2.500821e-12	4.018268e-09	0.1	2.500821e-12	2.792024e-11	0.1	2.500821e-12	6.906039e-10	0.1	2.500821e-12	3.317223e-11	0.1	2.500821e-12	6.550441e-12	0.1	2.500821e-12	7.950942e-09	0.1	2.500821e-12	6.425252e-08	0.1
3.817578e-12	0.9999998080549001	0.1	3.817578e-12	1.075883e-11	0.1	3.817578e-12	1.790543e-12	0.1	3.817578e-12	8.083773e-12	0.1	3.817578e-12	2.967156e-13	0.1	3.817578e-12	4.163031e-09	0.1	3.817578e-12	2.824024e-11	0.1	3.817578e-12	1.073511e-09	0.1	3.817578e-12	3.548207e-11	0.1	3.817578e-12	9.999543e-12	0.1	3.817578e-12	1.213863e-08	0.1	3.817578e-12	9.808345e-08	0.1
5.743018e-12	0.9999996576084	0.1	5.743018e-12	1.622312e-11	0.1	5.743018e-12	2.653216e-12	0.1	5.743018e-12	1.201491e-11	0.1	5.743018e-12	5.913022e-13	0.1	5.743018e-12	4.196918e-09	0.1	5.743018e-12	2.832739e-11	0.1	5.743018e-12	1.634568e-09	0.1	5.743018e-12	3.619746e-11	0.1	5.743018e-12	1.504314e-11	0.1	5.743018e-12	1.82635e-08	0.1	5.743018e-12	1.47553e-07	0.1
9.145014e-12	0.9999994186575	0.1	9.145014e-12	2.593686e-11	0.1	9.145014e-12	4.114366e-12	0.1	9.145014e-12	1.873418e-11	0.1	9.145014e-12	1.335878e-12	0.1	9.145014e-12	4.20553e-09	0.1	9.145014e-12	2.836861e-11	0.1	9.145014e-12	2.624472e-09	0.1	9.145014e-12	3.631977e-11	0.1	9.145014e-12	2.395484e-11	0.1	9.145014e-12	2.908911e-08	0.1	9.145014e-12	2.349593e-07	0.1
1.354071e-11	0.999999170051	0.1	1.354071e-11	3.859372e-11	0.1	1.354071e-11	5.889017e-12	0.1	1.354071e-11	2.701193e-11	0.1	1.354071e-11	2.696288e-12	0.1	1.354071e-11	4.211285e-09	0.1	1.354071e-11	2.84042e-11	0.1	1.354071e-11	3.89973e-09	0.1	1.354071e-11	3.632985e-11	0.1	1.354071e-11	3.547026e-11	0.1	1.354071e-11	4.308334e-08	0.1	1.354071e-11	3.478965e-07	0.1
2.108646e-11	0.9999988149061	0.1	2.108646e-11	6.057597e-11	0.1	2.108646e-11	8.660873e-12	0.1	2.108646e-11	4.025228e-11	0.1	2.108646e-11	5.981195e-12	0.1	2.108646e-11	4.218318e-09	0.1	2.108646e-11	2.844681e-11	0.1	2.108646e-11	6.078089e-09	0.1	2.108646e-11	3.634392e-11	0.1	2.108646e-11	5.523977e-11	0.1	2.108646e-11	6.712139e-08	0.1	2.108646e-11	5.417677e-07	0.1
