Batch	m_SP	4	T1a_L	T4a_L	N1a_L	N7a_L					
9.506903e-10	0.999999989	0.1	9.506903e-10	3.03904498108e-20	0.1	9.506903e-10	1.14695023367e-16	0.1	9.506903e-10	1.97040196e-24	0.1
2.165216e-08	0.9999999594	0.1	2.165216e-08	6.9228080875e-19	0.1	2.165216e-08	2.6121976529400003e-15	0.1	2.165216e-08	4.4876243e-23	0.1
8.024113e-08	1.0000000634	0.1	8.024113e-08	2.5669245416699998e-18	0.1	8.024113e-08	9.680550064900002e-15	0.1	8.024113e-08	1.6630715199999999e-22	0.1
1.514494e-07	1.0000000445	0.1	1.514494e-07	4.84807551299e-18	0.1	1.514494e-07	1.8271263830799998e-14	0.1	1.514494e-07	3.1389181e-22	0.1
2.749428e-07	0.9999999797	0.1	2.749428e-07	8.811309385509999e-18	0.1	2.749428e-07	3.3169591326e-14	0.1	2.749428e-07	5.6983968e-22	0.1
4.31838e-07	1.0000000005	0.1	4.31838e-07	1.3859587435019998e-17	0.1	4.31838e-07	5.2097295497000004e-14	0.1	4.31838e-07	8.9501307e-22	0.1
6.028125e-07	1.0000000361999999	0.1	6.028125e-07	1.937764761458e-17	0.1	6.028125e-07	7.2723291743e-14	0.1	6.028125e-07	1.2493664e-21	0.1
8.672358e-07	0.999999905	0.1	8.672358e-07	2.794629848014e-17	0.1	8.672358e-07	1.04622429756e-13	0.1	8.672358e-07	1.79740208e-21	0.1
1.182554e-06	0.9999999832	0.1	1.182554e-06	3.82194833331e-17	0.1	1.182554e-06	1.42661105821e-13	0.1	1.182554e-06	2.4509314500000002e-21	0.1
1.531802e-06	1.0000000222999998	0.1	1.531802e-06	4.9668762341900007e-17	0.1	1.531802e-06	1.8479268491699997e-13	0.1	1.531802e-06	3.1748037e-21	0.1
1.939178e-06	1.0000000285000001	0.1	1.939178e-06	6.31181107475e-17	0.1	1.939178e-06	2.33936310487e-13	0.1	1.939178e-06	4.0191831999999995e-21	0.1
2.404037e-06	0.9999999794000001	0.1	2.404037e-06	7.85904990956e-17	0.1	2.404037e-06	2.9001441365e-13	0.1	2.404037e-06	4.9827544e-21	0.1
2.943826e-06	0.9999999633	0.1	2.943826e-06	9.672578093330001e-17	0.1	2.943826e-06	3.5513161259999994e-13	0.1	2.943826e-06	6.1016993e-21	0.1
3.643106e-06	0.9999999428999999	0.1	3.643106e-06	1.2049204999469998e-16	0.1	3.643106e-06	4.3948886627e-13	0.1	3.643106e-06	7.5513545e-21	0.1
4.510448e-06	0.9999999245999999	0.1	4.510448e-06	1.5040286495250004e-16	0.1	4.510448e-06	5.4412024309e-13	0.1	4.510448e-06	9.3495679e-21	0.1
5.570074e-06	0.9999999167000001	0.1	5.570074e-06	1.876045201951e-16	0.1	5.570074e-06	6.7194781162e-13	0.1	5.570074e-06	1.15466689e-20	0.1
7.187982e-06	0.9999998998	0.1	7.187982e-06	2.4583419688330003e-16	0.1	7.187982e-06	8.6712337204e-13	0.1	7.187982e-06	1.49018558e-20	0.1
9.49329e-06	0.999999792	0.1	9.49329e-06	3.318658343057999e-16	0.1	9.49329e-06	1.14522331312e-12	0.1	9.49329e-06	1.96836659e-20	0.1
1.250568e-05	0.9999997930999999	0.1	1.250568e-05	4.499090599705001e-16	0.1	1.250568e-05	1.50862208334e-12	0.1	1.250568e-05	2.5934181e-20	0.1
1.651333e-05	0.9999997851000001	0.1	1.651333e-05	6.173037718624999e-16	0.1	1.651333e-05	1.99208530481e-12	0.1	1.651333e-05	3.4253579000000004e-20	0.1
2.16165e-05	0.9999996852000002	0.1	2.16165e-05	8.485803753248e-16	0.1	2.16165e-05	2.60770777813e-12	0.1	2.16165e-05	4.4853787999999995e-20	0.1
2.804347e-05	0.9999995852000001	0.1	2.804347e-05	1.1708162296613003e-15	0.1	2.804347e-05	3.3830307891e-12	0.1	2.804347e-05	5.821529299999999e-20	0.1
3.604532e-05	0.9999993852000001	0.1	3.604532e-05	1.6243250932037998e-15	0.1	3.604532e-05	4.3483519682999995e-12	0.1	3.604532e-05	7.487056199999999e-20	0.1
5.152795e-05	0.9999991831	0.1	5.152795e-05	2.6861570939653e-15	0.1	5.152795e-05	6.2161686252e-12	0.1	5.152795e-05	1.07166378e-19	0.1
7.151387e-05	0.9999988710000001	0.1	7.151387e-05	4.471724007632599e-15	0.1	7.151387e-05	8.6273563765e-12	0.1	7.151387e-05	1.49013859e-19	0.1
0.0001012381	0.9999983679	0.1	0.0001012381	8.165359639649699e-15	0.1	0.0001012381	1.22136961204e-11	0.1	0.0001012381	2.11644792e-19	0.1
0.0001508905	0.9999977518999998	0.1	0.0001508905	1.7806650262738e-14	0.1	0.0001508905	1.82054008528e-11	0.1	0.0001508905	3.1752825e-19	0.1
0.0002249861	0.9999968359000001	0.1	0.0002249861	4.2785612003117996e-14	0.1	0.0002249861	2.7149531269e-11	0.1	0.0002249861	4.7898173e-19	0.1
0.0003117365	0.9999961199999998	0.1	0.0003117365	9.3372272887559e-14	0.1	0.0003117365	3.7625557536e-11	0.1	0.0003117365	6.735977400000001e-19	0.1
