Batch	m_SP	2	Pr2	Pr1	
0.000000000000e+00	9.999900000000e-06	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01
1.738813000000e-01	9.999900000000e-06	1.000000000000e-01	1.738813000000e-01	3.799659000000e-14	1.000000000000e-01
1.144314000000e+00	9.999899000010e-06	1.000000000000e-01	1.144314000000e+00	5.449071000000e-13	1.000000000000e-01
8.094247000000e+00	9.999895000050e-06	1.000000000000e-01	8.094247000000e+00	4.502868000000e-12	1.000000000000e-01
1.602564000000e+02	9.999802000980e-06	1.000000000000e-01	1.602564000000e+02	9.113313000000e-11	1.000000000000e-01
3.716501000000e+02	9.999673002270e-06	1.000000000000e-01	3.716501000000e+02	2.122012000000e-10	1.000000000000e-01
8.548356000000e+02	9.999382005180e-06	1.000000000000e-01	8.548356000000e+02	4.932391000000e-10	1.000000000000e-01
1.389664000000e+03	9.999064008360e-06	1.000000000000e-01	1.389664000000e+03	8.086852000000e-10	1.000000000000e-01
2.081036000000e+03	9.998654012460e-06	1.000000000000e-01	2.081036000000e+03	1.218062000000e-09	1.000000000000e-01
3.372652000000e+03	9.997889020110e-06	1.000000000000e-01	3.372652000000e+03	1.983383000000e-09	1.000000000000e-01
4.566488000000e+03	9.997181027190e-06	1.000000000000e-01	4.566488000000e+03	2.690718000000e-09	1.000000000000e-01
5.354418000000e+03	9.996714031860e-06	1.000000000000e-01	5.354418000000e+03	3.157546000000e-09	1.000000000000e-01
7.380523000000e+03	9.995514043860e-06	1.000000000000e-01	7.380523000000e+03	4.357853000000e-09	1.000000000000e-01
1.278347000000e+04	9.992314075860e-06	1.000000000000e-01	1.278347000000e+04	7.557968000000e-09	1.000000000000e-01
2.539035000000e+04	9.984851150490e-06	1.000000000000e-01	2.539035000000e+04	1.502087000000e-08	1.000000000000e-01
5.060411000000e+04	9.969942299580e-06	1.000000000000e-01	5.060411000000e+04	2.992957000000e-08	1.000000000000e-01
1.010316000000e+05	9.940194603020e-06	1.000000000000e-01	1.010316000000e+05	5.967715000000e-08	1.000000000000e-01
2.018867000000e+05	9.880990200991e-06	1.000000000000e-01	2.018867000000e+05	1.188818000000e-07	1.000000000000e-01
3.747810000000e+05	9.780460238288e-06	1.000000000000e-01	3.747810000000e+05	2.194125000000e-07	1.000000000000e-01
6.629382000000e+05	9.615898993610e-06	1.000000000000e-01	6.629382000000e+05	3.839731000000e-07	1.000000000000e-01
1.218966000000e+06	9.310587375649e-06	1.000000000000e-01	1.218966000000e+06	6.892858000000e-07	1.000000000000e-01
1.866059000000e+06	8.978865231396e-06	1.000000000000e-01	1.866059000000e+06	1.021008000000e-06	1.000000000000e-01
2.573860000000e+06	8.648770402893e-06	1.000000000000e-01	2.573860000000e+06	1.351103000000e-06	1.000000000000e-01
3.379169000000e+06	8.317428684946e-06	1.000000000000e-01	3.379169000000e+06	1.682446000000e-06	1.000000000000e-01
4.249484000000e+06	8.012299851248e-06	1.000000000000e-01	4.249484000000e+06	1.987575000000e-06	1.000000000000e-01
5.234834000000e+06	7.729295928491e-06	1.000000000000e-01	5.234834000000e+06	2.270579000000e-06	1.000000000000e-01
6.296875000000e+06	7.489906375000e-06	1.000000000000e-01	6.296875000000e+06	2.509969000000e-06	1.000000000000e-01
7.358916000000e+06	7.307392194940e-06	1.000000000000e-01	7.358916000000e+06	2.692483000000e-06	1.000000000000e-01
8.420958000000e+06	7.170364218163e-06	1.000000000000e-01	8.420958000000e+06	2.829512000000e-06	1.000000000000e-01
9.540763000000e+06	7.063973873561e-06	1.000000000000e-01	9.540763000000e+06	2.935902000000e-06	1.000000000000e-01
1.062145000000e+07	6.989298137943e-06	1.000000000000e-01	1.062145000000e+07	3.010578000000e-06	1.000000000000e-01
1.129689000000e+07	6.953356605189e-06	1.000000000000e-01	1.129689000000e+07	3.046519000000e-06	1.000000000000e-01
1.221543000000e+07	6.914769415334e-06	1.000000000000e-01	1.221543000000e+07	3.085106000000e-06	1.000000000000e-01
1.351533000000e+07	6.875558928998e-06	1.000000000000e-01	1.351533000000e+07	3.124317000000e-06	1.000000000000e-01
1.431261000000e+07	6.858142157161e-06	1.000000000000e-01	1.431261000000e+07	3.141734000000e-06	1.000000000000e-01
1.534498000000e+07	6.841064696754e-06	1.000000000000e-01	1.534498000000e+07	3.158811000000e-06	1.000000000000e-01
1.661766000000e+07	6.826254892246e-06	1.000000000000e-01	1.661766000000e+07	3.173621000000e-06	1.000000000000e-01
1.822465000000e+07	6.814212051214e-06	1.000000000000e-01	1.822465000000e+07	3.185664000000e-06	1.000000000000e-01
1.983163000000e+07	6.806883147956e-06	1.000000000000e-01	1.983163000000e+07	3.192993000000e-06	1.000000000000e-01
2.176336000000e+07	6.801767215488e-06	1.000000000000e-01	2.176336000000e+07	3.198109000000e-06	1.000000000000e-01
2.369509000000e+07	6.798957252580e-06	1.000000000000e-01	2.369509000000e+07	3.200919000000e-06	1.000000000000e-01
2.596315000000e+07	6.797228275402e-06	1.000000000000e-01	2.596315000000e+07	3.202648000000e-06	1.000000000000e-01
