Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
8.924455e-11	9.732105731509e-06	0.1	8.924455e-11	1.232825e-117	0.1	8.924455e-11	6.4703e-13	0.1	8.924455e-11	2.582234e-10	0.1	8.924455e-11	1.232825e-117	0.1	8.924455e-11	1.151627e-07	0.1	8.924455e-11	3.483629e-11	0.1	8.924455e-11	3.369071e-08	0.1	8.924455e-11	8.225952e-08	0.1	8.924455e-11	2.918422e-08	0.1	8.924455e-11	5.171613e-11	0.1	8.924455e-11	7.152994e-09	0.1	8.924455e-11	1.902695e-13	0.1
1.910143e-10	9.4354698136599e-06	0.1	1.910143e-10	3.854295e-117	0.1	1.910143e-10	1.362985e-12	0.1	1.910143e-10	5.442607e-10	0.1	1.910143e-10	3.854295e-117	0.1	1.910143e-10	2.427284e-07	0.1	1.910143e-10	7.342769e-11	0.1	1.910143e-10	7.101049e-08	0.1	1.910143e-10	1.733794e-07	0.1	1.910143e-10	6.151185e-08	0.1	1.910143e-10	1.090025e-10	0.1	1.910143e-10	1.507643e-08	0.1	1.910143e-10	4.010323e-13	0.1
4.270201e-10	8.781896032706999e-06	0.1	4.270201e-10	1.470803e-116	0.1	4.270201e-10	2.93735e-12	0.1	4.270201e-10	1.174488e-09	0.1	4.270201e-10	1.470803e-116	0.1	4.270201e-10	5.237884e-07	0.1	4.270201e-10	1.584678e-10	0.1	4.270201e-10	1.53238e-07	0.1	4.270201e-10	3.74144e-07	0.1	4.270201e-10	1.327391e-07	0.1	4.270201e-10	2.352211e-10	0.1	4.270201e-10	3.253408e-08	0.1	4.270201e-10	8.654029e-13	0.1
8.518306e-10	7.7174337920127e-06	0.1	8.518306e-10	4.981659e-116	0.1	8.518306e-10	5.490926e-12	0.1	8.518306e-10	2.200947e-09	0.1	8.518306e-10	4.981659e-116	0.1	8.518306e-10	9.815331e-07	0.1	8.518306e-10	2.97013e-10	0.1	8.518306e-10	2.871652e-07	0.1	8.518306e-10	7.011309e-07	0.1	8.518306e-10	2.487464e-07	0.1	8.518306e-10	4.40792e-10	0.1	8.518306e-10	6.096721e-08	0.1	8.518306e-10	1.621714e-12	0.1
1.383149e-09	6.565814209284e-06	0.1	1.383149e-09	1.187207e-115	0.1	1.383149e-09	8.234949e-12	0.1	1.383149e-09	3.311491e-09	0.1	1.383149e-09	1.187207e-115	0.1	1.383149e-09	1.476738e-06	0.1	1.383149e-09	4.469777e-10	0.1	1.383149e-09	4.320674e-07	0.1	1.383149e-09	1.054902e-06	0.1	1.383149e-09	3.742543e-07	0.1	1.383149e-09	6.631976e-10	0.1	1.383149e-09	9.172887e-08	0.1	1.383149e-09	2.439954e-12	0.1
1.954005e-09	5.5192720082375e-06	0.1	1.954005e-09	2.192812e-115	0.1	1.954005e-09	1.070587e-11	0.1	1.954005e-09	4.320752e-09	0.1	1.954005e-09	2.192812e-115	0.1	1.954005e-09	1.926733e-06	0.1	1.954005e-09	5.833523e-10	0.1	1.954005e-09	5.637596e-07	0.1	1.954005e-09	1.376406e-06	0.1	1.954005e-09	4.883124e-07	0.1	1.954005e-09	8.653135e-10	0.1	1.954005e-09	1.196842e-07	0.1	1.954005e-09	3.183537e-12	0.1
2.617695e-09	4.510373913327701e-06	0.1	2.617695e-09	3.650944e-115	0.1	2.617695e-09	1.305884e-11	0.1	2.617695e-09	5.293769e-09	0.1	2.617695e-09	3.650944e-115	0.1	2.617695e-09	2.36051e-06	0.1	2.617695e-09	7.149417e-10	0.1	2.617695e-09	6.907294e-07	0.1	2.617695e-09	1.686361e-06	0.1	2.617695e-09	5.982704e-07	0.1	2.617695e-09	1.060163e-09	0.1	2.617695e-09	1.466346e-07	0.1	2.617695e-09	3.900374e-12	0.1
3.343273e-09	3.6171678058488e-06	0.1	3.343273e-09	5.536709e-115	0.1	3.343273e-09	1.510689e-11	0.1	3.343273e-09	6.155282e-09	0.1	3.343273e-09	5.536709e-115	0.1	3.343273e-09	2.744505e-06	0.1	3.343273e-09	8.315883e-10	0.1	3.343273e-09	8.031573e-07	0.1	3.343273e-09	1.960791e-06	0.1	3.343273e-09	6.956223e-07	0.1	3.343273e-09	1.232674e-09	0.1	3.343273e-09	1.704953e-07	0.1	3.343273e-09	4.535012e-12	0.1
4.068851e-09	2.900850387526e-06	0.1	4.068851e-09	7.668388e-115	0.1	4.068851e-09	1.671312e-11	0.1	4.068851e-09	6.846257e-09	0.1	4.068851e-09	7.668388e-115	0.1	4.068851e-09	3.052414e-06	0.1	4.068851e-09	9.252874e-10	0.1	4.068851e-09	8.93339e-07	0.1	4.068851e-09	2.180893e-06	0.1	4.068851e-09	7.736977e-07	0.1	4.068851e-09	1.371027e-09	0.1	4.068851e-09	1.896314e-07	0.1	4.068851e-09	5.043968e-12	0.1
4.794429e-09	2.3263904994944002e-06	0.1	4.794429e-09	9.997251e-115	0.1	4.794429e-09	1.796534e-11	0.1	4.794429e-09	7.400469e-09	0.1	4.794429e-09	9.997251e-115	0.1	4.794429e-09	3.299304e-06	0.1	4.794429e-09	1.000584e-09	0.1	4.794429e-09	9.656802e-07	0.1	4.794429e-09	2.357425e-06	0.1	4.794429e-09	8.363142e-07	0.1	4.794429e-09	1.481985e-09	0.1	4.794429e-09	2.049786e-07	0.1	4.794429e-09	5.452133e-12	0.1
