Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.694496e-11	9.735579410920489e-06	0.1	1.694496e-11	2.0343694900000002e-07	0.1	1.694496e-11	5.923769007e-12	0.1	1.694496e-11	8.354947599999999e-17	0.1
3.624766e-11	9.44309289001773e-06	0.1	3.624766e-11	4.2860154999999997e-07	0.1	3.624766e-11	1.249514929e-11	0.1	3.624766e-11	3.7388431e-16	0.1
8.098908e-11	8.79849358695434e-06	0.1	8.098908e-11	9.2468681e-07	0.1	8.098908e-11	2.703367492e-11	0.1	8.098908e-11	1.77299019e-15	0.1
1.615236e-10	7.747097631242775e-06	0.1	1.615236e-10	1.73334829e-06	0.1	1.615236e-10	5.094045989999999e-11	0.1	1.615236e-10	6.4359546e-15	0.1
2.6224e-10	6.607264296044016e-06	0.1	2.6224e-10	2.6091522999999997e-06	0.1	2.6224e-10	7.720185017e-11	0.1	2.6224e-10	1.51613024e-14	0.1
3.704454e-10	5.56888137103528e-06	0.1	3.704454e-10	3.4059376299999998e-06	0.1	3.704454e-10	1.015491147e-10	0.1	3.704454e-10	2.6879965999999998e-14	0.1
4.962118e-10	4.565277877509944e-06	0.1	4.962118e-10	4.17467126e-06	0.1	4.962118e-10	1.256277114e-10	0.1	4.962118e-10	4.217208e-14	0.1
6.336857e-10	3.673989357530475e-06	0.1	6.336857e-10	4.85573074e-06	0.1	6.336857e-10	1.476793352e-10	0.1	6.336857e-10	5.9628749e-14	0.1
7.711596e-10	2.9567448029327282e-06	0.1	7.711596e-10	5.40210085e-06	0.1	7.711596e-10	1.661222141e-10	0.1	7.711596e-10	7.688204400000001e-14	0.1
9.086334e-10	2.37955327460773e-06	0.1	9.086334e-10	5.840104840000001e-06	0.1	9.086334e-10	1.8166314959999998e-10	0.1	9.086334e-10	9.331455400000001e-14	0.1
1.0517e-09	1.898217088135346e-06	0.1	1.0517e-09	6.2036022500000005e-06	0.1	1.0517e-09	1.953655425e-10	0.1	1.0517e-09	1.09175281e-13	0.1
1.21714e-09	1.46169492200424e-06	0.1	1.21714e-09	6.531062969999999e-06	0.1	1.21714e-09	2.087267081e-10	0.1	1.21714e-09	1.25715984e-13	0.1
1.382579e-09	1.125582574075355e-06	0.1	1.382579e-09	6.78087624e-06	0.1	1.382579e-09	2.200133259e-10	0.1	1.382579e-09	1.4028001000000002e-13	0.1
1.548018e-09	8.667808840371806e-07	0.1	1.548018e-09	6.970925899999999e-06	0.1	1.548018e-09	2.297050347e-10	0.1	1.548018e-09	1.529539e-13	0.1
1.713458e-09	6.67504371073982e-07	0.1	1.713458e-09	7.11497636e-06	0.1	1.713458e-09	2.381710027e-10	0.1	1.713458e-09	1.6389800999999998e-13	0.1
1.906322e-09	4.922781199531146e-07	0.1	1.906322e-09	7.238811869999999e-06	0.1	1.906322e-09	2.468677314e-10	0.1	1.906322e-09	1.7472853e-13	0.1
2.106042e-09	3.5916337647809214e-07	0.1	2.106042e-09	7.3297314600000005e-06	0.1	2.106042e-09	2.548839022e-10	0.1	2.106042e-09	1.8407375e-13	0.1
2.305762e-09	2.620637148488343e-07	0.1	2.305762e-09	7.392862679999999e-06	0.1	2.305762e-09	2.621662007e-10	0.1	2.305762e-09	1.9183788e-13	0.1
2.5136e-09	1.8880044777523524e-07	0.1	2.5136e-09	7.43714316e-06	0.1	2.5136e-09	2.6918192470000004e-10	0.1	2.5136e-09	1.9854904e-13	0.1
2.75391e-09	1.29248944758784e-07	0.1	2.75391e-09	7.468969670000001e-06	0.1	2.75391e-09	2.767891139e-10	0.1	2.75391e-09	2.0492472e-13	0.1
