Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
7.479773e-08	9.8804992059501e-06	0.1	7.479773e-08	1.2355478999999999e-116	0.1	7.479773e-08	4.118493e-117	0.1	7.479773e-08	7.001438e-10	0.1	7.479773e-08	1.124349e-07	0.1	7.479773e-08	5.0838669e-09	0.1	7.479773e-08	1.182007e-09	0.1
2.079456e-07	9.6714693828393e-06	0.1	2.079456e-07	3.398562e-116	0.1	2.079456e-07	1.132854e-116	0.1	2.079456e-07	1.925851e-09	0.1	2.079456e-07	3.09269e-07	0.1	2.079456e-07	1.39839431e-08	0.1	2.079456e-07	3.25129e-09	0.1
4.290549e-07	9.3340721243596e-06	0.1	4.290549e-07	6.889905000000001e-116	0.1	4.290549e-07	2.296635e-116	0.1	4.290549e-07	3.904279e-09	0.1	4.290549e-07	6.269813e-07	0.1	4.290549e-07	2.8349656000000002e-08	0.1	4.290549e-07	6.591341e-09	0.1
7.975703e-07	8.7976974646848e-06	0.1	7.975703e-07	1.2440253e-115	0.1	7.975703e-07	4.146751e-116	0.1	7.975703e-07	7.049477e-09	0.1	7.975703e-07	1.132063e-06	0.1	7.975703e-07	5.1187483e-08	0.1	7.975703e-07	1.190117e-08	0.1
1.517548e-06	7.8370773864894e-06	0.1	1.517548e-06	2.2380648e-115	0.1	1.517548e-06	7.460216e-116	0.1	1.517548e-06	1.268237e-08	0.1	1.517548e-06	2.036639e-06	0.1	1.517548e-06	9.208886100000001e-08	0.1	1.517548e-06	2.141081e-08	0.1
2.477526e-06	6.7173916575027005e-06	0.1	2.477526e-06	3.396708e-115	0.1	2.477526e-06	1.132236e-115	0.1	2.477526e-06	1.924804e-08	0.1	2.477526e-06	3.091004e-06	0.1	2.477526e-06	1.3976303799999998e-07	0.1	2.477526e-06	3.249515e-08	0.1
3.597504e-06	5.61161919152e-06	0.1	3.597504e-06	4.5409589999999995e-115	0.1	3.597504e-06	1.513653e-115	0.1	3.597504e-06	2.573216e-08	0.1	3.597504e-06	4.13227e-06	0.1	3.597504e-06	1.8684478e-07	0.1	3.597504e-06	4.344176e-08	0.1
4.951999e-06	4.5146030225685e-06	0.1	4.951999e-06	5.676153e-115	0.1	4.951999e-06	1.892051e-115	0.1	4.951999e-06	3.2165e-08	0.1	4.951999e-06	5.165292e-06	0.1	4.951999e-06	2.3355356e-07	0.1	4.951999e-06	5.430166e-08	0.1
6.658269e-06	3.4325490187404e-06	0.1	6.658269e-06	6.795870000000001e-115	0.1	6.658269e-06	2.26529e-115	0.1	6.658269e-06	3.85102e-08	0.1	6.658269e-06	6.184227e-06	0.1	6.658269e-06	2.7962485999999996e-07	0.1	6.658269e-06	6.501342e-08	0.1
8.364539e-06	2.6098425879488e-06	0.1	8.364539e-06	7.6472220000000005e-115	0.1	8.364539e-06	2.549074e-115	0.1	8.364539e-06	4.33347e-08	0.1	8.364539e-06	6.958946e-06	0.1	8.364539e-06	3.1465341e-07	0.1	8.364539e-06	7.315773e-08	0.1
1.007081e-05	1.984321281574e-06	0.1	1.007081e-05	8.294526000000001e-115	0.1	1.007081e-05	2.764842e-115	0.1	1.007081e-05	4.700298e-08	0.1	1.007081e-05	7.547983e-06	0.1	1.007081e-05	3.4128583e-07	0.1	1.007081e-05	7.934995e-08	0.1
1.177708e-05	1.508724088088e-06	0.1	1.177708e-05	8.786694e-115	0.1	1.177708e-05	2.928898e-115	0.1	1.177708e-05	4.979218e-08	0.1	1.177708e-05	7.995841e-06	0.1	1.177708e-05	3.615344e-07	0.1	1.177708e-05	8.405796e-08	0.1
1.348335e-05	1.1471163190918e-06	0.1	1.348335e-05	9.160905e-115	0.1	1.348335e-05	3.053635e-115	0.1	1.348335e-05	5.191299e-08	0.1	1.348335e-05	8.336358e-06	0.1	1.348335e-05	3.7692935e-07	0.1	1.348335e-05	8.763749e-08	0.1
1.518962e-05	8.7217894106404e-07	0.1	1.518962e-05	9.445434e-115	0.1	1.518962e-05	3.148478e-115	0.1	1.518962e-05	5.352561e-08	0.1	1.518962e-05	8.595261e-06	0.1	1.518962e-05	3.8863378e-07	0.1	1.518962e-05	9.035901e-08	0.1
1.689589e-05	6.6313760119728e-07	0.1	1.689589e-05	9.661772999999999e-115	0.1	1.689589e-05	3.220591e-115	0.1	1.689589e-05	5.475185e-08	0.1	1.689589e-05	8.792112e-06	0.1	1.689589e-05	3.975324e-07	0.1	1.689589e-05	9.242817e-08	0.1
1.860216e-05	5.0419866793425e-07	0.1	1.860216e-05	9.826265999999999e-115	0.1	1.860216e-05	3.275422e-115	0.1	1.860216e-05	5.56843e-08	0.1	1.860216e-05	8.941782e-06	0.1	1.860216e-05	4.0429764e-07	0.1	1.860216e-05	9.400131e-08	0.1
2.045019e-05	3.7472545523712e-07	0.1	2.045019e-05	9.96027e-115	0.1	2.045019e-05	3.32009e-115	0.1	2.045019e-05	5.644403e-08	0.1	2.045019e-05	9.063706e-06	0.1	2.045019e-05	4.0980798e-07	0.1	2.045019e-05	9.528273e-08	0.1
2.251084e-05	2.6915039763271e-07	0.1	2.251084e-05	1.0069548e-114	0.1	2.251084e-05	3.356516e-115	0.1	2.251084e-05	5.706369e-08	0.1	2.251084e-05	9.163126e-06	0.1	2.251084e-05	4.1430049000000003e-07	0.1	2.251084e-05	9.632751e-08	0.1
2.45715e-05	1.9331997218876e-07	0.1	2.45715e-05	1.0148049e-114	0.1	2.45715e-05	3.382683e-115	0.1	2.45715e-05	5.750894e-08	0.1	2.45715e-05	9.234536e-06	0.1	2.45715e-05	4.1752637e-07	0.1	2.45715e-05	9.707783e-08	0.1
2.663216e-05	1.3885403674968001e-07	0.1	2.663216e-05	1.0204439999999999e-114	0.1	2.663216e-05	3.40148e-115	0.1	2.663216e-05	5.782892e-08	0.1	2.663216e-05	9.285828e-06	0.1	2.663216e-05	4.1984252e-07	0.1	2.663216e-05	9.761664e-08	0.1
