Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
1.003595e-10	9.731040742372001e-06	0.1	1.003595e-10	1.192788e-117	0.1	1.003595e-10	6.178109e-13	0.1	1.003595e-10	2.888101e-10	0.1	1.003595e-10	1.192788e-117	0.1	1.003595e-10	8.671711e-08	0.1	1.003595e-10	2.692194e-11	0.1	1.003595e-10	3.740224e-08	0.1	1.003595e-10	9.727554e-08	0.1	1.003595e-10	3.770361e-08	0.1	1.003595e-10	9.501306e-11	0.1	1.003595e-10	9.350492e-09	0.1	1.003595e-10	4.486719e-13	0.1
2.148874e-10	9.4330458953024e-06	0.1	2.148874e-10	3.580605e-117	0.1	2.148874e-10	1.301296e-12	0.1	2.148874e-10	6.089214e-10	0.1	2.148874e-10	3.580605e-117	0.1	2.148874e-10	1.828294e-07	0.1	2.148874e-10	5.67654e-11	0.1	2.148874e-10	7.885864e-08	0.1	2.148874e-10	2.05094e-07	0.1	2.148874e-10	7.949339e-08	0.1	2.148874e-10	2.003232e-10	0.1	2.148874e-10	1.971435e-08	0.1	2.148874e-10	9.459668e-13	0.1
4.806235e-10	8.776296214977201e-06	0.1	4.806235e-10	1.315734e-116	0.1	4.806235e-10	2.802473e-12	0.1	4.806235e-10	1.314426e-09	0.1	4.806235e-10	1.315734e-116	0.1	4.806235e-10	3.946415e-07	0.1	4.806235e-10	1.225534e-10	0.1	4.806235e-10	1.702278e-07	0.1	4.806235e-10	4.427196e-07	0.1	4.806235e-10	1.715947e-07	0.1	4.806235e-10	4.324182e-10	0.1	4.806235e-10	4.255544e-08	0.1	4.806235e-10	2.041955e-12	0.1
9.589485e-10	7.7072275951228e-06	0.1	9.589485e-10	4.355605e-116	0.1	9.589485e-10	5.228519e-12	0.1	9.589485e-10	2.462898e-09	0.1	9.589485e-10	4.355605e-116	0.1	9.589485e-10	7.394004e-07	0.1	9.589485e-10	2.296997e-10	0.1	9.589485e-10	3.189724e-07	0.1	9.589485e-10	8.295469e-07	0.1	9.589485e-10	3.215219e-07	0.1	9.589485e-10	8.102338e-10	0.1	9.589485e-10	7.973727e-08	0.1	9.589485e-10	3.826027e-12	0.1
1.556473e-09	6.5528053995022e-06	0.1	1.556473e-09	1.025995e-115	0.1	1.556473e-09	7.817389e-12	0.1	1.556473e-09	3.703138e-09	0.1	1.556473e-09	1.025995e-115	0.1	1.556473e-09	1.111628e-06	0.1	1.556473e-09	3.45499e-10	0.1	1.556473e-09	4.79615e-07	0.1	1.556473e-09	1.247288e-06	0.1	1.556473e-09	4.834251e-07	0.1	1.556473e-09	1.218228e-09	0.1	1.556473e-09	1.19889e-07	0.1	1.556473e-09	5.75255e-12	0.1
2.198033e-09	5.5050784330499995e-06	0.1	2.198033e-09	1.883061e-115	0.1	2.198033e-09	1.012959e-11	0.1	2.198033e-09	4.828841e-09	0.1	2.198033e-09	1.883061e-115	0.1	2.198033e-09	1.449383e-06	0.1	2.198033e-09	4.507164e-10	0.1	2.198033e-09	6.25438e-07	0.1	2.198033e-09	1.626455e-06	0.1	2.198033e-09	6.303714e-07	0.1	2.198033e-09	1.588532e-09	0.1	2.198033e-09	1.563314e-07	0.1	2.198033e-09	7.501028e-12	0.1
2.94392e-09	4.4956924081702e-06	0.1	2.94392e-09	3.122273e-115	0.1	2.94392e-09	1.230967e-11	0.1	2.94392e-09	5.913466e-09	0.1	2.94392e-09	3.122273e-115	0.1	2.94392e-09	1.774689e-06	0.1	2.94392e-09	5.522387e-10	0.1	2.94392e-09	7.659602e-07	0.1	2.94392e-09	1.991791e-06	0.1	2.94392e-09	7.719488e-07	0.1	2.94392e-09	1.945307e-09	0.1	2.94392e-09	1.914422e-07	0.1	2.94392e-09	9.185536e-12	0.1
3.759357e-09	3.6027004806464e-06	0.1	3.759357e-09	4.721825e-115	0.1	3.759357e-09	1.418136e-11	0.1	3.759357e-09	6.87316e-09	0.1	3.759357e-09	4.721825e-115	0.1	3.759357e-09	2.062374e-06	0.1	3.759357e-09	6.422426e-10	0.1	3.759357e-09	8.90322e-07	0.1	3.759357e-09	2.315054e-06	0.1	3.759357e-09	8.972108e-07	0.1	3.759357e-09	2.260969e-09	0.1	3.759357e-09	2.225067e-07	0.1	3.759357e-09	1.067581e-11	0.1
4.574795e-09	2.8870962703428e-06	0.1	4.574795e-09	6.527554e-115	0.1	4.574795e-09	1.562284e-11	0.1	4.574795e-09	7.642362e-09	0.1	4.574795e-09	6.527554e-115	0.1	4.574795e-09	2.292798e-06	0.1	4.574795e-09	7.145635e-10	0.1	4.574795e-09	9.900254e-07	0.1	4.574795e-09	2.574158e-06	0.1	4.574795e-09	9.976006e-07	0.1	4.574795e-09	2.513955e-09	0.1	4.574795e-09	2.474029e-07	0.1	4.574795e-09	1.187007e-11	0.1
5.390233e-09	2.3136418321096e-06	0.1	5.390233e-09	8.498411e-115	0.1	5.390233e-09	1.67205e-11	0.1	5.390233e-09	8.258911e-09	0.1	5.390233e-09	8.498411e-115	0.1	5.390233e-09	2.477337e-06	0.1	5.390233e-09	7.727131e-10	0.1	5.390233e-09	1.069969e-06	0.1	5.390233e-09	2.781849e-06	0.1	5.390233e-09	1.078059e-06	0.1	5.390233e-09	2.716715e-09	0.1	5.390233e-09	2.673561e-07	0.1	5.390233e-09	1.282711e-11	0.1
6.238841e-09	1.8374755186880003e-06	0.1	6.238841e-09	1.068945e-114	0.1	6.238841e-09	1.757208e-11	0.1	6.238841e-09	8.771012e-09	0.1	6.238841e-09	1.068945e-114	0.1	6.238841e-09	2.630447e-06	0.1	6.238841e-09	8.212028e-10	0.1	6.238841e-09	1.136398e-06	0.1	6.238841e-09	2.954363e-06	0.1	6.238841e-09	1.144878e-06	0.1	6.238841e-09	2.885107e-09	0.1	6.238841e-09	2.839267e-07	0.1	6.238841e-09	1.362179e-11	0.1
