Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
2270.34	9.80752292379e-06	0.1	2270.34	1.614252e-10	0.1	2270.34	8.750557100000001e-08	0.1	2270.34	6.812151e-08	0.1	2270.34	3.638224871e-08	0.1	2270.34	1.688981e-10	0.1	2270.34	5.311432e-12	0.1
4824.783	9.5955320841471e-06	0.1	4824.783	3.393415e-10	0.1	4824.783	1.8395072000000002e-07	0.1	4824.783	1.432023e-07	0.1	4824.783	7.648129883e-08	0.1	4824.783	3.550507e-10	0.1	4824.783	1.116548e-11	0.1
9581.804	9.2128880275836e-06	0.1	9581.804	6.604812e-10	0.1	9581.804	3.5803462e-07	0.1	9581.804	2.787235e-07	0.1	9581.804	1.488602508e-07	0.1	9581.804	6.910569e-10	0.1	9581.804	2.173206e-11	0.1
14818.51	8.809280144426001e-06	0.1	14818.51	9.992156e-10	0.1	14818.51	5.416564099999999e-07	0.1	14818.51	4.216697e-07	0.1	14818.51	2.252047393e-07	0.1	14818.51	1.045472e-09	0.1	14818.51	3.287757e-11	0.1
22149.9	8.273758779406801e-06	0.1	22149.9	1.44866e-09	0.1	22149.9	7.8529171e-07	0.1	22149.9	6.113355e-07	0.1	22149.9	3.265012151e-07	0.1	22149.9	1.515723e-09	0.1	22149.9	4.766581e-11	0.1
34718.0	7.430359980401e-06	0.1	34718.0	2.156494e-09	0.1	34718.0	1.16899586e-06	0.1	34718.0	9.100422e-07	0.1	34718.0	4.860341103e-07	0.1	34718.0	2.256325e-09	0.1	34718.0	7.095596e-11	0.1
55664.84	6.2113835374849995e-06	0.1	55664.84	3.17954e-09	0.1	55664.84	1.7235701999999998e-06	0.1	55664.84	1.341768e-06	0.1	55664.84	7.166097571e-07	0.1	55664.84	3.32673e-09	0.1	55664.84	1.046176e-10	0.1
80375.64	5.0278571957592e-06	0.1	80375.64	4.172833e-09	0.1	80375.64	2.2620159e-06	0.1	80375.64	1.760938e-06	0.1	80375.64	9.404796276000001e-07	0.1	80375.64	4.366005e-09	0.1	80375.64	1.373003e-10	0.1
107595.8	3.9834097836606e-06	0.1	107595.8	5.049402e-09	0.1	107595.8	2.7371878999999995e-06	0.1	107595.8	2.130851e-06	0.1	107595.8	1.138042021e-06	0.1	107595.8	5.283154e-09	0.1	107595.8	1.661424e-10	0.1
134815.9	3.1559283376067995e-06	0.1	134815.9	5.74388e-09	0.1	134815.9	3.113651e-06	0.1	134815.9	2.423921e-06	0.1	134815.9	1.2945645289999998e-06	0.1	134815.9	6.009781e-09	0.1	134815.9	1.889931e-10	0.1
162036.0	2.5003414957819997e-06	0.1	162036.0	6.294092e-09	0.1	162036.0	3.4119115e-06	0.1	162036.0	2.656112e-06	0.1	162036.0	1.4185726940000001e-06	0.1	162036.0	6.585464e-09	0.1	162036.0	2.070969e-10	0.1
189256.1	1.9809402189254995e-06	0.1	189256.1	6.730008e-09	0.1	189256.1	3.6482128000000003e-06	0.1	189256.1	2.840068e-06	0.1	189256.1	1.516819443e-06	0.1	189256.1	7.04156e-09	0.1	189256.1	2.2144e-10	0.1
216476.2	1.5694357943336e-06	0.1	216476.2	7.07537e-09	0.1	216476.2	3.835427500000001e-06	0.1	216476.2	2.985811e-06	0.1	216476.2	1.594658264e-06	0.1	216476.2	7.40291e-09	0.1	216476.2	2.328036e-10	0.1
247009.3	1.2086688584089e-06	0.1	247009.3	7.37815e-09	0.1	247009.3	3.9995595e-06	0.1	247009.3	3.113585e-06	0.1	247009.3	1.662899242e-06	0.1	247009.3	7.719706e-09	0.1	247009.3	2.427661e-10	0.1
279751.1	9.1340941298483e-07	0.1	279751.1	7.625952e-09	0.1	279751.1	4.1338879e-06	0.1	279751.1	3.218157e-06	0.1	279751.1	1.7187495140000002e-06	0.1	279751.1	7.978979e-09	0.1	279751.1	2.509196e-10	0.1
312492.9	6.902773546311e-07	0.1	312492.9	7.813219e-09	0.1	312492.9	4.2354019e-06	0.1	312492.9	3.297184e-06	0.1	312492.9	1.760955796e-06	0.1	312492.9	8.174916e-09	0.1	312492.9	2.570813e-10	0.1
345234.7	5.216531444202599e-07	0.1	345234.7	7.95474e-09	0.1	345234.7	4.3121178e-06	0.1	345234.7	3.356906e-06	0.1	345234.7	1.792851504e-06	0.1	345234.7	8.322988e-09	0.1	345234.7	2.617378e-10	0.1
380723.2	3.8506625616456e-07	0.1	380723.2	8.069373e-09	0.1	380723.2	4.3742577e-06	0.1	380723.2	3.405281e-06	0.1	380723.2	1.818687998e-06	0.1	380723.2	8.442928e-09	0.1	380723.2	2.655097e-10	0.1
420331.8	2.7439883461501e-07	0.1	420331.8	8.162252e-09	0.1	420331.8	4.4246068e-06	0.1	420331.8	3.444477e-06	0.1	420331.8	1.839621465e-06	0.1	420331.8	8.540107e-09	0.1	420331.8	2.685657e-10	0.1
459940.4	1.9553707308114002e-07	0.1	459940.4	8.228438e-09	0.1	459940.4	4.4604851e-06	0.1	459940.4	3.472407e-06	0.1	459940.4	1.854538762e-06	0.1	459940.4	8.609357e-09	0.1	459940.4	2.707435e-10	0.1
499549.0	1.3934004183377002e-07	0.1	499549.0	8.275603e-09	0.1	499549.0	4.4860524e-06	0.1	499549.0	3.492311e-06	0.1	499549.0	1.865168662e-06	0.1	499549.0	8.658705e-09	0.1	499549.0	2.722953e-10	0.1
