Batch	m_SP	7	P3	W4_L	W3	R	P1	P2_L	P4											
6.30534e-14	9.811499884020001e-06	0.1	6.30534e-14	1.8838154e-07	0.1	6.30534e-14	3.339759e-15	0.1	6.30534e-14	1.969443e-12	0.1	6.30534e-14	1.475805e-12	0.1	6.30534e-14	1.08254605e-11	0.1	6.30534e-14	8.857749e-20	0.1
1.494119e-13	9.55921140693e-06	0.1	1.494119e-13	4.4064508e-07	0.1	1.494119e-13	7.812912e-15	0.1	1.494119e-13	4.606741e-12	0.1	1.494119e-13	3.455569e-12	0.1	1.494119e-13	2.49838734e-11	0.1	1.494119e-13	2.071928e-19	0.1
3.305255e-13	9.05097648933e-06	0.1	3.305255e-13	9.488307000000001e-07	0.1	3.305255e-13	1.682715e-14	0.1	3.305255e-13	9.919579e-12	0.1	3.305255e-13	7.456368e-12	0.1	3.305255e-13	5.2292457000000004e-11	0.1	3.305255e-13	4.461448e-19	0.1
6.586668e-13	8.19799301925e-06	0.1	6.586668e-13	1.8017337000000001e-06	0.1	6.586668e-13	3.196571e-14	0.1	6.586668e-13	1.883625e-11	0.1	6.586668e-13	1.421097e-11	0.1	6.586668e-13	9.426444900000001e-11	0.1	6.586668e-13	8.47189e-19	0.1
1.147657e-12	7.07371826211e-06	0.1	1.147657e-12	2.9259083000000003e-06	0.1	1.147657e-12	5.193963e-14	0.1	1.147657e-12	3.058888e-11	0.1	1.147657e-12	2.319801e-11	0.1	1.147657e-12	1.4145050999999998e-10	0.1	1.147657e-12	1.375796e-18	0.1
1.717516e-12	5.95653743403e-06	0.1	1.717516e-12	4.0429936e-06	0.1	1.717516e-12	7.181393e-14	0.1	1.717516e-12	4.226737e-11	0.1	1.717516e-12	3.223657e-11	0.1	1.717516e-12	1.77864127e-10	0.1	1.717516e-12	1.90108e-18	0.1
2.31828e-12	4.96925530695e-06	0.1	2.31828e-12	5.030199399999999e-06	0.1	2.31828e-12	8.940309e-14	0.1	2.31828e-12	5.258797e-11	0.1	2.31828e-12	4.032957e-11	0.1	2.31828e-12	1.99833509e-10	0.1	2.31828e-12	2.365301e-18	0.1
3.042665e-12	3.99386906091e-06	0.1	3.042665e-12	6.0055164e-06	0.1	3.042665e-12	1.068087e-13	0.1	3.042665e-12	6.278421e-11	0.1	3.042665e-12	4.844154e-11	0.1	3.042665e-12	2.1023394700000002e-10	0.1	3.042665e-12	2.823942e-18	0.1
3.76705e-12	3.2099359003200003e-06	0.1	3.76705e-12	6.7893994e-06	0.1	3.76705e-12	1.208229e-13	0.1	3.76705e-12	7.097911e-11	0.1	3.76705e-12	5.50635e-11	0.1	3.76705e-12	2.08655253e-10	0.1	3.76705e-12	3.192572e-18	0.1
4.491435e-12	2.5798762009800003e-06	0.1	4.491435e-12	7.4194233e-06	0.1	4.491435e-12	1.321061e-13	0.1	4.491435e-12	7.756548e-11	0.1	4.491435e-12	6.046719e-11	0.1	4.491435e-12	1.9944677399999998e-10	0.1	4.491435e-12	3.488856e-18	0.1
5.215821e-12	2.07348726492e-06	0.1	5.215821e-12	7.9257878e-06	0.1	5.215821e-12	1.411906e-13	0.1	5.215821e-12	8.285906e-11	0.1	5.215821e-12	6.487522e-11	0.1	5.215821e-12	1.85701286e-10	0.1	5.215821e-12	3.726992e-18	0.1
6.059007e-12	1.60783092153e-06	0.1	6.059007e-12	8.391424700000001e-06	0.1	6.059007e-12	1.495598e-13	0.1	6.059007e-12	8.772684e-11	0.1	6.059007e-12	6.899243e-11	0.1	6.059007e-12	1.6682343e-10	0.1	6.059007e-12	3.945981e-18	0.1
6.931894e-12	1.23563064357e-06	0.1	6.931894e-12	8.763614400000002e-06	0.1	6.931894e-12	1.562629e-13	0.1	6.931894e-12	9.161769e-11	0.1	6.931894e-12	7.233888e-11	0.1	6.931894e-12	1.4628419899999999e-10	0.1	6.931894e-12	4.121026e-18	0.1
7.80478e-12	9.495918039870001e-07	0.1	7.80478e-12	9.049646999999999e-06	0.1	7.80478e-12	1.614248e-13	0.1	7.80478e-12	9.460783e-11	0.1	7.80478e-12	7.495373e-11	0.1	7.80478e-12	1.26258315e-10	0.1	7.80478e-12	4.255555e-18	0.1
8.677667e-12	7.29768602241e-07	0.1	8.677667e-12	9.269467e-06	0.1	8.677667e-12	1.653998e-13	0.1	8.677667e-12	9.690579e-11	0.1	8.677667e-12	7.699605e-11	0.1	8.677667e-12	1.07627819e-10	0.1	8.677667e-12	4.358945e-18	0.1
9.622472e-12	5.48797011975e-07	0.1	9.622472e-12	9.450437e-06	0.1	9.622472e-12	1.68679e-13	0.1	9.622472e-12	9.87976e-11	0.1	9.622472e-12	7.870515e-11	0.1	9.622472e-12	8.953795799999999e-11	0.1	9.622472e-12	4.444066e-18	0.1
1.067515e-11	3.99490105059e-07	0.1	1.067515e-11	9.599745e-06	0.1	1.067515e-11	1.713905e-13	0.1	1.067515e-11	1.003584e-10	0.1	1.067515e-11	8.014005e-11	0.1	1.067515e-11	7.213608400000001e-11	0.1	1.067515e-11	4.514296e-18	0.1
1.172784e-11	2.90803891932e-07	0.1	1.172784e-11	9.708433e-06	0.1	1.172784e-11	1.733689e-13	0.1	1.172784e-11	1.014946e-10	0.1	1.172784e-11	8.120351e-11	0.1	1.172784e-11	5.7567628e-11	0.1	1.172784e-11	4.565422e-18	0.1
1.278052e-11	2.11687183107e-07	0.1	1.278052e-11	9.787551e-06	0.1	1.278052e-11	1.748124e-13	0.1	1.278052e-11	1.023216e-10	0.1	1.278052e-11	8.199129e-11	0.1	1.278052e-11	4.5585382e-11	0.1	1.278052e-11	4.60264e-18	0.1
1.400369e-11	1.46370736278e-07	0.1	1.400369e-11	9.85287e-06	0.1	1.400369e-11	1.76007e-13	0.1	1.400369e-11	1.030044e-10	0.1	1.400369e-11	8.265357e-11	0.1	1.400369e-11	3.4479441e-11	0.1	1.400369e-11	4.633368e-18	0.1
