Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
3.725278e-10	0.9898681	0.1	3.725278e-10	0.0101254866	0.1	3.725278e-10	1.953839149e-08	0.1	3.725278e-10	2.9170498899999997e-06	0.1	3.725278e-10	9.4702934e-10	0.1
6.011861e-10	0.9837501	0.1	6.011861e-10	0.016239536000000002	0.1	6.011861e-10	3.146811366e-08	0.1	6.011861e-10	4.6784440999999994e-06	0.1	6.011861e-10	1.5190659e-09	0.1
9.278407e-10	0.9751403	0.1	9.278407e-10	0.024843936	0.1	9.278407e-10	4.843258494e-08	0.1	9.278407e-10	7.1572848e-06	0.1	9.278407e-10	2.3243616e-09	0.1
1.375092e-09	0.9635933	0.1	1.375092e-09	0.036383572999999995	0.1	1.375092e-09	7.152130490999999e-08	0.1	1.375092e-09	1.0481735099999999e-05	0.1	1.375092e-09	3.4048658e-09	0.1
1.895125e-09	0.9505064	0.1	1.895125e-09	0.049462123	0.1	1.895125e-09	9.818326644e-08	0.1	1.895125e-09	1.42495351e-05	0.1	1.895125e-09	4.6301923e-09	0.1
2.463679e-09	0.9365993	0.1	2.463679e-09	0.063360405	0.1	2.463679e-09	1.2713043461e-07	0.1	2.463679e-09	1.8253488e-05	0.1	2.463679e-09	5.9332212e-09	0.1
3.032234e-09	0.9230933	0.1	3.032234e-09	0.07685784100000001	0.1	3.032234e-09	1.5589104769999998e-07	0.1	3.032234e-09	2.21419563e-05	0.1	3.032234e-09	7.199621e-09	0.1
3.671331e-09	0.9083691	0.1	3.671331e-09	0.091572647	0.1	3.671331e-09	1.880265338e-07	0.1	3.671331e-09	2.638115e-05	0.1	3.671331e-09	8.581385100000001e-09	0.1
4.357456e-09	0.8930755	0.1	4.357456e-09	0.106856557	0.1	4.357456e-09	2.2233208209999996e-07	0.1	4.357456e-09	3.0784283e-05	0.1	4.357456e-09	1.00179439e-08	0.1
5.043582e-09	0.8782883	0.1	5.043582e-09	0.12163431999999999	0.1	5.043582e-09	2.5646945660000003e-07	0.1	5.043582e-09	3.5041608699999996e-05	0.1	5.043582e-09	1.14083472e-08	0.1
5.729707e-09	0.8639829	0.1	5.729707e-09	0.13593069	0.1	5.729707e-09	2.9046955529999997e-07	0.1	5.729707e-09	3.91602405e-05	0.1	5.729707e-09	1.27548767e-08	0.1
6.531417e-09	0.8478469	0.1	6.531417e-09	0.15205643	0.1	6.531417e-09	3.3006044919999996e-07	0.1	6.531417e-09	4.3805901799999996e-05	0.1	6.531417e-09	1.4275516e-08	0.1
7.362022e-09	0.8317529	0.1	7.362022e-09	0.16814015999999998	0.1	7.362022e-09	3.709633227e-07	0.1	7.362022e-09	4.8439460100000005e-05	0.1	7.362022e-09	1.57942551e-08	0.1
8.192628e-09	0.8162586	0.1	8.192628e-09	0.18362464999999997	0.1	8.192628e-09	4.1178831169999996e-07	0.1	8.192628e-09	5.29003858e-05	0.1	8.192628e-09	1.7258511000000002e-08	0.1
9.023233e-09	0.801331	0.1	9.023233e-09	0.19854279	0.1	9.023233e-09	4.5257068489999996e-07	0.1	9.023233e-09	5.7198147000000006e-05	0.1	9.023233e-09	1.8671303000000003e-08	0.1
1.002e-08	0.7841223	0.1	1.002e-08	0.21574052	0.1	1.002e-08	5.014986634e-07	0.1	1.002e-08	6.2152634e-05	0.1	1.002e-08	2.0302763e-08	0.1
1.101677e-08	0.7676373	0.1	1.101677e-08	0.23221514999999998	0.1	1.101677e-08	5.504576976000001e-07	0.1	1.101677e-08	6.6898811e-05	0.1	1.101677e-08	2.1868638e-08	0.1
1.201355e-08	0.7518311	0.1	1.201355e-08	0.24801131999999998	0.1	1.201355e-08	5.99488899e-07	0.1	1.201355e-08	7.1449516e-05	0.1	1.201355e-08	2.337303e-08	0.1
1.301032e-08	0.7366626	0.1	1.301032e-08	0.26317011	0.1	1.301032e-08	6.486282584e-07	0.1	1.301032e-08	7.5816609e-05	0.1	1.301032e-08	2.4819728e-08	0.1
1.421209e-08	0.7191691	0.1	1.421209e-08	0.28065258	0.1	1.421209e-08	7.080622714e-07	0.1	1.421209e-08	8.085312100000001e-05	0.1	1.421209e-08	2.6492147e-08	0.1
