Batch	m_SP	2	Pr2	Pr1	
0.000000000000e+00	9.999900000000e-06	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01
1.666910000000e-02	9.999898000020e-06	1.000000000000e-01	1.666910000000e-02	6.784106000000e-14	1.000000000000e-01
1.227385000000e-01	9.999887000130e-06	1.000000000000e-01	1.227385000000e-01	2.045904000000e-12	1.000000000000e-01
3.840877000000e-01	9.999867000330e-06	1.000000000000e-01	3.840877000000e-01	1.322564000000e-11	1.000000000000e-01
6.969988000000e-01	9.999847000530e-06	1.000000000000e-01	6.969988000000e-01	3.009814000000e-11	1.000000000000e-01
1.152215000000e+00	9.999818000820e-06	1.000000000000e-01	1.152215000000e+00	5.574177000000e-11	1.000000000000e-01
1.995687000000e+00	9.999766001340e-06	1.000000000000e-01	1.995687000000e+00	1.036285000000e-10	1.000000000000e-01
3.893499000000e+00	9.999649002510e-06	1.000000000000e-01	3.893499000000e+00	2.123287000000e-10	1.000000000000e-01
8.486564000000e+00	9.999371005290e-06	1.000000000000e-01	8.486564000000e+00	4.809976000000e-10	1.000000000000e-01
1.458245000000e+01	9.999007008930e-06	1.000000000000e-01	1.458245000000e+01	8.427100000000e-10	1.000000000000e-01
2.223821000000e+01	9.998551013490e-06	1.000000000000e-01	2.223821000000e+01	1.298107000000e-09	1.000000000000e-01
3.859519000000e+01	9.997578023220e-06	1.000000000000e-01	3.859519000000e+01	2.271189000000e-09	1.000000000000e-01
8.221382000000e+01	9.994984049160e-06	1.000000000000e-01	8.221382000000e+01	4.865601000000e-09	1.000000000000e-01
1.803557000000e+02	9.989149107510e-06	1.000000000000e-01	1.803557000000e+02	1.070060000000e-08	1.000000000000e-01
3.984488000000e+02	9.976195237050e-06	1.000000000000e-01	3.984488000000e+02	2.365485000000e-08	1.000000000000e-01
8.346351000000e+02	9.950339495610e-06	1.000000000000e-01	8.346351000000e+02	4.951112000000e-08	1.000000000000e-01
1.707008000000e+03	9.898843020676e-06	1.000000000000e-01	1.707008000000e+03	1.010074000000e-07	1.000000000000e-01
3.451753000000e+03	9.796773071895e-06	1.000000000000e-01	3.451753000000e+03	2.030773000000e-07	1.000000000000e-01
6.592294000000e+03	9.616493987422e-06	1.000000000000e-01	6.592294000000e+03	3.833571000000e-07	1.000000000000e-01
1.139455000000e+04	9.350708881435e-06	1.000000000000e-01	1.139455000000e+04	6.491428000000e-07	1.000000000000e-01
1.769549000000e+04	9.023061745229e-06	1.000000000000e-01	1.769549000000e+04	9.767895000000e-07	1.000000000000e-01
2.493168000000e+04	8.680128913435e-06	1.000000000000e-01	2.493168000000e+04	1.319723000000e-06	1.000000000000e-01
3.102780000000e+04	8.420785317757e-06	1.000000000000e-01	3.102780000000e+04	1.579067000000e-06	1.000000000000e-01
3.541381000000e+04	8.251192459919e-06	1.000000000000e-01	3.541381000000e+04	1.748660000000e-06	1.000000000000e-01
4.156893000000e+04	8.036786557404e-06	1.000000000000e-01	4.156893000000e+04	1.963065000000e-06	1.000000000000e-01
5.041175000000e+04	7.774592148819e-06	1.000000000000e-01	5.041175000000e+04	2.225259000000e-06	1.000000000000e-01
6.262272000000e+04	7.491767351738e-06	1.000000000000e-01	6.262272000000e+04	2.508083000000e-06	1.000000000000e-01
7.483369000000e+04	7.284877480881e-06	1.000000000000e-01	7.483369000000e+04	2.714972000000e-06	1.000000000000e-01
8.704465000000e+04	7.136559937189e-06	1.000000000000e-01	8.704465000000e+04	2.863289000000e-06	1.000000000000e-01
1.000938000000e+05	7.025842662858e-06	1.000000000000e-01	1.000938000000e+05	2.974006000000e-06	1.000000000000e-01
1.096315000000e+05	6.967863416598e-06	1.000000000000e-01	1.096315000000e+05	3.031986000000e-06	1.000000000000e-01
1.191692000000e+05	6.924231291382e-06	1.000000000000e-01	1.191692000000e+05	3.075617000000e-06	1.000000000000e-01
1.295238000000e+05	6.889119751349e-06	1.000000000000e-01	1.295238000000e+05	3.110728000000e-06	1.000000000000e-01
1.431463000000e+05	6.856961172632e-06	1.000000000000e-01	1.431463000000e+05	3.142887000000e-06	1.000000000000e-01
1.589787000000e+05	6.833117801654e-06	1.000000000000e-01	1.589787000000e+05	3.166730000000e-06	1.000000000000e-01
1.753636000000e+05	6.818102999852e-06	1.000000000000e-01	1.753636000000e+05	3.181745000000e-06	1.000000000000e-01
1.917485000000e+05	6.809068119114e-06	1.000000000000e-01	1.917485000000e+05	3.190780000000e-06	1.000000000000e-01
2.088213000000e+05	6.803465193074e-06	1.000000000000e-01	2.088213000000e+05	3.196383000000e-06	1.000000000000e-01
2.286455000000e+05	6.799786241637e-06	1.000000000000e-01	2.286455000000e+05	3.200061000000e-06	1.000000000000e-01
2.492892000000e+05	6.797744268591e-06	1.000000000000e-01	2.492892000000e+05	3.202104000000e-06	1.000000000000e-01
