Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
5.537898e-12	9.769168612720002e-06	0.1	5.537898e-12	2.078509e-08	0.1	5.537898e-12	6.593002e-09	0.1	5.537898e-12	4.228702e-08	0.1	5.537898e-12	5.624892e-08	0.1	5.537898e-12	4.890469e-08	0.1	5.537898e-12	3.123771e-08	0.1	5.537898e-12	3.497175e-08	0.1	5.537898e-12	1.651738e-12	0.1	5.537898e-12	1.123364e-12	0.1	5.537898e-12	1.72064e-14	0.1	5.537898e-12	1.730989e-14	0.1	5.537898e-12	2.496766e-15	0.1	5.537898e-12	2.894808e-16	0.1	5.537898e-12	7.128488e-17	0.1	5.537898e-12	1.419541e-14	0.1	5.537898e-12	5.97257e-17	0.1	5.537898e-12	2.1994e-17	0.1	5.537898e-12	5.116138e-27	0.1	5.537898e-12	1.175982e-25	0.1	5.537898e-12	2.166806e-26	0.1
1.230884e-11	9.494400108199999e-06	0.1	1.230884e-11	4.554475e-08	0.1	1.230884e-11	1.44457e-08	0.1	1.230884e-11	9.264796e-08	0.1	1.230884e-11	1.232788e-07	0.1	1.230884e-11	1.071807e-07	0.1	1.230884e-11	6.845659e-08	0.1	1.230884e-11	7.662584e-08	0.1	1.230884e-11	3.619405e-12	0.1	1.230884e-11	2.461565e-12	0.1	1.230884e-11	3.770205e-14	0.1	1.230884e-11	3.793144e-14	0.1	1.230884e-11	5.470995e-15	0.1	1.230884e-11	6.343186e-16	0.1	1.230884e-11	1.562159e-16	0.1	1.230884e-11	3.110527e-14	0.1	1.230884e-11	1.308709e-16	0.1	1.230884e-11	4.818097e-17	0.1	1.230884e-11	2.487786e-26	0.1	1.230884e-11	5.678572e-25	0.1	1.230884e-11	1.054007e-25	0.1
2.551776e-11	8.980424387919999e-06	0.1	2.551776e-11	9.185057e-08	0.1	2.551776e-11	2.912865e-08	0.1	2.551776e-11	1.867946e-07	0.1	2.551776e-11	2.487163e-07	0.1	2.551776e-11	2.162298e-07	0.1	2.551776e-11	1.380875e-07	0.1	2.551776e-11	1.545113e-07	0.1	2.551776e-11	7.299602e-12	0.1	2.551776e-11	4.964362e-12	0.1	2.551776e-11	7.603007e-14	0.1	2.551776e-11	7.650317e-14	0.1	2.551776e-11	1.10335e-14	0.1	2.551776e-11	1.279244e-15	0.1	2.551776e-11	3.151014e-16	0.1	2.551776e-11	6.273018e-14	0.1	2.551776e-11	2.639231e-16	0.1	2.551776e-11	9.711612e-17	0.1	2.551776e-11	1.036724e-25	0.1	2.551776e-11	2.334557e-24	0.1	2.551776e-11	4.395326e-25	0.1
4.900027e-11	8.134424494781201e-06	0.1	4.900027e-11	1.680414e-07	0.1	4.900027e-11	5.327712e-08	0.1	4.900027e-11	3.415749e-07	0.1	4.900027e-11	4.553525e-07	0.1	4.900027e-11	3.958463e-07	0.1	4.900027e-11	2.527289e-07	0.1	4.900027e-11	2.826067e-07	0.1	4.900027e-11	1.335567e-11	0.1	4.900027e-11	9.082655e-12	0.1	4.900027e-11	1.390841e-13	0.1	4.900027e-11	1.399846e-13	0.1	4.900027e-11	2.018619e-14	0.1	4.900027e-11	2.340411e-15	0.1	4.900027e-11	5.766777e-16	0.1	4.900027e-11	1.147649e-13	0.1	4.900027e-11	4.828308e-16	0.1	4.900027e-11	1.77505e-16	0.1	4.900027e-11	3.619844e-25	0.1	4.900027e-11	7.960054e-24	0.1	4.900027e-11	1.536544e-24	0.1
8.149689e-11	7.09353161714858e-06	0.1	8.149689e-11	2.617318e-07	0.1	8.149689e-11	8.294961e-08	0.1	8.149689e-11	5.316352e-07	0.1	8.149689e-11	7.099399e-07	0.1	8.149689e-11	6.170924e-07	0.1	8.149689e-11	3.938375e-07	0.1	8.149689e-11	4.399967e-07	0.1	8.149689e-11	2.080408e-11	0.1	8.149689e-11	1.414728e-11	0.1	8.149689e-11	2.165989e-13	0.1	8.149689e-11	2.180793e-13	0.1	8.149689e-11	3.144149e-14	0.1	8.149689e-11	3.64534e-15	0.1	8.149689e-11	8.9864e-16	0.1	8.149689e-11	1.787499e-13	0.1	8.149689e-11	7.519877e-16	0.1	8.149689e-11	2.760927e-16	0.1	8.149689e-11	9.291881e-25	0.1	8.149689e-11	1.978695e-23	0.1	8.149689e-11	3.950785e-24	0.1
1.265674e-10	5.866653591203579e-06	0.1	1.265674e-10	3.720772e-07	0.1	1.265674e-10	1.178536e-07	0.1	1.265674e-10	7.549588e-07	0.1	1.265674e-10	1.010674e-06	0.1	1.265674e-10	8.783338e-07	0.1	1.265674e-10	5.602554e-07	0.1	1.265674e-10	6.251027e-07	0.1	1.265674e-10	2.95788e-11	0.1	1.265674e-10	2.011293e-11	0.1	1.265674e-10	3.078518e-13	0.1	1.265674e-10	3.101174e-13	0.1	1.265674e-10	4.46983e-14	0.1	1.265674e-10	5.182292e-15	0.1	1.265674e-10	1.27841e-15	0.1	1.265674e-10	2.541067e-13	0.1	1.265674e-10	1.068934e-15	0.1	1.265674e-10	3.917095e-16	0.1	1.265674e-10	2.023124e-24	0.1	1.265674e-10	4.126485e-23	0.1	1.265674e-10	8.62177e-24	0.1
1.716379e-10	4.85198238797592e-06	0.1	1.716379e-10	4.632537e-07	0.1	1.716379e-10	1.466431e-07	0.1	1.716379e-10	9.388658e-07	0.1	1.716379e-10	1.26015e-06	0.1	1.716379e-10	1.094913e-06	0.1	1.716379e-10	6.979863e-07	0.1	1.716379e-10	7.777208e-07	0.1	1.716379e-10	3.683138e-11	0.1	1.716379e-10	2.504294e-11	0.1	1.716379e-10	3.832042e-13	0.1	1.716379e-10	3.862359e-13	0.1	1.716379e-10	5.565285e-14	0.1	1.716379e-10	6.452299e-15	0.1	1.716379e-10	1.592865e-15	0.1	1.716379e-10	3.163691e-13	0.1	1.716379e-10	1.330755e-15	0.1	1.716379e-10	4.866715e-16	0.1	1.716379e-10	3.36401e-24	0.1	1.716379e-10	6.583287e-23	0.1	1.716379e-10	1.436849e-23	0.1
2.396652e-10	3.6428607484255902e-06	0.1	2.396652e-10	5.717808e-07	0.1	2.396652e-10	1.808147e-07	0.1	2.396652e-10	1.156592e-06	0.1	2.396652e-10	1.558836e-06	0.1	2.396652e-10	1.353935e-06	0.1	2.396652e-10	8.622644e-07	0.1	2.396652e-10	9.587149e-07	0.1	2.396652e-10	4.546731e-11	0.1	2.396652e-10	3.091215e-11	0.1	2.396652e-10	4.728053e-13	0.1	2.396652e-10	4.769639e-13	0.1	2.396652e-10	6.869308e-14	0.1	2.396652e-10	7.96406e-15	0.1	2.396652e-10	1.96836e-15	0.1	2.396652e-10	3.904719e-13	0.1	2.396652e-10	1.642275e-15	0.1	2.396652e-10	5.98661e-16	0.1	2.396652e-10	5.651198e-24	0.1	2.396652e-10	1.042408e-22	0.1	2.396652e-10	2.421828e-23	0.1
3.076924e-10	2.73506727700716e-06	0.1	3.076924e-10	6.531497e-07	0.1	3.076924e-10	2.063181e-07	0.1	3.076924e-10	1.318401e-06	0.1	3.076924e-10	1.784748e-06	0.1	3.076924e-10	1.549495e-06	0.1	3.076924e-10	9.857556e-07	0.1	3.076924e-10	1.093566e-06	0.1	3.076924e-10	5.194509e-11	0.1	3.076924e-10	3.531356e-11	0.1	3.076924e-10	5.398752e-13	0.1	3.076924e-10	5.451325e-13	0.1	3.076924e-10	7.847105e-14	0.1	3.076924e-10	9.097577e-15	0.1	3.076924e-10	2.251301e-15	0.1	3.076924e-10	4.460202e-13	0.1	3.076924e-10	1.875689e-15	0.1	3.076924e-10	6.813957e-16	0.1	3.076924e-10	8.055302e-24	0.1	3.076924e-10	1.406187e-22	0.1	3.076924e-10	3.463312e-23	0.1
3.757197e-10	2.05350120772076e-06	0.1	3.757197e-10	7.141565e-07	0.1	3.757197e-10	2.253201e-07	0.1	3.757197e-10	1.438255e-06	0.1	3.757197e-10	1.956024e-06	0.1	3.757197e-10	1.697388e-06	0.1	3.757197e-10	1.078601e-06	0.1	3.757197e-10	1.19377e-06	0.1	3.757197e-10	5.680407e-11	0.1	3.757197e-10	3.861427e-11	0.1	3.757197e-10	5.900508e-13	0.1	3.757197e-10	5.963851e-13	0.1	3.757197e-10	8.580295e-14	0.1	3.757197e-10	9.947489e-15	0.1	3.757197e-10	2.464841e-15	0.1	3.757197e-10	4.87656e-13	0.1	3.757197e-10	2.05054e-15	0.1	3.757197e-10	7.422028e-16	0.1	3.757197e-10	1.042618e-23	0.1	3.757197e-10	1.729471e-22	0.1	3.757197e-10	4.496714e-23	0.1
