Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
2.413783e-11	9.86373636165e-06	0.1	2.413783e-11	1.353726222e-13	0.1	2.413783e-11	1.36123623e-07	0.1	2.413783e-11	4.936852e-14	0.1	2.413783e-11	1.896986e-17	0.1
4.639711e-11	9.739812600900002e-06	0.1	4.639711e-11	2.5857542999999997e-13	0.1	4.639711e-11	2.60032854e-07	0.1	4.639711e-11	1.706619e-13	0.1	4.639711e-11	3.623449e-17	0.1
8.991861e-11	9.50199797907e-06	0.1	8.991861e-11	4.95008639e-13	0.1	8.991861e-11	4.978215800000001e-07	0.1	8.991861e-11	6.122609e-13	0.1	8.991861e-11	6.936629e-17	0.1
1.59131e-10	9.13570164207e-06	0.1	1.59131e-10	8.59175737e-13	0.1	1.59131e-10	8.6407661e-07	0.1	1.59131e-10	1.852621e-12	0.1	1.59131e-10	1.203977e-16	0.1
2.283433e-10	8.78352716385e-06	0.1	2.283433e-10	1.2093043979999999e-12	0.1	2.283433e-10	1.2162127e-06	0.1	2.283433e-10	3.723036e-12	0.1	2.283433e-10	1.694618e-16	0.1
3.529255e-10	8.183471164470001e-06	0.1	3.529255e-10	1.8058734190000002e-12	0.1	3.529255e-10	1.8162024499999999e-06	0.1	3.529255e-10	8.571077e-12	0.1	3.529255e-10	2.530601e-16	0.1
5.744051e-10	7.216122838050001e-06	0.1	5.744051e-10	2.7675999e-12	0.1	5.744051e-10	2.7834426e-06	0.1	5.744051e-10	2.139749e-11	0.1	5.744051e-10	3.878285e-16	0.1
8.512545e-10	6.16611933819e-06	0.1	8.512545e-10	3.81150055e-12	0.1	8.512545e-10	3.8333288e-06	0.1	8.512545e-10	4.380497e-11	0.1	8.512545e-10	5.341123e-16	0.1
1.227608e-09	4.9793722057800005e-06	0.1	1.227608e-09	4.99135121e-12	0.1	1.227608e-09	5.0199445e-06	0.1	1.227608e-09	8.305996e-11	0.1	1.227608e-09	6.994468e-16	0.1
1.603962e-09	4.0210297893e-06	0.1	1.603962e-09	5.9441252900000005e-12	0.1	1.603962e-09	5.9781812e-06	0.1	1.603962e-09	1.296006e-10	0.1	1.603962e-09	8.329607e-16	0.1
1.980316e-09	3.24713152836e-06	0.1	1.980316e-09	6.713524829999999e-12	0.1	1.980316e-09	6.7519933e-06	0.1	1.980316e-09	1.809455e-10	0.1	1.980316e-09	9.407781e-16	0.1
2.35667e-09	2.6221807779300004e-06	0.1	2.35667e-09	7.334844780000001e-12	0.1	2.35667e-09	7.3768767e-06	0.1	2.35667e-09	2.351697e-10	0.1	2.35667e-09	1.027845e-15	0.1
2.733024e-09	2.1175088247e-06	0.1	2.733024e-09	7.83658361e-12	0.1	2.733024e-09	7.881493e-06	0.1	2.733024e-09	2.907911e-10	0.1	2.733024e-09	1.098154e-15	0.1
3.109378e-09	1.70996790015e-06	0.1	3.109378e-09	8.24175654e-12	0.1	3.109378e-09	8.2889888e-06	0.1	3.109378e-09	3.466804e-10	0.1	3.109378e-09	1.154932e-15	0.1
3.501114e-09	1.3688513113500002e-06	0.1	3.501114e-09	8.58089092e-12	0.1	3.501114e-09	8.6300696e-06	0.1	3.501114e-09	4.042266e-10	0.1	3.501114e-09	1.202455e-15	0.1
3.954378e-09	1.0581494184e-06	0.1	3.954378e-09	8.88978629e-12	0.1	3.954378e-09	8.9407365e-06	0.1	3.954378e-09	4.691135e-10	0.1	3.954378e-09	1.245742e-15	0.1
4.407641e-09	8.179713202050001e-07	0.1	4.407641e-09	9.12856914e-12	0.1	4.407641e-09	9.1808885e-06	0.1	4.407641e-09	5.314669e-10	0.1	4.407641e-09	1.279203e-15	0.1
4.860905e-09	6.32308476852e-07	0.1	4.860905e-09	9.313153259999999e-12	0.1	4.860905e-09	9.3665331e-06	0.1	4.860905e-09	5.90802e-10	0.1	4.860905e-09	1.305069e-15	0.1
5.314168e-09	4.88787312078e-07	0.1	5.314168e-09	9.455839200000001e-12	0.1	5.314168e-09	9.5100378e-06	0.1	5.314168e-09	6.468365e-10	0.1	5.314168e-09	1.325064e-15	0.1
5.840467e-09	3.6248897507400003e-07	0.1	5.840467e-09	9.58140472e-12	0.1	5.840467e-09	9.6363244e-06	0.1	5.840467e-09	7.075869e-10	0.1	5.840467e-09	1.342659e-15	0.1
6.385025e-09	2.6605153945800003e-07	0.1	6.385025e-09	9.677281599999999e-12	0.1	6.385025e-09	9.7327514e-06	0.1	6.385025e-09	7.655403e-10	0.1	6.385025e-09	1.356095e-15	0.1
6.929583e-09	1.95270547275e-07	0.1	6.929583e-09	9.74765162e-12	0.1	6.929583e-09	9.8035256e-06	0.1	6.929583e-09	8.18616e-10	0.1	6.929583e-09	1.365956e-15	0.1
7.47414e-09	1.4332026678299998e-07	0.1	7.47414e-09	9.79929882e-12	0.1	7.47414e-09	9.8554703e-06	0.1	7.47414e-09	8.67021e-10	0.1	7.47414e-09	1.373193e-15	0.1
