Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
5.00939e-10	0.9846886	0.1	5.00939e-10	0.0007820905	0.1	5.00939e-10	8.959392e-06	0.1	5.00939e-10	0.001717629	0.1	5.00939e-10	0.0035090125	0.1	5.00939e-10	0.0008761394	0.1	5.00939e-10	1.63843e-06	0.1
1.170834e-09	0.966712	0.1	1.170834e-09	0.001803002	0.1	1.170834e-09	2.065464e-05	0.1	1.170834e-09	0.003959757	0.1	1.170834e-09	0.0080895427	0.1	1.170834e-09	0.002019818	0.1	1.170834e-09	3.777174e-06	0.1
2.510624e-09	0.9321952	0.1	2.510624e-09	0.003763244	0.1	2.510624e-09	4.311058e-05	0.1	2.510624e-09	0.008264846	0.1	2.510624e-09	0.0168845841	0.1	2.510624e-09	0.004215786	0.1	2.510624e-09	7.883758e-06	0.1
4.324965e-09	0.88829	0.1	4.324965e-09	0.006256666	0.1	4.324965e-09	7.167447e-05	0.1	4.324965e-09	0.01374091	0.1	4.324965e-09	0.028071835	0.1	4.324965e-09	0.00700905	0.1	4.324965e-09	1.310732e-05	0.1
6.792053e-09	0.8333055	0.1	6.792053e-09	0.009379292	0.1	6.792053e-09	0.0001074463	0.1	6.792053e-09	0.02059882	0.1	6.792053e-09	0.042082153000000004	0.1	6.792053e-09	0.01050718	0.1	6.792053e-09	1.964902e-05	0.1
1.05217e-08	0.7591306	0.1	1.05217e-08	0.01359176	0.1	1.05217e-08	0.0001557031	0.1	1.05217e-08	0.02985026	0.1	1.05217e-08	0.060982278	0.1	1.05217e-08	0.01522622	0.1	1.05217e-08	2.847389e-05	0.1
1.561107e-08	0.6722895	0.1	1.561107e-08	0.01852356	0.1	1.561107e-08	0.0002122002	0.1	1.561107e-08	0.04068148	0.1	1.561107e-08	0.0831098	0.1	1.561107e-08	0.02075107	0.1	1.561107e-08	3.880569e-05	0.1
2.24022e-08	0.5766556	0.1	2.24022e-08	0.0239547	0.1	2.24022e-08	0.0002744178	0.1	2.24022e-08	0.05260938	0.1	2.24022e-08	0.107477745	0.1	2.24022e-08	0.02683533	0.1	2.24022e-08	5.018361e-05	0.1
2.961877e-08	0.494278	0.1	2.961877e-08	0.02863301	0.1	2.961877e-08	0.0003280111	0.1	2.961877e-08	0.06288389	0.1	2.961877e-08	0.128467985	0.1	2.961877e-08	0.03207622	0.1	2.961877e-08	5.998439e-05	0.1
3.683534e-08	0.4268518	0.1	3.683534e-08	0.03246222	0.1	3.683534e-08	0.0003718773	0.1	3.683534e-08	0.07129361	0.1	3.683534e-08	0.145648553	0.1	3.683534e-08	0.03636591	0.1	3.683534e-08	6.800634e-05	0.1
4.405191e-08	0.3709044	0.1	4.405191e-08	0.03563953	0.1	4.405191e-08	0.0004082756	0.1	4.405191e-08	0.07827162	0.1	4.405191e-08	0.159904142	0.1	4.405191e-08	0.0399253	0.1	4.405191e-08	7.466261e-05	0.1
5.126848e-08	0.3239535	0.1	5.126848e-08	0.03830592	0.1	5.126848e-08	0.000438821	0.1	5.126848e-08	0.08412756	0.1	5.126848e-08	0.17186753999999999	0.1	5.126848e-08	0.04291233	0.1	5.126848e-08	8.024854e-05	0.1
5.996306e-08	0.2767846	0.1	5.996306e-08	0.04098469	0.1	5.996306e-08	0.0004695081	0.1	5.996306e-08	0.09001067	0.1	5.996306e-08	0.18388633	0.1	5.996306e-08	0.04591323	0.1	5.996306e-08	8.586039e-05	0.1
6.865764e-08	0.2377157	0.1	6.865764e-08	0.04320346	0.1	6.865764e-08	0.0004949256	0.1	6.865764e-08	0.09488353	0.1	6.865764e-08	0.19384131999999998	0.1	6.865764e-08	0.04839881	0.1	6.865764e-08	9.050857e-05	0.1
7.735222e-08	0.2050461	0.1	7.735222e-08	0.04505879	0.1	7.735222e-08	0.0005161798	0.1	7.735222e-08	0.09895822	0.1	7.735222e-08	0.20216564	0.1	7.735222e-08	0.05047726	0.1	7.735222e-08	9.439539e-05	0.1
8.60468e-08	0.1775097	0.1	8.60468e-08	0.04662262	0.1	8.60468e-08	0.0005340945	0.1	8.60468e-08	0.1023927	0.1	8.60468e-08	0.20918205	0.1	8.60468e-08	0.05222914	0.1	8.60468e-08	9.76715e-05	0.1
9.474139e-08	0.1541437	0.1	9.474139e-08	0.04794959	0.1	9.474139e-08	0.0005492959	0.1	9.474139e-08	0.105307	0.1	9.474139e-08	0.21513585	0.1	9.474139e-08	0.05371569	0.1	9.474139e-08	0.0001004514	0.1
1.03436e-07	0.1342036	0.1	1.03436e-07	0.04908201	0.1	1.03436e-07	0.0005622686	0.1	1.03436e-07	0.107794	0.1	1.03436e-07	0.22021665	0.1	1.03436e-07	0.05498428	0.1	1.03436e-07	0.0001028238	0.1
1.121305e-07	0.1171044	0.1	1.121305e-07	0.05005309	0.1	1.121305e-07	0.000573393	0.1	1.121305e-07	0.1099267	0.1	1.121305e-07	0.22457367	0.1	1.121305e-07	0.05607214	0.1	1.121305e-07	0.0001048581	0.1
1.208251e-07	0.1023803	0.1	1.208251e-07	0.05088929	0.1	1.208251e-07	0.0005829722	0.1	1.208251e-07	0.1117632	0.1	1.208251e-07	0.22832543	0.1	1.208251e-07	0.0570089	0.1	1.208251e-07	0.0001066099	0.1
1.295197e-07	0.08965589	0.1	1.295197e-07	0.05161192	0.1	1.295197e-07	0.0005912505	0.1	1.295197e-07	0.1133502	0.1	1.295197e-07	0.23156766	0.1	1.295197e-07	0.05781842	0.1	1.295197e-07	0.0001081238	0.1
1.382143e-07	0.07862563	0.1	1.382143e-07	0.05223834	0.1	1.382143e-07	0.0005984265	0.1	1.382143e-07	0.114726	0.1	1.382143e-07	0.23437818	0.1	1.382143e-07	0.05852017	0.1	1.382143e-07	0.0001094361	0.1
1.469089e-07	0.06903828	0.1	1.469089e-07	0.05278282	0.1	1.469089e-07	0.0006046639	0.1	1.469089e-07	0.1159217	0.1	1.469089e-07	0.23682117000000003	0.1	1.469089e-07	0.05913012	0.1	1.469089e-07	0.0001105767	0.1
1.556035e-07	0.06068568	0.1	1.556035e-07	0.05325717	0.1	1.556035e-07	0.0006100979	0.1	1.556035e-07	0.1169635	0.1	1.556035e-07	0.23894936	0.1	1.556035e-07	0.05966152	0.1	1.556035e-07	0.0001115705	0.1
1.64298e-07	0.05339403	0.1	1.64298e-07	0.05367127	0.1	1.64298e-07	0.0006148417	0.1	1.64298e-07	0.117873	0.1	1.64298e-07	0.24080738000000002	0.1	1.64298e-07	0.06012542	0.1	1.64298e-07	0.000112438	0.1
1.729926e-07	0.04701729	0.1	1.729926e-07	0.05403341	0.1	1.729926e-07	0.0006189903	0.1	1.729926e-07	0.1186683	0.1	1.729926e-07	0.24243222	0.1	1.729926e-07	0.06053111	0.1	1.729926e-07	0.0001131967	0.1
1.816872e-07	0.04143203	0.1	1.816872e-07	0.05435061	0.1	1.816872e-07	0.000622624	0.1	1.816872e-07	0.1193649	0.1	1.816872e-07	0.24385533	0.1	1.816872e-07	0.06088644	0.1	1.816872e-07	0.0001138612	0.1
1.903818e-07	0.03653338	0.1	1.903818e-07	0.05462881	0.1	1.903818e-07	0.0006258109	0.1	1.903818e-07	0.1199759	0.1	1.903818e-07	0.24510351	0.1	1.903818e-07	0.0611981	0.1	1.903818e-07	0.000114444	0.1
1.990764e-07	0.03223181	0.1	1.990764e-07	0.0548731	0.1	1.990764e-07	0.0006286095	0.1	1.990764e-07	0.1205124	0.1	1.990764e-07	0.24619959	0.1	1.990764e-07	0.06147176	0.1	1.990764e-07	0.0001149558	0.1
2.077709e-07	0.02845061	0.1	2.077709e-07	0.05508783	0.1	2.077709e-07	0.0006310694	0.1	2.077709e-07	0.120984	0.1	2.077709e-07	0.24716304	0.1	2.077709e-07	0.06171232	0.1	2.077709e-07	0.0001154056	0.1
2.164655e-07	0.02512377	0.1	2.164655e-07	0.05527677	0.1	2.164655e-07	0.0006332338	0.1	2.164655e-07	0.121399	0.1	2.164655e-07	0.24801074	0.1	2.164655e-07	0.06192398	0.1	2.164655e-07	0.0001158014	0.1
2.251601e-07	0.02219434	0.1	2.251601e-07	0.05544313	0.1	2.251601e-07	0.0006351396	0.1	2.251601e-07	0.1217643	0.1	2.251601e-07	0.24875715999999998	0.1	2.251601e-07	0.06211035	0.1	2.251601e-07	0.0001161499	0.1
2.338547e-07	0.01961301	0.1	2.338547e-07	0.05558973	0.1	2.338547e-07	0.000636819	0.1	2.338547e-07	0.1220863	0.1	2.338547e-07	0.24941493	0.1	2.338547e-07	0.06227458	0.1	2.338547e-07	0.0001164571	0.1
2.425493e-07	0.01733698	0.1	2.425493e-07	0.05571899	0.1	2.425493e-07	0.0006382997	0.1	2.425493e-07	0.1223702	0.1	2.425493e-07	0.24999491000000001	0.1	2.425493e-07	0.06241938	0.1	2.425493e-07	0.0001167278	0.1
2.512438e-07	0.01532905	0.1	2.512438e-07	0.05583302	0.1	2.512438e-07	0.0006396061	0.1	2.512438e-07	0.1226206	0.1	2.512438e-07	0.25050645	0.1	2.512438e-07	0.06254712	0.1	2.512438e-07	0.0001169667	0.1
2.599384e-07	0.01355677	0.1	2.599384e-07	0.05593367	0.1	2.599384e-07	0.0006407591	0.1	2.599384e-07	0.1228417	0.1	2.599384e-07	0.25095804	0.1	2.599384e-07	0.06265988	0.1	2.599384e-07	0.0001171776	0.1
