Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.068048e-11	9.699768030743702e-06	0.1	2.068048e-11	2.0180705e-07	0.1	2.068048e-11	1.341035e-10	0.1	2.068048e-11	8.087828e-09	0.1	2.068048e-11	6.117736e-08	0.1	2.068048e-11	9.121646e-09	0.1	2.068048e-11	4.40467e-12	0.1
4.414294e-11	9.3895042671707e-06	0.1	4.414294e-11	4.242232e-07	0.1	4.414294e-11	2.818543e-10	0.1	4.414294e-11	1.700204e-08	0.1	4.414294e-11	1.285164e-07	0.1	4.414294e-11	1.869483e-08	0.1	4.414294e-11	9.258603e-12	0.1
9.888723e-11	8.7038743077647e-06	0.1	9.888723e-11	9.172678e-07	0.1	9.888723e-11	6.092025e-10	0.1	9.888723e-11	3.676425e-08	0.1	9.888723e-11	2.774691e-07	0.1	9.888723e-11	3.809364e-08	0.1	9.888723e-11	2.001645e-11	0.1
1.97427e-10	7.5941795566784e-06	0.1	1.97427e-10	1.7199455000000001e-06	0.1	1.97427e-10	1.141583e-09	0.1	1.97427e-10	6.894074e-08	0.1	1.97427e-10	5.190126e-07	0.1	1.97427e-10	6.414951e-08	0.1	1.97427e-10	3.752319e-11	0.1
2.91612e-10	6.6667253292288e-06	0.1	2.91612e-10	2.3954814e-06	0.1	2.91612e-10	1.589101e-09	0.1	2.91612e-10	9.602291e-08	0.1	2.91612e-10	7.213801e-07	0.1	2.91612e-10	8.055672e-08	0.1	2.91612e-10	5.224931e-11	0.1
3.628417e-10	6.041687121906e-06	0.1	3.628417e-10	2.853291e-06	0.1	3.628417e-10	1.892095e-09	0.1	3.628417e-10	1.143769e-07	0.1	3.628417e-10	8.58047e-07	0.1	3.628417e-10	8.867722e-08	0.1	3.628417e-10	6.222467e-11	0.1
4.605077e-10	5.2792146062214e-06	0.1	4.605077e-10	3.4146960000000004e-06	0.1	4.605077e-10	2.263325e-09	0.1	4.605077e-10	1.368838e-07	0.1	4.605077e-10	1.025114e-06	0.1	4.605077e-10	9.517813e-08	0.1	4.605077e-10	7.445172e-11	0.1
5.989406e-10	4.360963673380201e-06	0.1	5.989406e-10	4.095354e-06	0.1	5.989406e-10	2.712911e-09	0.1	5.989406e-10	1.641695e-07	0.1	5.989406e-10	1.226894e-06	0.1	5.989406e-10	9.767968e-08	0.1	5.989406e-10	8.926662e-11	0.1
7.886102e-10	3.3571522839443202e-06	0.1	7.886102e-10	4.8456380000000004e-06	0.1	7.886102e-10	3.207818e-09	0.1	7.886102e-10	1.942403e-07	0.1	7.886102e-10	1.448339e-06	0.1	7.886102e-10	9.30879e-08	0.1	7.886102e-10	1.055826e-10	0.1
9.782797e-10	2.5848809483668605e-06	0.1	9.782797e-10	5.427749e-06	0.1	9.782797e-10	3.59128e-09	0.1	9.782797e-10	2.175631e-07	0.1	9.782797e-10	1.619459e-06	0.1	9.782797e-10	8.370579e-08	0.1	9.782797e-10	1.182288e-10	0.1
