	T[K]	W4	W5	W1
600 0.44261 0.55497 0.00125
700 0.42967 0.56627 0.00287
800 0.41895 0.57454 0.00533
900 0.40970 0.58049 0.00861
1000 0.40182 0.58430 0.01264
1100 0.41215 0.58652 0.00000
1200 0.00000 0.99869 0.00000
1300 0.00000 0.99822 0.00000
1400 0.00000 0.99804 0.00000
1500 0.00000 0.99818 0.00000
1600 0.00000 0.99880 0.00000
1700 0.00000 0.99782 0.00000
1800 0.00000 0.99782 0.00000
1900 0.00000 0.99779 0.00000
2000 0.00000 0.99776 0.00000
2100 0.00000 0.99840 0.00000
