Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
4.51557e-12	9.791475566572e-06	0.1	4.51557e-12	7.877475e-19	0.1	4.51557e-12	5.84358e-18	0.1	4.51557e-12	2.0832980760000002e-07	0.1	4.51557e-12	5.1007215641e-38	0.1
1.003056e-11	9.542942737328e-06	0.1	1.003056e-11	1.727447e-18	0.1	1.003056e-11	1.28142482e-17	0.1	1.003056e-11	4.5687042480000006e-07	0.1	1.003056e-11	2.4953220484e-37	0.1
2.079695e-11	9.075845229464998e-06	0.1	2.079695e-11	3.493236e-18	0.1	2.079695e-11	2.59125315e-17	0.1	2.079695e-11	9.239807040000001e-07	0.1	2.079695e-11	1.0549251052999999e-36	0.1
3.989801e-11	8.3028620194384e-06	0.1	3.989801e-11	6.414466e-18	0.1	3.989801e-11	4.7580776000000004e-17	0.1	3.989801e-11	1.6969845249999999e-06	0.1	3.989801e-11	3.7705756619e-36	0.1
6.651928e-11	7.3344024690168e-06	0.1	6.651928e-11	1.007264e-17	0.1	6.651928e-11	7.471374e-17	0.1	6.651928e-11	2.6654712379999998e-06	0.1	6.651928e-11	1.006931253e-35	0.1
1.041856e-10	6.15435110151618e-06	0.1	1.041856e-10	1.452687e-17	0.1	1.041856e-10	1.0774874999999999e-16	0.1	1.041856e-10	3.845555257e-06	0.1	1.041856e-10	2.3373842972e-35	0.1
1.418519e-10	5.164487843177301e-06	0.1	1.418519e-10	1.825993e-17	0.1	1.418519e-10	1.35433148e-16	0.1	1.418519e-10	4.8354457389999995e-06	0.1	1.418519e-10	4.1068838018000005e-35	0.1
1.99093e-10	3.956733151754241e-06	0.1	1.99093e-10	2.28096e-17	0.1	1.99093e-10	1.6917082600000001e-16	0.1	1.99093e-10	6.043233307000001e-06	0.1	1.99093e-10	7.480138965e-35	0.1
2.563341e-10	3.0316866060551804e-06	0.1	2.563341e-10	2.628936e-17	0.1	2.563341e-10	1.9497259599999999e-16	0.1	2.563341e-10	6.96830612e-06	0.1	2.563341e-10	1.1505165261999999e-34	0.1
3.135751e-10	2.3230555629594996e-06	0.1	3.135751e-10	2.895119e-17	0.1	3.135751e-10	2.1470822000000002e-16	0.1	3.135751e-10	7.676955739999999e-06	0.1	3.135751e-10	1.602859079e-34	0.1
3.708162e-10	1.780145773172464e-06	0.1	3.708162e-10	3.098756e-17	0.1	3.708162e-10	2.2980561e-16	0.1	3.708162e-10	8.219880390000001e-06	0.1	3.708162e-10	2.0933237778e-34	0.1
4.280573e-10	1.3641628893965359e-06	0.1	4.280573e-10	3.254557e-17	0.1	4.280573e-10	2.41355899e-16	0.1	4.280573e-10	8.635874140000001e-06	0.1	4.280573e-10	2.6129481841999998e-34	0.1
4.852984e-10	1.045413404713732e-06	0.1	4.852984e-10	3.373767e-17	0.1	4.852984e-10	2.5019313400000004e-16	0.1	4.852984e-10	8.9546341e-06	0.1	4.852984e-10	3.1548827104999995e-34	0.1
5.425395e-10	8.01158333612858e-07	0.1	5.425395e-10	3.464986e-17	0.1	5.425395e-10	2.56954989e-16	0.1	5.425395e-10	9.198895530000001e-06	0.1	5.425395e-10	3.7138858902e-34	0.1
5.997805e-10	6.13980655741288e-07	0.1	5.997805e-10	3.534788e-17	0.1	5.997805e-10	2.62129111e-16	0.1	5.997805e-10	9.386078160000002e-06	0.1	5.997805e-10	4.2859499291e-34	0.1
6.570216e-10	4.7053891650345056e-07	0.1	6.570216e-10	3.588204e-17	0.1	6.570216e-10	2.66088475e-16	0.1	6.570216e-10	9.52952416e-06	0.1	6.570216e-10	4.8680074733e-34	0.1
7.238647e-10	3.448705047819534e-07	0.1	7.238647e-10	3.634931e-17	0.1	7.238647e-10	2.6955190400000004e-16	0.1	7.238647e-10	9.65519612e-06	0.1	7.238647e-10	5.55724958e-34	0.1
7.931083e-10	2.499621720365724e-07	0.1	7.931083e-10	3.670163e-17	0.1	7.931083e-10	2.7216318299999995e-16	0.1	7.931083e-10	9.750107599999999e-06	0.1	7.931083e-10	6.279279909e-34	0.1
8.623518e-10	1.811737506375163e-07	0.1	8.623518e-10	3.695657e-17	0.1	8.623518e-10	2.7405261800000007e-16	0.1	8.623518e-10	9.81889738e-06	0.1	8.623518e-10	7.007251211e-34	0.1
9.344368e-10	1.2959332830259557e-07	0.1	9.344368e-10	3.714742e-17	0.1	9.344368e-10	2.7546702200000005e-16	0.1	9.344368e-10	9.870478539999999e-06	0.1	9.344368e-10	7.769643632e-34	0.1
