Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
1.936952e-09	9.83410233057e-06	0.1	1.936952e-09	3.191706e-118	0.1	1.936952e-09	1.063902e-118	0.1	1.936952e-09	1.860464e-08	0.1	1.936952e-09	7.697618e-08	0.1	1.936952e-09	3.364132e-08	0.1	1.936952e-09	4.72686e-10	0.1
5.864772e-09	9.577568571411102e-06	0.1	5.864772e-09	9.569889e-118	0.1	5.864772e-09	3.189963e-118	0.1	5.864772e-09	5.599603e-08	0.1	5.864772e-09	2.303086e-07	0.1	5.864772e-09	9.849772e-08	0.1	5.864772e-09	1.418104e-09	0.1
1.305689e-08	9.129319932135199e-06	0.1	1.305689e-08	2.0929880999999998e-117	0.1	1.305689e-08	6.976627e-118	0.1	1.305689e-08	1.232869e-07	0.1	1.305689e-08	5.018115e-07	0.1	1.305689e-08	2.062533e-07	0.1	1.305689e-08	3.104703e-09	0.1
2.456429e-08	8.4655983721053e-06	0.1	2.456429e-08	3.828207e-117	0.1	2.456429e-08	1.276069e-117	0.1	2.456429e-08	2.277559e-07	0.1	2.456429e-08	9.127492e-07	0.1	2.456429e-08	3.519669e-07	0.1	2.456429e-08	5.687887e-09	0.1
4.082435e-08	7.6274427181238e-06	0.1	4.082435e-08	6.117654e-117	0.1	4.082435e-08	2.039218e-117	0.1	4.082435e-08	3.686116e-07	0.1	4.082435e-08	1.448406e-06	0.1	4.082435e-08	5.101669e-07	0.1	4.082435e-08	9.109368e-09	0.1
6.458768e-08	6.579678637904401e-06	0.1	6.458768e-08	9.150798e-117	0.1	6.458768e-08	3.050266e-117	0.1	6.458768e-08	5.602707e-07	0.1	6.458768e-08	2.147768e-06	0.1	6.458768e-08	6.623308e-07	0.1	6.458768e-08	1.366646e-08	0.1
8.835101e-08	5.7033109690425e-06	0.1	8.835101e-08	1.1850957e-116	0.1	8.835101e-08	3.950319e-117	0.1	8.835101e-08	7.354443e-07	0.1	8.835101e-08	2.761818e-06	0.1	8.835101e-08	7.453812e-07	0.1	8.835101e-08	1.774759e-08	0.1
1.121143e-07	4.964259862003999e-06	0.1	1.121143e-07	1.4255814e-116	0.1	1.121143e-07	4.751938e-117	0.1	1.121143e-07	8.94824e-07	0.1	1.121143e-07	3.303099e-06	0.1	1.121143e-07	7.801116e-07	0.1	1.121143e-07	2.140261e-08	0.1
1.358777e-07	4.336303457007199e-06	0.1	1.358777e-07	1.6398264000000002e-116	0.1	1.358777e-07	5.466088e-117	0.1	1.358777e-07	1.039293e-06	0.1	1.358777e-07	3.781735e-06	0.1	1.358777e-07	7.816894e-07	0.1	1.358777e-07	2.467555e-08	0.1
1.59641e-07	3.7991145000406002e-06	0.1	1.59641e-07	1.8307194000000002e-116	0.1	1.59641e-07	6.102398e-117	0.1	1.59641e-07	1.169841e-06	0.1	1.59641e-07	4.206015e-06	0.1	1.59641e-07	7.611252e-07	0.1	1.59641e-07	2.760556e-08	0.1
1.843605e-07	3.3195750207800995e-06	0.1	1.843605e-07	2.0072510999999999e-116	0.1	1.843605e-07	6.690837e-117	0.1	1.843605e-07	1.291984e-06	0.1	1.843605e-07	4.597071e-06	0.1	1.843605e-07	7.247524e-07	0.1	1.843605e-07	3.032715e-08	0.1
2.129049e-07	2.8484341993518403e-06	0.1	2.129049e-07	2.1863910000000002e-116	0.1	2.129049e-07	7.28797e-117	0.1	2.129049e-07	1.417213e-06	0.1	2.129049e-07	4.993143e-06	0.1	2.129049e-07	6.718338e-07	0.1	2.129049e-07	3.310116e-08	0.1
2.414493e-07	2.44990379581507e-06	0.1	2.414493e-07	2.3423025e-116	0.1	2.414493e-07	7.807675e-117	0.1	2.414493e-07	1.527163e-06	0.1	2.414493e-07	5.337658e-06	0.1	2.414493e-07	6.134896e-07	0.1	2.414493e-07	3.552587e-08	0.1
2.699937e-07	2.111002368062e-06	0.1	2.699937e-07	2.4779613000000002e-116	0.1	2.699937e-07	8.259871e-117	0.1	2.699937e-07	1.623491e-06	0.1	2.699937e-07	5.637591e-06	0.1	2.699937e-07	5.54031e-07	0.1	2.699937e-07	3.764376e-08	0.1
3.045274e-07	1.76632137154269e-06	0.1	3.045274e-07	2.618697e-116	0.1	3.045274e-07	8.72899e-117	0.1	3.045274e-07	1.724009e-06	0.1	3.045274e-07	5.949226e-06	0.1	3.045274e-07	4.84375e-07	0.1	3.045274e-07	3.984922e-08	0.1
3.390611e-07	1.4801344550748e-06	0.1	3.390611e-07	2.7375243e-116	0.1	3.390611e-07	9.125081e-117	0.1	3.390611e-07	1.809296e-06	0.1	3.390611e-07	6.212977e-06	0.1	3.390611e-07	4.196781e-07	0.1	3.390611e-07	4.171821e-08	0.1
3.751007e-07	1.2321723285362399e-06	0.1	3.751007e-07	2.8417992e-116	0.1	3.751007e-07	9.472664e-117	0.1	3.751007e-07	1.884415e-06	0.1	3.751007e-07	6.445092e-06	0.1	3.751007e-07	3.587831e-07	0.1	3.751007e-07	4.336369e-08	0.1
4.171638e-07	9.9574912076064e-07	0.1	4.171638e-07	2.9422338e-116	0.1	4.171638e-07	9.807446e-117	0.1	4.171638e-07	1.956983e-06	0.1	4.171638e-07	6.669416e-06	0.1	4.171638e-07	2.967488e-07	0.1	4.171638e-07	4.495353e-08	0.1
4.592269e-07	8.052005290321801e-07	0.1	4.592269e-07	3.0238020000000004e-116	0.1	4.592269e-07	1.007934e-116	0.1	4.592269e-07	2.016051e-06	0.1	4.592269e-07	6.852272e-06	0.1	4.592269e-07	2.441005e-07	0.1	4.592269e-07	4.624846e-08	0.1
5.099138e-07	6.2364345144744e-07	0.1	5.099138e-07	3.101946e-116	0.1	5.099138e-07	1.033982e-116	0.1	5.099138e-07	2.072736e-06	0.1	5.099138e-07	7.02813e-06	0.1	5.099138e-07	1.918941e-07	0.1	5.099138e-07	4.749237e-08	0.1
5.606007e-07	4.8310934448145e-07	0.1	5.606007e-07	3.1626569999999997e-116	0.1	5.606007e-07	1.054219e-116	0.1	5.606007e-07	2.116828e-06	0.1	5.606007e-07	7.165294e-06	0.1	5.606007e-07	1.502226e-07	0.1	5.606007e-07	4.846116e-08	0.1
6.215608e-07	3.5535661667055e-07	0.1	6.215608e-07	3.217971e-116	0.1	6.215608e-07	1.072657e-116	0.1	6.215608e-07	2.15703e-06	0.1	6.215608e-07	7.290734e-06	0.1	6.215608e-07	1.114689e-07	0.1	6.215608e-07	4.934571e-08	0.1
6.825209e-07	2.61334524269104e-07	0.1	6.825209e-07	3.258726e-116	0.1	6.825209e-07	1.086242e-116	0.1	6.825209e-07	2.186666e-06	0.1	6.825209e-07	7.383489e-06	0.1	6.825209e-07	8.246307e-08	0.1	6.825209e-07	4.99987e-08	0.1
7.534925e-07	1.82666844633581e-07	0.1	7.534925e-07	3.292839e-116	0.1	7.534925e-07	1.097613e-116	0.1	7.534925e-07	2.211475e-06	0.1	7.534925e-07	7.46137e-06	0.1	7.534925e-07	5.790634e-08	0.1	7.534925e-07	5.054613e-08	0.1
8.26967e-07	1.26025784319708e-07	0.1	8.26967e-07	3.317397e-116	0.1	8.26967e-07	1.105799e-116	0.1	8.26967e-07	2.229338e-06	0.1	8.26967e-07	7.517594e-06	0.1	8.26967e-07	4.007619e-08	0.1	8.26967e-07	5.094076e-08	0.1
