Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
831844.4	0.9897921930000001	0.1	831844.4	5.238305e-05	0.1	831844.4	8.97541e-13	0.1	831844.4	0.004430902	0.1	831844.4	8.715203349e-12	0.1	831844.4	4.793097e-14	0.1	831844.4	6.709213e-17	0.1
923938.3	0.988784435	0.1	923938.3	5.757961e-05	0.1	923938.3	2.271029e-13	0.1	923938.3	0.004931452	0.1	923938.3	8.708576307e-12	0.1	923938.3	4.789452e-14	0.1	923938.3	7.047196e-17	0.1
1016032.0	0.98777838	0.1	1016032.0	6.266488e-05	0.1	1016032.0	1.120926e-12	0.1	1016032.0	0.005431108	0.1	1016032.0	8.701958274e-12	0.1	1016032.0	4.785812e-14	0.1	1016032.0	7.361726e-17	0.1
1116714.0	0.9866804090000001	0.1	1116714.0	6.80997e-05	0.1	1116714.0	8.722139e-13	0.1	1116714.0	0.005976339	0.1	1116714.0	8.69473678e-12	0.1	1116714.0	4.78184e-14	0.1	1116714.0	7.682575e-17	0.1
1145106.0	0.986371124	0.1	1145106.0	6.96091e-05	0.1	1145106.0	1.031251e-12	0.1	1145106.0	0.006129895	0.1	1145106.0	8.692702233e-12	0.1	1145106.0	4.780721e-14	0.1	1145106.0	7.769156e-17	0.1
1196462.0	0.985812126	0.1	1196462.0	7.231391e-05	0.1	1196462.0	9.627863e-13	0.1	1196462.0	0.006407445	0.1	1196462.0	8.689024434999999e-12	0.1	1196462.0	4.778699e-14	0.1	1196462.0	7.921767e-17	0.1
1284207.0	0.984858135	0.1	1284207.0	7.686002e-05	0.1	1284207.0	9.560959e-13	0.1	1284207.0	0.006881008	0.1	1284207.0	8.682749662e-12	0.1	1284207.0	4.775248e-14	0.1	1284207.0	8.171377e-17	0.1
1371952.0	0.983905647	0.1	1371952.0	8.131291e-05	0.1	1371952.0	9.544236e-13	0.1	1371952.0	0.007353762	0.1	1371952.0	8.676484896000001e-12	0.1	1371952.0	4.771802e-14	0.1	1371952.0	8.40817e-17	0.1
1481352.0	0.982720268	0.1	1481352.0	8.673695e-05	0.1	1481352.0	9.548611e-13	0.1	1481352.0	0.00794206	0.1	1481352.0	8.668685965e-12	0.1	1481352.0	4.767513e-14	0.1	1481352.0	8.687259e-17	0.1
1605190.0	0.9813811959999998	0.1	1605190.0	9.270962e-05	0.1	1605190.0	9.539548e-13	0.1	1605190.0	0.008606479	0.1	1605190.0	8.659877264e-12	0.1	1605190.0	4.762669e-14	0.1	1605190.0	8.983814e-17	0.1
1741845.0	0.979907057	0.1	1741845.0	9.910005e-05	0.1	1741845.0	9.529034e-13	0.1	1741845.0	0.009337801	0.1	1741845.0	8.650177886e-12	0.1	1741845.0	4.757334e-14	0.1	1741845.0	9.289837e-17	0.1
1873508.0	0.9784900889999999	0.1	1873508.0	0.0001050639	0.1	1873508.0	9.518334e-13	0.1	1873508.0	0.01004056	0.1	1873508.0	8.640855794e-12	0.1	1873508.0	4.752207e-14	0.1	1873508.0	9.565895e-17	0.1
1925943.0	0.977926786	0.1	1925943.0	0.0001073874	0.1	1925943.0	9.51433e-13	0.1	1925943.0	0.01031993	0.1	1925943.0	8.637148975e-12	0.1	1925943.0	4.750169e-14	0.1	1925943.0	9.671136e-17	0.1
1953113.0	0.9776350220000001	0.1	1953113.0	0.00010858	0.1	1953113.0	9.512187e-13	0.1	1953113.0	0.01046457	0.1	1953113.0	8.635229514999999e-12	0.1	1953113.0	4.749113e-14	0.1	1953113.0	9.724671e-17	0.1
1996095.0	0.977173846	0.1	1996095.0	0.000110451	0.1	1996095.0	9.508844e-13	0.1	1996095.0	0.01069324	0.1	1996095.0	8.632194207e-12	0.1	1996095.0	4.747444e-14	0.1	1996095.0	9.808016e-17	0.1
2065956.0	0.9764251119999999	0.1	2065956.0	0.0001134514	0.1	2065956.0	9.503417e-13	0.1	2065956.0	0.0110645	0.1	2065956.0	8.627267459e-12	0.1	2065956.0	4.744734e-14	0.1	2065956.0	9.94008e-17	0.1
2144855.0	0.9755804579999999	0.1	2144855.0	0.0001167803	0.1	2144855.0	9.497295e-13	0.1	2144855.0	0.01148317	0.1	2144855.0	8.621710230999999e-12	0.1	2144855.0	4.741678e-14	0.1	2144855.0	1.008439e-16	0.1
2212482.0	0.9748575549999999	0.1	2212482.0	0.0001195841	0.1	2212482.0	9.492054e-13	0.1	2212482.0	0.01184152	0.1	2212482.0	8.616952612e-12	0.1	2212482.0	4.739061e-14	0.1	2212482.0	1.02042e-16	0.1
2268838.0	0.9742557040000001	0.1	2268838.0	0.0001218862	0.1	2268838.0	9.487692e-13	0.1	2268838.0	0.01213978	0.1	2268838.0	8.6129926e-12	0.1	2268838.0	4.736883e-14	0.1	2268838.0	1.030142e-16	0.1
