Batch	m_SP	2	P2_L	W4_L	
1.974918e-10	9.728377455682701e-06	0.1	1.974918e-10	1.160566e-07	0.1
4.235686e-10	9.4269666286926e-06	0.1	4.235686e-10	2.453201e-07	0.1
9.592297e-10	8.750591858998901e-06	0.1	9.592297e-10	5.369085e-07	0.1
1.816287e-09	7.770413263746398e-06	0.1	1.816287e-09	9.633606e-07	0.1
2.351948e-09	7.215756857892e-06	0.1	2.351948e-09	1.206831e-06	0.1
3.106123e-09	6.502819235450201e-06	0.1	3.106123e-09	1.522205e-06	0.1
4.213921e-09	5.5838924764209e-06	0.1	4.213921e-09	1.932981e-06	0.1
5.521051e-09	4.668131564173599e-06	0.1	5.521051e-09	2.347536e-06	0.1
7.056472e-09	3.7852638012984003e-06	0.1	7.056472e-09	2.752609e-06	0.1
8.93433e-09	2.9319622176384e-06	0.1	8.93433e-09	3.149749e-06	0.1
1.081219e-08	2.2729812198324003e-06	0.1	1.081219e-08	3.460718e-06	0.1
1.269004e-08	1.76333087367684e-06	0.1	1.269004e-08	3.704102e-06	0.1
1.45679e-08	1.3687016291116199e-06	0.1	1.45679e-08	3.8945e-06	0.1
1.644576e-08	1.06283824095792e-06	0.1	1.644576e-08	4.043377e-06	0.1
1.832362e-08	8.2558954230851e-07	0.1	1.832362e-08	4.159733e-06	0.1
2.059237e-08	6.086353228699399e-07	0.1	2.059237e-08	4.266885e-06	0.1
2.286113e-08	4.4879149016944004e-07	0.1	2.286113e-08	4.346345e-06	0.1
2.512988e-08	3.3096655943252003e-07	0.1	2.512988e-08	4.405234e-06	0.1
2.768085e-08	2.3501355400665002e-07	0.1	2.768085e-08	4.453414e-06	0.1
3.041997e-08	1.62713103254334e-07	0.1	3.041997e-08	4.489868e-06	0.1
3.315909e-08	1.12644160030647e-07	0.1	3.315909e-08	4.515199e-06	0.1
