Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
2.467994e-11	9.73820461698e-06	0.1	2.467994e-11	2.6160705e-07	0.1	2.467994e-11	1.917383e-14	0.1	2.467994e-11	4.262171e-11	0.1	2.467994e-11	2.56145843e-11	0.1	2.467994e-11	1.080383e-12	0.1	2.467994e-11	9.557236e-22	0.1
5.28392e-11	9.44796951936e-06	0.1	5.28392e-11	5.5174335e-07	0.1	5.28392e-11	4.043864e-14	0.1	5.28392e-11	8.989148e-11	0.1	5.28392e-11	5.40225226e-11	0.1	5.28392e-11	2.278586e-12	0.1	5.28392e-11	2.015672e-21	0.1
1.180002e-10	8.809097908140002e-06	0.1	1.180002e-10	1.19039942e-06	0.1	1.180002e-10	8.724734e-14	0.1	1.180002e-10	1.93943e-10	0.1	1.180002e-10	1.16554889e-10	0.1	1.180002e-10	4.916104e-12	0.1	1.180002e-10	4.348861e-21	0.1
2.352901e-10	7.76602333899e-06	0.1	2.352901e-10	2.23312089e-06	0.1	2.352901e-10	1.63671e-13	0.1	2.352901e-10	3.638259e-10	0.1	2.352901e-10	2.1865030300000002e-10	0.1	2.352901e-10	9.222328e-12	0.1	2.352901e-10	8.158214e-21	0.1
3.827916e-10	6.6277757215800005e-06	0.1	3.827916e-10	3.3709832000000005e-06	0.1	3.827916e-10	2.470678e-13	0.1	3.827916e-10	5.492095e-10	0.1	3.827916e-10	3.30061089e-10	0.1	3.827916e-10	1.392147e-11	0.1	3.827916e-10	1.231514e-20	0.1
5.417461e-10	5.58717712767e-06	0.1	5.417461e-10	4.4112295e-06	0.1	5.417461e-10	3.2331e-13	0.1	5.417461e-10	7.186892e-10	0.1	5.417461e-10	4.319142e-10	0.1	5.417461e-10	1.821747e-11	0.1	5.417461e-10	1.611545e-20	0.1
7.265771e-10	4.5808071914700006e-06	0.1	7.265771e-10	5.4172598000000005e-06	0.1	7.265771e-10	3.970445e-13	0.1	7.265771e-10	8.825942e-10	0.1	7.265771e-10	5.30417e-10	0.1	7.265771e-10	2.237216e-11	0.1	7.265771e-10	1.979076e-20	0.1
9.286589e-10	3.6867311323200002e-06	0.1	9.286589e-10	6.311033900000001e-06	0.1	9.286589e-10	4.625513e-13	0.1	9.286589e-10	1.02821e-09	0.1	9.286589e-10	6.179285189999999e-10	0.1	9.286589e-10	2.606326e-11	0.1	9.286589e-10	2.305596e-20	0.1
1.130741e-09	2.9671603281e-06	0.1	1.130741e-09	7.030360799999999e-06	0.1	1.130741e-09	5.152727e-13	0.1	1.130741e-09	1.145405e-09	0.1	1.130741e-09	6.88359579e-10	0.1	1.130741e-09	2.903394e-11	0.1	1.130741e-09	2.568387e-20	0.1
1.332823e-09	2.38803311943e-06	0.1	1.332823e-09	7.609292200000001e-06	0.1	1.332823e-09	5.577039e-13	0.1	1.332823e-09	1.239726e-09	0.1	1.332823e-09	7.45044094e-10	0.1	1.332823e-09	3.14248e-11	0.1	1.332823e-09	2.779886e-20	0.1
1.543223e-09	1.9048389514200001e-06	0.1	1.543223e-09	8.092322399999999e-06	0.1	1.543223e-09	5.931064e-13	0.1	1.543223e-09	1.318422e-09	0.1	1.543223e-09	7.92338807e-10	0.1	1.543223e-09	3.341962e-11	0.1	1.543223e-09	2.956351e-20	0.1
1.786895e-09	1.4660543393100002e-06	0.1	1.786895e-09	8.530958900000001e-06	0.1	1.786895e-09	6.252552e-13	0.1	1.786895e-09	1.389886e-09	0.1	1.786895e-09	8.35286737e-10	0.1	1.786895e-09	3.52311e-11	0.1	1.786895e-09	3.116597e-20	0.1
2.030566e-09	1.12834471644e-06	0.1	2.030566e-09	8.868554899999999e-06	0.1	2.030566e-09	6.499984e-13	0.1	2.030566e-09	1.444888e-09	0.1	2.030566e-09	8.68341548e-10	0.1	2.030566e-09	3.66253e-11	0.1	2.030566e-09	3.23993e-20	0.1
2.274238e-09	8.68427115642e-07	0.1	2.274238e-09	9.1283841e-06	0.1	2.274238e-09	6.69042e-13	0.1	2.274238e-09	1.48722e-09	0.1	2.274238e-09	8.93782044e-10	0.1	2.274238e-09	3.769834e-11	0.1	2.274238e-09	3.334853e-20	0.1
2.51791e-09	6.68382416109e-07	0.1	2.51791e-09	9.328360599999999e-06	0.1	2.51791e-09	6.836988e-13	0.1	2.51791e-09	1.519801e-09	0.1	2.51791e-09	9.13362286e-10	0.1	2.51791e-09	3.85242e-11	0.1	2.51791e-09	3.40791e-20	0.1
2.801512e-09	4.92814571805e-07	0.1	2.801512e-09	9.5038699e-06	0.1	2.801512e-09	6.965623e-13	0.1	2.801512e-09	1.548395e-09	0.1	2.801512e-09	9.30546749e-10	0.1	2.801512e-09	3.924902e-11	0.1	2.801512e-09	3.472029e-20	0.1
3.095097e-09	3.5948740509000006e-07	0.1	3.095097e-09	9.6371514e-06	0.1	3.095097e-09	7.063308e-13	0.1	3.095097e-09	1.57011e-09	0.1	3.095097e-09	9.435967570000001e-10	0.1	3.095097e-09	3.979945e-11	0.1	3.095097e-09	3.52072e-20	0.1
3.388682e-09	2.62230877665e-07	0.1	3.388682e-09	9.734374800000001e-06	0.1	3.388682e-09	7.134566e-13	0.1	3.388682e-09	1.58595e-09	0.1	3.388682e-09	9.531161100000002e-10	0.1	3.388682e-09	4.020096e-11	0.1	3.388682e-09	3.556239e-20	0.1
3.694072e-09	1.8887521122900002e-07	0.1	3.694072e-09	9.8077064e-06	0.1	3.694072e-09	7.188312e-13	0.1	3.694072e-09	1.597897e-09	0.1	3.694072e-09	9.60296109e-10	0.1	3.694072e-09	4.05038e-11	0.1	3.694072e-09	3.583029e-20	0.1
4.046686e-09	1.2930920689500002e-07	0.1	4.046686e-09	9.8672521e-06	0.1	4.046686e-09	7.231954e-13	0.1	4.046686e-09	1.607599e-09	0.1	4.046686e-09	9.66126388e-10	0.1	4.046686e-09	4.074971e-11	0.1	4.046686e-09	3.604782e-20	0.1
