Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
3.255812e-11	9.73814461758e-06	0.1	3.255812e-11	2.6071824e-07	0.1	3.255812e-11	8.278545e-13	0.1	3.255812e-11	4.877629e-10	0.1	3.255812e-11	4.5683027e-10	0.1	3.255812e-11	4.659478e-11	0.1	3.255812e-11	3.154797e-17	0.1
6.970836e-11	9.44782852077e-06	0.1	6.970836e-11	5.498833e-07	0.1	6.970836e-11	1.746036e-12	0.1	6.970836e-11	1.028745e-09	0.1	6.970836e-11	9.635050400000002e-10	0.1	6.970836e-11	9.82735e-11	0.1	6.970836e-11	6.653812e-17	0.1
1.556773e-10	8.80876791144e-06	0.1	1.556773e-10	1.18641105e-06	0.1	1.556773e-10	3.767192e-12	0.1	1.556773e-10	2.219589e-09	0.1	1.556773e-10	2.07882878e-09	0.1	1.556773e-10	2.120318e-10	0.1	1.556773e-10	1.435606e-16	0.1
3.104213e-10	7.76541834504e-06	0.1	3.104213e-10	2.2256256100000003e-06	0.1	3.104213e-10	7.066993e-12	0.1	3.104213e-10	4.163796e-09	0.1	3.104213e-10	3.89973843e-09	0.1	3.104213e-10	3.977571e-10	0.1	3.104213e-10	2.693097e-16	0.1
5.050107e-10	6.626997729360001e-06	0.1	5.050107e-10	3.3595341e-06	0.1	5.050107e-10	1.066748e-11	0.1	5.050107e-10	6.285161e-09	0.1	5.050107e-10	5.8865727e-09	0.1	5.050107e-10	6.004059e-10	0.1	5.050107e-10	4.065173e-16	0.1
7.14701e-10	5.5863211362300006e-06	0.1	7.14701e-10	4.3960863e-06	0.1	7.14701e-10	1.395882e-11	0.1	7.14701e-10	8.224388e-09	0.1	7.14701e-10	7.7028187e-09	0.1	7.14701e-10	7.856555e-10	0.1	7.14701e-10	5.319444e-16	0.1
9.585266e-10	4.57991520039e-06	0.1	9.585266e-10	5.3985035999999996e-06	0.1	9.585266e-10	1.714178e-11	0.1	9.585266e-10	1.009975e-08	0.1	9.585266e-10	9.4592519e-09	0.1	9.585266e-10	9.648043e-10	0.1	9.585266e-10	6.532409e-16	0.1
1.225109e-09	3.68584814115e-06	0.1	1.225109e-09	6.2890268e-06	0.1	1.225109e-09	1.996945e-11	0.1	1.225109e-09	1.176578e-08	0.1	1.225109e-09	1.1019628100000001e-08	0.1	1.225109e-09	1.123956e-09	0.1	1.225109e-09	7.609979e-16	0.1
1.491691e-09	2.96631633654e-06	0.1	1.491691e-09	7.0057072e-06	0.1	1.491691e-09	2.224511e-11	0.1	1.491691e-09	1.310658e-08	0.1	1.491691e-09	1.2275398599999999e-08	0.1	1.491691e-09	1.252039e-09	0.1	1.491691e-09	8.477191e-16	0.1
1.758274e-09	2.38724712729e-06	0.1	1.758274e-09	7.5824804e-06	0.1	1.758274e-09	2.407653e-11	0.1	1.758274e-09	1.418563e-08	0.1	1.758274e-09	1.3286016500000001e-08	0.1	1.758274e-09	1.355118e-09	0.1	1.758274e-09	9.175111e-16	0.1
2.035828e-09	1.9041249585600002e-06	0.1	2.035828e-09	8.0636885e-06	0.1	2.035828e-09	2.56045e-11	0.1	2.035828e-09	1.50859e-08	0.1	2.035828e-09	1.41291853e-08	0.1	2.035828e-09	1.441118e-09	0.1	2.035828e-09	9.757392e-16	0.1
2.357268e-09	1.46543334552e-06	0.1	2.357268e-09	8.5006411e-06	0.1	2.357268e-09	2.699195e-11	0.1	2.357268e-09	1.590337e-08	0.1	2.357268e-09	1.48948136e-08	0.1	2.357268e-09	1.519209e-09	0.1	2.357268e-09	1.028612e-15	0.1
2.678709e-09	1.12781172177e-06	0.1	2.678709e-09	8.8369254e-06	0.1	2.678709e-09	2.805975e-11	0.1	2.678709e-09	1.65325e-08	0.1	2.678709e-09	1.54840509e-08	0.1	2.678709e-09	1.579309e-09	0.1	2.678709e-09	1.069304e-15	0.1
3.000149e-09	8.679745201680001e-07	0.1	3.000149e-09	9.095731900000001e-06	0.1	3.000149e-09	2.888154e-11	0.1	3.000149e-09	1.701669e-08	0.1	3.000149e-09	1.59375385e-08	0.1	3.000149e-09	1.625562e-09	0.1	3.000149e-09	1.100621e-15	0.1
3.32159e-09	6.68001619917e-07	0.1	3.32159e-09	9.294912999999999e-06	0.1	3.32159e-09	2.951399e-11	0.1	3.32159e-09	1.738932e-08	0.1	3.32159e-09	1.62865376e-08	0.1	3.32159e-09	1.661159e-09	0.1	3.32159e-09	1.124722e-15	0.1
3.695714e-09	4.92501774933e-07	0.1	3.695714e-09	9.4697162e-06	0.1	3.695714e-09	3.006904e-11	0.1	3.695714e-09	1.771636e-08	0.1	3.695714e-09	1.65928257e-08	0.1	3.695714e-09	1.6924e-09	0.1	3.695714e-09	1.145874e-15	0.1
4.083009e-09	3.59234607618e-07	0.1	4.083009e-09	9.6024556e-06	0.1	4.083009e-09	3.049053e-11	0.1	4.083009e-09	1.796469e-08	0.1	4.083009e-09	1.68254168e-08	0.1	4.083009e-09	1.716122e-09	0.1	4.083009e-09	1.161936e-15	0.1
4.470305e-09	2.62028479689e-07	0.1	4.470305e-09	9.6992762e-06	0.1	4.470305e-09	3.079796e-11	0.1	4.470305e-09	1.814583e-08	0.1	4.470305e-09	1.69950681e-08	0.1	4.470305e-09	1.733426e-09	0.1	4.470305e-09	1.173652e-15	0.1
4.873177e-09	1.8871541282700003e-07	0.1	4.873177e-09	9.7722985e-06	0.1	4.873177e-09	3.102983e-11	0.1	4.873177e-09	1.828244e-08	0.1	4.873177e-09	1.71230178e-08	0.1	4.873177e-09	1.746476e-09	0.1	4.873177e-09	1.182488e-15	0.1
5.338361e-09	1.2918730811400003e-07	0.1	5.338361e-09	9.831591200000001e-06	0.1	5.338361e-09	3.12181e-11	0.1	5.338361e-09	1.839337e-08	0.1	5.338361e-09	1.7226905000000002e-08	0.1	5.338361e-09	1.757073e-09	0.1	5.338361e-09	1.189663e-15	0.1
