Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
9.490263	9.9267657386534e-06	0.1	9.490263	3.861019e-15	0.1	9.490263	1.535005e-14	0.1	9.490263	1.831421e-08	0.1	9.490263	3.8439445e-08	0.1	9.490263	5.573096e-09	0.1	9.490263	1.080741e-08	0.1
11.23059	9.920879798102001e-06	0.1	11.23059	3.900713e-15	0.1	11.23059	1.535801e-14	0.1	11.23059	2.182828e-08	0.1	11.23059	3.8733502e-08	0.1	11.23059	5.759808e-09	0.1	11.23059	1.269817e-08	0.1
13.2895	9.914632861196701e-06	0.1	13.2895	3.944982e-15	0.1	13.2895	1.53708e-14	0.1	13.2895	2.540647e-08	0.1	13.2895	3.9047134e-08	0.1	13.2895	5.943208e-09	0.1	13.2895	1.487007e-08	0.1
16.00902	9.907514933088499e-06	0.1	16.00902	3.999244e-15	0.1	16.00902	1.539255e-14	0.1	16.00902	2.918838e-08	0.1	16.00902	3.9425527e-08	0.1	16.00902	6.15511e-09	0.1	16.00902	1.761604e-08	0.1
19.38325	9.9003180057782e-06	0.1	19.38325	4.055919e-15	0.1	19.38325	1.542541e-14	0.1	19.38325	3.258333e-08	0.1	19.38325	3.9819941999999997e-08	0.1	19.38325	6.373216e-09	0.1	19.38325	2.080546e-08	0.1
23.49178	9.893576073872399e-06	0.1	23.49178	4.106179e-15	0.1	23.49178	1.547086e-14	0.1	23.49178	3.525094e-08	0.1	23.49178	4.0171318e-08	0.1	23.49178	6.567024e-09	0.1	23.49178	2.433413e-08	0.1
28.45998	9.8876161340684e-06	0.1	28.45998	4.143512e-15	0.1	28.45998	1.552875e-14	0.1	28.45998	3.70789e-08	0.1	28.45998	4.0434605e-08	0.1	28.45998	6.712126e-09	0.1	28.45998	2.805809e-08	0.1
34.34982	9.8826381843462e-06	0.1	34.34982	4.1662e-15	0.1	34.34982	1.559524e-14	0.1	34.34982	3.814593e-08	0.1	34.34982	4.0596871e-08	0.1	34.34982	6.801758e-09	0.1	34.34982	3.171719e-08	0.1
41.1691	9.8786752243725e-06	0.1	41.1691	4.177456e-15	0.1	41.1691	1.566329e-14	0.1	41.1691	3.867492e-08	0.1	41.1691	4.0679555e-08	0.1	41.1691	6.847869e-09	0.1	41.1691	3.502258e-08	0.1
49.24843	9.8755452559855e-06	0.1	49.24843	4.182138e-15	0.1	49.24843	1.572776e-14	0.1	49.24843	3.890596e-08	0.1	49.24843	4.0716057e-08	0.1	49.24843	6.868714e-09	0.1	49.24843	3.786356e-08	0.1
57.99263	9.8733652780035e-06	0.1	57.99263	4.183566e-15	0.1	57.99263	1.577839e-14	0.1	57.99263	3.898706e-08	0.1	57.99263	4.0728914e-08	0.1	57.99263	6.876445e-09	0.1	57.99263	3.994177e-08	0.1
67.73416	9.871860293204e-06	0.1	67.73416	4.183888e-15	0.1	67.73416	1.581598e-14	0.1	67.73416	3.901432e-08	0.1	67.73416	4.0733274999999997e-08	0.1	67.73416	6.87933e-09	0.1	67.73416	4.141241e-08	0.1
80.67969	9.8707463044554e-06	0.1	80.67969	4.183882e-15	0.1	80.67969	1.58451e-14	0.1	80.67969	3.902387e-08	0.1	80.67969	4.0734841e-08	0.1	80.67969	6.880564e-09	0.1	80.67969	4.251438e-08	0.1
96.36651	9.8701073109093e-06	0.1	96.36651	4.183819e-15	0.1	96.36651	1.586225e-14	0.1	96.36651	3.902668e-08	0.1	96.36651	4.0735326000000005e-08	0.1	96.36651	6.881048e-09	0.1	96.36651	4.314972e-08	0.1
113.8809	9.8698113138989e-06	0.1	113.8809	4.18378e-15	0.1	113.8809	1.587031e-14	0.1	113.8809	3.902758e-08	0.1	113.8809	4.0735494000000006e-08	0.1	113.8809	6.88124e-09	0.1	113.8809	4.344461e-08	0.1
