Batch	m_SP	2	P2_L	W4_L	
1.503596e-11	9.734567704752e-06	0.1	1.503596e-11	2.5414985999999995e-07	0.1
3.217967e-11	9.440729381636e-06	0.1	3.217967e-11	5.3575365e-07	0.1
7.18821e-11	8.793850819466e-06	0.1	7.18821e-11	1.15585986e-06	0.1
1.433465e-10	7.73912984036346e-06	0.1	1.433465e-10	2.16742163e-06	0.1
2.330542e-10	6.59237319063543e-06	0.1	2.330542e-10	3.2679876999999997e-06	0.1
3.296306e-10	5.54702240260861e-06	0.1	3.296306e-10	4.271949499999999e-06	0.1
4.419188e-10	4.53817112709144e-06	0.1	4.419188e-10	5.2415624e-06	0.1
5.646817e-10	3.64393899094548e-06	0.1	5.646817e-10	6.1016477e-06	0.1
6.874445e-10	2.9259220851799617e-06	0.1	6.874445e-10	6.7927255e-06	0.1
8.102074e-10	2.3493911163921575e-06	0.1	8.102074e-10	7.3479652e-06	0.1
9.380078e-10	1.869554787267378e-06	0.1	9.380078e-10	7.8103402e-06	0.1
1.085958e-09	1.435087127139922e-06	0.1	1.085958e-09	8.2292233e-06	0.1
1.233909e-09	1.101588377301978e-06	0.1	1.233909e-09	8.5509228e-06	0.1
1.38186e-09	8.4559243412512e-07	0.1	1.38186e-09	8.7979717e-06	0.1
1.529811e-09	6.49087473256805e-07	0.1	1.529811e-09	8.9876816e-06	0.1
1.702169e-09	4.76976487180749e-07	0.1	1.702169e-09	9.153899599999999e-06	0.1
1.88063e-09	3.46700041846276e-07	0.1	1.88063e-09	9.279758799999998e-06	0.1
2.059091e-09	2.520061031722543e-07	0.1	2.059091e-09	9.3712692e-06	0.1
2.244797e-09	1.808186703064777e-07	0.1	2.244797e-09	9.4400793e-06	0.1
2.459485e-09	1.231903521850841e-07	0.1	2.459485e-09	9.495796099999999e-06	0.1
