Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
1.264994e-06	0.9891221	0.1	1.264994e-06	5.270345e-07	0.1	1.264994e-06	2.1843417999999997e-05	0.1	1.264994e-06	0.004518779	0.1	1.264994e-06	9.100113500000001e-06	0.1	1.264994e-06	6.513947e-07	0.1	1.264994e-06	0.000597482	0.1
1.415838e-06	0.9878037	0.1	1.415838e-06	5.894061e-07	0.1	1.415838e-06	2.445931e-05	0.1	1.415838e-06	0.005101197	0.1	1.415838e-06	1.0178837799999999e-05	0.1	1.415838e-06	7.284653e-07	0.1	1.415838e-06	0.0006680641	0.1
1.566682e-06	0.9864855	0.1	1.566682e-06	6.516522e-07	0.1	1.566682e-06	2.707026e-05	0.1	1.566682e-06	0.005684834	0.1	1.566682e-06	1.1255549e-05	0.1	1.566682e-06	8.053808e-07	0.1	1.566682e-06	0.000738504	0.1
1.717526e-06	0.9851682	0.1	1.717526e-06	7.137732e-07	0.1	1.717526e-06	2.9676179999999997e-05	0.1	1.717526e-06	0.00626899	0.1	1.717526e-06	1.23302122e-05	0.1	1.717526e-06	8.821419e-07	0.1	1.717526e-06	0.0008088022	0.1
1.898992e-06	0.9835855	0.1	1.898992e-06	7.883398e-07	0.1	1.898992e-06	3.28044e-05	0.1	1.898992e-06	0.006971733	0.1	1.898992e-06	1.3620268400000001e-05	0.1	1.898992e-06	9.742815e-07	0.1	1.898992e-06	0.0008931841	0.1
2.080457e-06	0.9820055	0.1	2.080457e-06	8.627267e-07	0.1	2.080457e-06	3.592523e-05	0.1	2.080457e-06	0.007673933	0.1	2.080457e-06	1.4907299999999999e-05	0.1	2.080457e-06	1.066199e-06	0.1	2.080457e-06	0.0009773625	0.1
2.269526e-06	0.9803625	0.1	2.269526e-06	9.4004e-07	0.1	2.269526e-06	3.916894e-05	0.1	2.269526e-06	0.008404563	0.1	2.269526e-06	1.6245011199999998e-05	0.1	2.269526e-06	1.161732e-06	0.1	2.269526e-06	0.001064852	0.1
2.489009e-06	0.9784597	0.1	2.489009e-06	1.029547e-06	0.1	2.489009e-06	4.292433e-05	0.1	2.489009e-06	0.009251085	0.1	2.489009e-06	1.77937489e-05	0.1	2.489009e-06	1.272333e-06	0.1	2.489009e-06	0.001166141	0.1
2.708491e-06	0.976562	0.1	2.708491e-06	1.118794e-06	0.1	2.708491e-06	4.666888e-05	0.1	2.708491e-06	0.01009559	0.1	2.708491e-06	1.9338017699999998e-05	0.1	2.708491e-06	1.382614e-06	0.1	2.708491e-06	0.001267136	0.1
2.971875e-06	0.9742916	0.1	2.971875e-06	1.225552e-06	0.1	2.971875e-06	5.1148170000000004e-05	0.1	2.971875e-06	0.01110613	0.1	2.971875e-06	2.11852992e-05	0.1	2.971875e-06	1.514531e-06	0.1	2.971875e-06	0.001387946	0.1
3.235259e-06	0.9720289	0.1	3.235259e-06	1.331939e-06	0.1	3.235259e-06	5.561194e-05	0.1	3.235259e-06	0.01211338	0.1	3.235259e-06	2.30261881e-05	0.1	3.235259e-06	1.64599e-06	0.1	3.235259e-06	0.001508336	0.1
3.555286e-06	0.96929	0.1	3.555286e-06	1.460711e-06	0.1	3.555286e-06	6.101494e-05	0.1	3.555286e-06	0.01333271	0.1	3.555286e-06	2.52544112e-05	0.1	3.555286e-06	1.805109e-06	0.1	3.555286e-06	0.001654058	0.1
3.889472e-06	0.966442	0.1	3.889472e-06	1.594603e-06	0.1	3.889472e-06	6.663278000000001e-05	0.1	3.889472e-06	0.01460061	0.1	3.889472e-06	2.75712408e-05	0.1	3.889472e-06	1.970555e-06	0.1	3.889472e-06	0.001805573	0.1
4.280295e-06	0.9631272	0.1	4.280295e-06	1.750444e-06	0.1	4.280295e-06	7.317154e-05	0.1	4.280295e-06	0.0160764	0.1	4.280295e-06	3.02678822e-05	0.1	4.280295e-06	2.163123e-06	0.1	4.280295e-06	0.001981927	0.1
4.738006e-06	0.9592664	0.1	4.738006e-06	1.931946e-06	0.1	4.738006e-06	8.078702e-05	0.1	4.738006e-06	0.01779524	0.1	4.738006e-06	3.34085439e-05	0.1	4.738006e-06	2.387399e-06	0.1	4.738006e-06	0.00218732	0.1
5.260841e-06	0.9548845	0.1	5.260841e-06	2.137951e-06	0.1	5.260841e-06	8.943058999999999e-05	0.1	5.260841e-06	0.01974613	0.1	5.260841e-06	3.6973213899999994e-05	0.1	5.260841e-06	2.641953e-06	0.1	5.260841e-06	0.00242044	0.1
5.856282e-06	0.9499302	0.1	5.856282e-06	2.370863e-06	0.1	5.856282e-06	9.920311e-05	0.1	5.856282e-06	0.02195184	0.1	5.856282e-06	4.1003462800000004e-05	0.1	5.856282e-06	2.929754e-06	0.1	5.856282e-06	0.002684009	0.1
6.648677e-06	0.9433963	0.1	6.648677e-06	2.67804e-06	0.1	6.648677e-06	0.00011209165	0.1	6.648677e-06	0.02486086	0.1	6.648677e-06	4.63187863e-05	0.1	6.648677e-06	3.309323e-06	0.1	6.648677e-06	0.003031618	0.1
7.647106e-06	0.9352579	0.1	7.647106e-06	3.060642e-06	0.1	7.647106e-06	0.00012814487	0.1	7.647106e-06	0.02848416	0.1	7.647106e-06	5.2939237e-05	0.1	7.647106e-06	3.782092e-06	0.1	7.647106e-06	0.00346458	0.1
8.965201e-06	0.9246724	0.1	8.965201e-06	3.558293e-06	0.1	8.965201e-06	0.00014902535000000001	0.1	8.965201e-06	0.033197	0.1	8.965201e-06	6.155048e-05	0.1	8.965201e-06	4.397023e-06	0.1	8.965201e-06	0.004027735	0.1
1.101254e-05	0.9085784	0.1	1.101254e-05	4.314906e-06	0.1	1.101254e-05	0.00018077139	0.1	1.101254e-05	0.04036225	0.1	1.101254e-05	7.464274999999999e-05	0.1	1.101254e-05	5.331947e-06	0.1	1.101254e-05	0.004883938	0.1
1.510721e-05	0.8776052	0.1	1.510721e-05	5.771027e-06	0.1	1.510721e-05	0.00024186730000000001	0.1	1.510721e-05	0.05415196	0.1	1.510721e-05	9.9839141e-05	0.1	1.510721e-05	7.131229e-06	0.1	1.510721e-05	0.006531722	0.1
2.247761e-05	0.8256236	0.1	2.247761e-05	8.214802e-06	0.1	2.247761e-05	0.0003444034	0.1	2.247761e-05	0.0772949	0.1	2.247761e-05	0.000142125633	0.1	2.247761e-05	1.015092e-05	0.1	2.247761e-05	0.00929716	0.1
3.269464e-05	0.7606546	0.1	3.269464e-05	1.126914e-05	0.1	3.269464e-05	0.00047255750000000003	0.1	3.269464e-05	0.10622	0.1	3.269464e-05	0.000194977269	0.1	3.269464e-05	1.392507e-05	0.1	3.269464e-05	0.01275353	0.1
3.655092e-05	0.7380339	0.1	3.655092e-05	1.233259e-05	0.1	3.655092e-05	0.0005171779	0.1	3.655092e-05	0.1162911	0.1	3.655092e-05	0.000213379031	0.1	3.655092e-05	1.523914e-05	0.1	3.655092e-05	0.01395696	0.1
