Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
9.348252e-09	9.8797562134544e-06	0.1	9.348252e-09	9.555005e-13	0.1	9.348252e-09	6.899807e-09	0.1	9.348252e-09	3.857123e-10	0.1	9.348252e-09	1.096985e-07	0.1	9.348252e-09	2.6214284e-09	0.1	9.348252e-09	5.371662e-10	0.1
2.597606e-08	9.6696124019664e-06	0.1	2.597606e-08	2.627103e-12	0.1	2.597606e-08	1.896563e-08	0.1	2.597606e-08	1.060366e-09	0.1	2.597606e-08	3.015755e-07	0.1	2.597606e-08	7.2065991e-09	0.1	2.597606e-08	1.476729e-09	0.1
5.3575e-08	9.330636094209e-06	0.1	5.3575e-08	5.324446e-12	0.1	5.3575e-08	3.842116e-08	0.1	5.3575e-08	2.148636e-09	0.1	5.3575e-08	6.110951e-07	0.1	5.3575e-08	1.4602854599999998e-08	0.1	5.3575e-08	2.992318e-09	0.1
9.957323e-08	8.7918744091108e-06	0.1	9.957323e-08	9.614063e-12	0.1	9.957323e-08	6.932256e-08	0.1	9.957323e-08	3.878311e-09	0.1	9.957323e-08	1.103057e-06	0.1	9.957323e-08	2.6358323e-08	0.1	9.957323e-08	5.401163e-09	0.1
1.894595e-07	7.827213072316e-06	0.1	1.894595e-07	1.730364e-11	0.1	1.894595e-07	1.245793e-07	0.1	1.894595e-07	6.975368e-09	0.1	1.894595e-07	1.984e-06	0.1	1.894595e-07	4.7407043999999996e-08	0.1	1.894595e-07	9.71429e-09	0.1
3.09164e-07	6.7048501653122e-06	0.1	3.09164e-07	2.626816e-11	0.1	3.09164e-07	1.887232e-07	0.1	3.09164e-07	1.05788e-08	0.1	3.09164e-07	3.009104e-06	0.1	3.09164e-07	7.1897357e-08	0.1	3.09164e-07	1.47326e-08	0.1
4.487473e-07	5.5976895116802e-06	0.1	4.487473e-07	3.51365e-11	0.1	4.487473e-07	2.517909e-07	0.1	4.487473e-07	1.413352e-08	0.1	4.487473e-07	4.020531e-06	0.1	4.487473e-07	9.6056771e-08	0.1	4.487473e-07	1.968304e-08	0.1
6.175274e-07	4.500226595516e-06	0.1	6.175274e-07	4.396258e-11	0.1	6.175274e-07	3.140133e-07	0.1	6.175274e-07	1.765725e-08	0.1	6.175274e-07	5.023394e-06	0.1	6.175274e-07	1.20005738e-07	0.1	6.175274e-07	2.459028e-08	0.1
8.301027e-07	3.4187646151159997e-06	0.1	8.301027e-07	5.271325e-11	0.1	8.301027e-07	3.748847e-07	0.1	8.301027e-07	2.112982e-08	0.1	8.301027e-07	6.012079e-06	0.1	8.301027e-07	1.4360727999999998e-07	0.1	8.301027e-07	2.94262e-08	0.1
1.042678e-06	2.5972008468349998e-06	0.1	1.042678e-06	5.941898e-11	0.1	1.042678e-06	4.206387e-07	0.1	1.042678e-06	2.376809e-08	0.1	1.042678e-06	6.763649e-06	0.1	1.042678e-06	1.6153863099999999e-07	0.1	1.042678e-06	3.310019e-08	0.1
1.255253e-06	1.9730762732463998e-06	0.1	1.255253e-06	6.457037e-11	0.1	1.255253e-06	4.549099e-07	0.1	1.255253e-06	2.577255e-08	0.1	1.255253e-06	7.335087e-06	0.1	1.255253e-06	1.7516256300000002e-07	0.1	1.255253e-06	3.589148e-08	0.1
1.467829e-06	1.498942018558e-06	0.1	1.467829e-06	6.85401e-11	0.1	1.467829e-06	4.804598e-07	0.1	1.467829e-06	2.729553e-08	0.1	1.467829e-06	7.769679e-06	0.1	1.467829e-06	1.8551429700000002e-07	0.1	1.467829e-06	3.80122e-08	0.1
1.680404e-06	1.1387520465768e-06	0.1	1.680404e-06	7.161128e-11	0.1	1.680404e-06	4.99386e-07	0.1	1.680404e-06	2.845273e-08	0.1	1.680404e-06	8.100312e-06	0.1	1.680404e-06	1.9338002e-07	0.1	1.680404e-06	3.962351e-08	0.1
1.892979e-06	8.651229084146e-07	0.1	1.892979e-06	7.399898e-11	0.1	1.892979e-06	5.132821e-07	0.1	1.892979e-06	2.933206e-08	0.1	1.892979e-06	8.351966e-06	0.1	1.892979e-06	1.9935733e-07	0.1	1.892979e-06	4.084782e-08	0.1
2.105555e-06	6.572521434274e-07	0.1	2.105555e-06	7.58666e-11	0.1	2.105555e-06	5.233585e-07	0.1	2.105555e-06	3.000029e-08	0.1	2.105555e-06	8.543621e-06	0.1	2.105555e-06	2.038999e-07	0.1	2.105555e-06	4.177813e-08	0.1
