Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
163514.8	9.887377125240001e-06	0.1	163514.8	1.118077e-07	0.1	163514.8	2.42891e-12	0.1	163514.8	7.121591e-10	0.1	163514.8	2.54691e-12	0.1
291798.7	9.79999899903e-06	0.1	291798.7	1.98616e-07	0.1	291798.7	2.407693e-12	0.1	291798.7	1.283914e-09	0.1	291798.7	2.596374e-12	0.1
548366.5	9.62758172322e-06	0.1	548366.5	3.698608e-07	0.1	548366.5	2.365827e-12	0.1	548366.5	2.459879e-09	0.1	548366.5	2.531788e-12	0.1
726462.0	9.50970890196e-06	0.1	726462.0	4.868945e-07	0.1	726462.0	2.337205e-12	0.1	726462.0	3.301215e-09	0.1	726462.0	2.549135e-12	0.1
927711.0	9.378271216350001e-06	0.1	927711.0	6.173602e-07	0.1	927711.0	2.305288e-12	0.1	927711.0	4.276285e-09	0.1	927711.0	2.529578e-12	0.1
1269905.0	9.15899240916e-06	0.1	1269905.0	8.349268e-07	0.1	1269905.0	2.252043e-12	0.1	1269905.0	5.992521e-09	0.1	1269905.0	2.499973e-12	0.1
1914092.0	8.76019839714e-06	0.1	1914092.0	1.230305e-06	0.1	1914092.0	2.155205e-12	0.1	1914092.0	9.416876e-09	0.1	1914092.0	2.445879e-12	0.1
3038949.0	8.105582943359999e-06	0.1	3038949.0	1.878378e-06	0.1	3038949.0	1.996246e-12	0.1	3038949.0	1.597242e-08	0.1	3038949.0	2.353992e-12	0.1
4643242.0	7.25688343044e-06	0.1	4643242.0	2.716576e-06	0.1	4643242.0	1.790152e-12	0.1	4643242.0	2.649078e-08	0.1	4643242.0	2.229486e-12	0.1
7174914.0	6.09737202567e-06	0.1	7174914.0	3.85705e-06	0.1	7174914.0	1.508568e-12	0.1	7174914.0	4.555192e-08	0.1	7174914.0	2.04709e-12	0.1
9706586.0	5.1263612232287e-06	0.1	9706586.0	4.806455e-06	0.1	9706586.0	1.272747e-12	0.1	9706586.0	6.717722e-08	0.1	9706586.0	1.88073e-12	0.1
13298770.0	4.0131694665789995e-06	0.1	13298770.0	5.885424e-06	0.1	13298770.0	1.002368e-12	0.1	13298770.0	1.014218e-07	0.1	13298770.0	1.66971e-12	0.1
17156080.0	3.0920117703657e-06	0.1	17156080.0	6.766195e-06	0.1	17156080.0	7.785986e-13	0.1	17156080.0	1.418271e-07	0.1	17156080.0	1.472828e-12	0.1
21013400.0	2.3889626323326e-06	0.1	21013400.0	7.426029e-06	0.1	21013400.0	6.077776e-13	0.1	21013400.0	1.850569e-07	0.1	21013400.0	1.301466e-12	0.1
24870710.0	1.8523421059178e-06	0.1	24870710.0	7.917341e-06	0.1	24870710.0	4.773594e-13	0.1	24870710.0	2.303751e-07	0.1	24870710.0	1.154287e-12	0.1
28728020.0	1.4427161398706999e-06	0.1	28728020.0	8.28013e-06	0.1	28728020.0	3.777709e-13	0.1	28728020.0	2.772207e-07	0.1	28728020.0	1.027543e-12	0.1
32585330.0	1.1299933609485e-06	0.1	32585330.0	8.544913e-06	0.1	32585330.0	3.017072e-13	0.1	32585330.0	3.251656e-07	0.1	32585330.0	9.20549e-13	0.1
