Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
8.924555e-11	9.7321027315396e-06	0.1	8.924555e-11	1.151644e-07	0.1	8.924555e-11	2.582261e-10	0.1	8.924555e-11	3.369095e-08	0.1	8.924555e-11	8.9413326e-08	0.1	8.924555e-11	2.918451e-08	0.1	8.924555e-11	5.171667e-11	0.1
1.910164e-10	9.4354638137217e-06	0.1	1.910164e-10	2.427327e-07	0.1	1.910164e-10	5.442655e-10	0.1	1.910164e-10	7.101063e-08	0.1	1.910164e-10	1.8845705999999998e-07	0.1	1.910164e-10	6.151238e-08	0.1	1.910164e-10	1.090035e-10	0.1
4.270249e-10	8.7818820328568e-06	0.1	4.270249e-10	5.23802e-07	0.1	4.270249e-10	1.174495e-09	0.1	4.270249e-10	1.532366e-07	0.1	4.270249e-10	4.0667858e-07	0.1	4.270249e-10	1.327399e-07	0.1	4.270249e-10	2.352229e-10	0.1
8.518403e-10	7.717408792295198e-06	0.1	8.518403e-10	9.815737e-07	0.1	8.518403e-10	2.20095e-09	0.1	8.518403e-10	2.871564e-07	0.1	8.518403e-10	7.6209141e-07	0.1	8.518403e-10	2.487466e-07	0.1	8.518403e-10	4.407937e-10	0.1
1.383164e-09	6.565779209704e-06	0.1	1.383164e-09	1.476827e-06	0.1	1.383164e-09	3.31147e-09	0.1	1.383164e-09	4.320416e-07	0.1	1.383164e-09	1.1466054e-06	0.1	1.383164e-09	3.742519e-07	0.1	1.383164e-09	6.631963e-10	0.1
1.954025e-09	5.5192300087625e-06	0.1	1.954025e-09	1.926892e-06	0.1	1.954025e-09	4.320688e-09	0.1	1.954025e-09	5.637073e-07	0.1	1.954025e-09	1.4960348e-06	0.1	1.954025e-09	4.883056e-07	0.1	1.954025e-09	8.653064e-10	0.1
2.61772e-09	4.510324913969599e-06	0.1	2.61772e-09	2.360769e-06	0.1	2.61772e-09	5.293638e-09	0.1	2.61772e-09	6.906375e-07	0.1	2.61772e-09	1.8328946000000002e-06	0.1	2.61772e-09	5.982569e-07	0.1	2.61772e-09	1.060147e-09	0.1
3.343304e-09	3.6171128065968e-06	0.1	3.343304e-09	2.744892e-06	0.1	3.343304e-09	6.155058e-09	0.1	3.343304e-09	8.030129e-07	0.1	3.343304e-09	2.1311272e-06	0.1	3.343304e-09	6.956e-07	0.1	3.343304e-09	1.232644e-09	0.1
4.068889e-09	2.900790388366e-06	0.1	4.068889e-09	3.052945e-06	0.1	4.068889e-09	6.845926e-09	0.1	4.068889e-09	8.931343e-07	0.1	4.068889e-09	2.3702989000000002e-06	0.1	4.068889e-09	7.736655e-07	0.1	4.068889e-09	1.370981e-09	0.1
4.794473e-09	2.326326500416e-06	0.1	4.794473e-09	3.299992e-06	0.1	4.794473e-09	7.400016e-09	0.1	4.794473e-09	9.654088e-07	0.1	4.794473e-09	2.5621053999999997e-06	0.1	4.794473e-09	8.362712e-07	0.1	4.794473e-09	1.481922e-09	0.1
