Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
8.053985e-12	9.7697946002e-06	0.1	8.053985e-12	1.00423e-13	0.1	8.053985e-12	9.464287e-27	0.1	8.053985e-12	2.183598e-24	0.1	8.053985e-12	3.323806e-25	0.1	8.053985e-12	3.583778e-15	0.1	8.053985e-12	3.688851e-14	0.1	8.053985e-12	3.6772e-14	0.1	8.053985e-12	2.556409e-14	0.1	8.053985e-12	2.181788e-14	0.1	8.053985e-12	2.130768e-14	0.1	8.053985e-12	4.692599e-13	0.1	8.053985e-12	1.046134e-10	0.1	8.053985e-12	2.157201e-08	0.1	8.053985e-12	3.464485e-08	0.1	8.053985e-12	2.177902e-08	0.1	8.053985e-12	2.218099e-08	0.1	8.053985e-12	4.255145e-08	0.1	8.053985e-12	3.836299e-08	0.1	8.053985e-12	3.216267e-08	0.1	8.053985e-12	1.665331e-08	0.1
1.700414e-11	9.52129757024e-06	0.1	1.700414e-11	2.094308e-13	0.1	1.700414e-11	4.140671e-26	0.1	1.700414e-11	9.554087e-24	0.1	1.700414e-11	1.454507e-24	0.1	1.700414e-11	7.47238e-15	0.1	1.700414e-11	7.687901e-14	0.1	1.700414e-11	7.673014e-14	0.1	1.700414e-11	5.333118e-14	0.1	1.700414e-11	4.550087e-14	0.1	1.700414e-11	4.441662e-14	0.1	1.700414e-11	9.786098e-13	0.1	1.700414e-11	2.181256e-10	0.1	1.700414e-11	4.496399e-08	0.1	1.700414e-11	7.205252e-08	0.1	1.700414e-11	4.500738e-08	0.1	1.700414e-11	4.585891e-08	0.1	1.700414e-11	8.857114e-08	0.1	1.700414e-11	8.00524e-08	0.1	1.700414e-11	6.706163e-08	0.1	1.700414e-11	3.472972e-08	0.1
3.861794e-11	8.95055498532e-06	0.1	3.861794e-11	4.618736e-13	0.1	3.861794e-11	2.042081e-25	0.1	3.861794e-11	4.712707e-23	0.1	3.861794e-11	7.177122e-24	0.1	3.861794e-11	1.647122e-14	0.1	3.861794e-11	1.692713e-13	0.1	3.861794e-11	1.694487e-13	0.1	3.861794e-11	1.17711e-13	0.1	3.861794e-11	1.003466e-13	0.1	3.861794e-11	9.784639e-14	0.1	3.861794e-11	2.158072e-12	0.1	3.861794e-11	4.808201e-10	0.1	3.861794e-11	9.903671e-08	0.1	3.861794e-11	1.578795e-07	0.1	3.861794e-11	9.713037e-08	0.1	3.861794e-11	9.907658e-08	0.1	3.861794e-11	1.94468e-07	0.1	3.861794e-11	1.767898e-07	0.1	3.861794e-11	1.478274e-07	0.1	3.861794e-11	7.658405e-08	0.1
7.077803e-11	8.1723765492e-06	0.1	7.077803e-11	8.109701e-13	0.1	7.077803e-11	6.421001e-25	0.1	7.077803e-11	1.482216e-22	0.1	7.077803e-11	2.258484e-23	0.1	7.077803e-11	2.889929e-14	0.1	7.077803e-11	2.964833e-13	0.1	7.077803e-11	2.981355e-13	0.1	7.077803e-11	2.06939e-13	0.1	7.077803e-11	1.761921e-13	0.1	7.077803e-11	1.715119e-13	0.1	7.077803e-11	3.788883e-12	0.1	7.077803e-11	8.43671e-10	0.1	7.077803e-11	1.735752e-07	0.1	7.077803e-11	2.746935e-07	0.1	7.077803e-11	1.652906e-07	0.1	7.077803e-11	1.688767e-07	0.1	7.077803e-11	3.393584e-07	0.1	7.077803e-11	3.110248e-07	0.1	7.077803e-11	2.593868e-07	0.1	7.077803e-11	1.344237e-07	0.1
9.066184e-11	7.73002839634e-06	0.1	9.066184e-11	1.012081e-12	0.1	9.066184e-11	1.011771e-24	0.1	9.066184e-11	2.335908e-22	0.1	9.066184e-11	3.560406e-23	0.1	9.066184e-11	3.604957e-14	0.1	9.066184e-11	3.694406e-13	0.1	9.066184e-11	3.725517e-13	0.1	9.066184e-11	2.584636e-13	0.1	9.066184e-11	2.198868e-13	0.1	9.066184e-11	2.138181e-13	0.1	9.066184e-11	4.728253e-12	0.1	9.066184e-11	1.052478e-09	0.1	9.066184e-11	2.16385e-07	0.1	9.066184e-11	3.409863e-07	0.1	9.066184e-11	2.024459e-07	0.1	9.066184e-11	2.070447e-07	0.1	9.066184e-11	4.22018e-07	0.1	9.066184e-11	3.886096e-07	0.1	9.066184e-11	3.235836e-07	0.1	9.066184e-11	1.677076e-07	0.1
1.192399e-10	7.141249172160001e-06	0.1	1.192399e-10	1.282954e-12	0.1	1.192399e-10	1.652113e-24	0.1	1.192399e-10	3.815056e-22	0.1	1.192399e-10	5.817569e-23	0.1	1.192399e-10	4.566799e-14	0.1	1.192399e-10	4.672749e-13	0.1	1.192399e-10	4.731547e-13	0.1	1.192399e-10	3.280245e-13	0.1	1.192399e-10	2.787399e-13	0.1	1.192399e-10	2.706251e-13	0.1	1.192399e-10	5.993326e-12	0.1	1.192399e-10	1.333445e-09	0.1	1.192399e-10	2.738846e-07	0.1	1.192399e-10	4.290999e-07	0.1	1.192399e-10	2.49995e-07	0.1	1.192399e-10	2.560387e-07	0.1	1.192399e-10	5.324296e-07	0.1	1.192399e-10	4.934139e-07	0.1	1.192399e-10	4.099616e-07	0.1	1.192399e-10	2.124705e-07	0.1
1.612559e-10	6.3658376806999995e-06	0.1	1.612559e-10	1.645594e-12	0.1	1.612559e-10	2.778985e-24	0.1	1.612559e-10	6.418971e-22	0.1	1.612559e-10	9.794706e-23	0.1	1.612559e-10	5.852026e-14	0.1	1.612559e-10	5.973638e-13	0.1	1.612559e-10	6.086219e-13	0.1	1.612559e-10	4.214996e-13	0.1	1.612559e-10	3.575357e-13	0.1	1.612559e-10	3.46314e-13	0.1	1.612559e-10	7.686728e-12	0.1	1.612559e-10	1.7091e-09	0.1	1.612559e-10	3.505586e-07	0.1	1.612559e-10	5.449283e-07	0.1	1.612559e-10	3.090686e-07	0.1	1.612559e-10	3.171954e-07	0.1	1.612559e-10	6.786383e-07	0.1	1.612559e-10	6.343044e-07	0.1	1.612559e-10	5.254362e-07	0.1	1.612559e-10	2.722218e-07	0.1
2.107816e-10	5.571412469522001e-06	0.1	2.107816e-10	2.024625e-12	0.1	2.107816e-10	4.30916e-24	0.1	2.107816e-10	9.95621e-22	0.1	2.107816e-10	1.520373e-22	0.1	2.107816e-10	7.191761e-14	0.1	2.107816e-10	7.320206e-13	0.1	2.107816e-10	7.513815e-13	0.1	2.107816e-10	5.197294e-13	0.1	2.107816e-10	4.39901e-13	0.1	2.107816e-10	4.248831e-13	0.1	2.107816e-10	9.45636e-12	0.1	2.107816e-10	2.101104e-09	0.1	2.107816e-10	4.302919e-07	0.1	2.107816e-10	6.633497e-07	0.1	2.107816e-10	3.650509e-07	0.1	2.107816e-10	3.75543e-07	0.1	2.107816e-10	8.295966e-07	0.1	2.107816e-10	7.823208e-07	0.1	2.107816e-10	6.459077e-07	0.1	2.107816e-10	3.343446e-07	0.1
2.688367e-10	4.778597626136e-06	0.1	2.688367e-10	2.411108e-12	0.1	2.688367e-10	6.270322e-24	0.1	2.688367e-10	1.449144e-21	0.1	2.688367e-10	2.214855e-22	0.1	2.688367e-10	8.553158e-14	0.1	2.688367e-10	8.675851e-13	0.1	2.688367e-10	8.985231e-13	0.1	2.688367e-10	6.206173e-13	0.1	2.688367e-10	5.23899e-13	0.1	2.688367e-10	5.042722e-13	0.1	2.688367e-10	1.126048e-11	0.1	2.688367e-10	2.500125e-09	0.1	2.688367e-10	5.11116e-07	0.1	2.688367e-10	7.813083e-07	0.1	2.688367e-10	4.158943e-07	0.1	2.688367e-10	4.290033e-07	0.1	2.688367e-10	9.817746e-07	0.1	2.688367e-10	9.341083e-07	0.1	2.688367e-10	7.684857e-07	0.1	2.688367e-10	3.971527e-07	0.1
3.39686e-10	3.976516568078e-06	0.1	3.39686e-10	2.81119e-12	0.1	3.39686e-10	8.765646e-24	0.1	3.39686e-10	2.026374e-21	0.1	3.39686e-10	3.100282e-22	0.1	3.39686e-10	9.955992e-14	0.1	3.39686e-10	1.005486e-12	0.1	3.39686e-10	1.053081e-12	0.1	3.39686e-10	7.261054e-13	0.1	3.39686e-10	6.108751e-13	0.1	3.39686e-10	5.854301e-13	0.1	3.39686e-10	1.31278e-11	0.1	3.39686e-10	2.912428e-09	0.1	3.39686e-10	5.942015e-07	0.1	3.39686e-10	9.004804e-07	0.1	3.39686e-10	4.61703e-07	0.1	3.39686e-10	4.777479e-07	0.1	3.39686e-10	1.137832e-06	0.1	3.39686e-10	1.092235e-06	0.1	3.39686e-10	8.950549e-07	0.1	3.39686e-10	4.612795e-07	0.1
