Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
5.639851e-13	1.0	0.1	5.639851e-13	0.0	0.1	5.639851e-13	0.0	0.1	5.639851e-13	0.0	0.1
2.01216e-09	1.0	0.1	2.01216e-09	0.0	0.1	2.01216e-09	0.0	0.1	2.01216e-09	0.0	0.1
1.569026e-08	1.0	0.1	1.569026e-08	0.0	0.1	1.569026e-08	0.0	0.1	1.569026e-08	0.0	0.1
4.107039e-08	1.0	0.1	4.107039e-08	0.0	0.1	4.107039e-08	0.0	0.1	4.107039e-08	0.0	0.1
8.522901e-08	1.0	0.1	8.522901e-08	0.0	0.1	8.522901e-08	0.0	0.1	8.522901e-08	0.0	0.1
1.456806e-07	1.0	0.1	1.456806e-07	0.0	0.1	1.456806e-07	0.0	0.1	1.456806e-07	0.0	0.1
2.061323e-07	1.0	0.1	2.061323e-07	0.0	0.1	2.061323e-07	0.0	0.1	2.061323e-07	0.0	0.1
3.243264e-07	1.0	0.1	3.243264e-07	0.0	0.1	3.243264e-07	0.0	0.1	3.243264e-07	0.0	0.1
5.370759e-07	1.0	0.1	5.370759e-07	0.0	0.1	5.370759e-07	0.0	0.1	5.370759e-07	0.0	0.1
7.994758e-07	1.0	0.1	7.994758e-07	0.0	0.1	7.994758e-07	0.0	0.1	7.994758e-07	0.0	0.1
1.100893e-06	1.0	0.1	1.100893e-06	0.0	0.1	1.100893e-06	0.0	0.1	1.100893e-06	0.0	0.1
1.477553e-06	1.0	0.1	1.477553e-06	0.0	0.1	1.477553e-06	0.0	0.1	1.477553e-06	0.0	0.1
1.854213e-06	1.0	0.1	1.854213e-06	0.0	0.1	1.854213e-06	0.0	0.1	1.854213e-06	0.0	0.1
2.230872e-06	1.0	0.1	2.230872e-06	0.0	0.1	2.230872e-06	0.0	0.1	2.230872e-06	0.0	0.1
2.607532e-06	1.0	0.1	2.607532e-06	0.0	0.1	2.607532e-06	0.0	0.1	2.607532e-06	0.0	0.1
2.984192e-06	1.0	0.1	2.984192e-06	0.0	0.1	2.984192e-06	0.0	0.1	2.984192e-06	0.0	0.1
3.360851e-06	1.0	0.1	3.360851e-06	0.0	0.1	3.360851e-06	0.0	0.1	3.360851e-06	0.0	0.1
3.737511e-06	1.0	0.1	3.737511e-06	0.0	0.1	3.737511e-06	0.0	0.1	3.737511e-06	0.0	0.1
4.114171e-06	1.0	0.1	4.114171e-06	0.0	0.1	4.114171e-06	0.0	0.1	4.114171e-06	0.0	0.1
4.49083e-06	1.0	0.1	4.49083e-06	0.0	0.1	4.49083e-06	0.0	0.1	4.49083e-06	0.0	0.1
4.86749e-06	1.0	0.1	4.86749e-06	0.0	0.1	4.86749e-06	0.0	0.1	4.86749e-06	0.0	0.1
5.24415e-06	1.0	0.1	5.24415e-06	0.0	0.1	5.24415e-06	0.0	0.1	5.24415e-06	0.0	0.1
5.620809e-06	1.0	0.1	5.620809e-06	0.0	0.1	5.620809e-06	0.0	0.1	5.620809e-06	0.0	0.1
5.997469e-06	1.0000000199999999	0.1	5.997469e-06	0.0	0.1	5.997469e-06	0.0	0.1	5.997469e-06	0.0	0.1
