Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.664983e-13	9.771174772596e-06	0.1	1.664983e-13	1.900118e-09	0.1	1.664983e-13	1.7128736999999998e-07	0.1	1.664983e-13	2.978326e-11	0.1	1.664983e-13	6.994325e-09	0.1	1.664983e-13	3.062437e-09	0.1	1.664983e-13	9.878568e-13	0.1
3.998624e-13	9.514403908116e-06	0.1	3.998624e-13	4.503345e-09	0.1	3.998624e-13	4.0595344000000004e-07	0.1	3.998624e-13	7.058182e-11	0.1	3.998624e-13	1.657308e-08	0.1	3.998624e-13	7.258091e-09	0.1	3.998624e-13	2.34121e-12	0.1
8.934884e-13	8.993296230478e-06	0.1	8.934884e-13	9.786877e-09	0.1	8.934884e-13	8.8222012e-07	0.1	8.934884e-13	1.533669e-10	0.1	8.934884e-13	3.600075e-08	0.1	8.934884e-13	1.577365e-08	0.1	8.934884e-13	5.087822e-12	0.1
1.789273e-12	8.119493706878e-06	0.1	1.789273e-12	1.864756e-08	0.1	1.789273e-12	1.6808966e-06	0.1	1.789273e-12	2.921384e-10	0.1	1.789273e-12	6.853985e-08	0.1	1.789273e-12	3.005466e-08	0.1	1.789273e-12	9.693486e-12	0.1
3.068966e-12	7.01649116569278e-06	0.1	3.068966e-12	2.98346e-08	0.1	3.068966e-12	2.6891848e-06	0.1	3.068966e-12	4.672264e-10	0.1	3.068966e-12	1.095428e-07	0.1	3.068966e-12	4.808526e-08	0.1	3.068966e-12	1.550739e-11	0.1
3.923341e-12	6.36486076372713e-06	0.1	3.923341e-12	3.644489e-08	0.1	3.923341e-12	3.2849278e-06	0.1	3.923341e-12	5.706184e-10	0.1	3.923341e-12	1.337267e-07	0.1	3.923341e-12	5.873943e-08	0.1	3.923341e-12	1.894222e-11	0.1
4.939591e-12	5.6681430011985e-06	0.1	4.939591e-12	4.351362e-08	0.1	4.939591e-12	3.9219485e-06	0.1	4.939591e-12	6.811236e-10	0.1	4.939591e-12	1.595489e-07	0.1	4.939591e-12	7.013257e-08	0.1	4.939591e-12	2.261479e-11	0.1
6.198652e-12	4.90984611910494e-06	0.1	6.198652e-12	5.120849e-08	0.1	6.198652e-12	4.6153466e-06	0.1	6.198652e-12	8.013453e-10	0.1	6.198652e-12	1.876095e-07	0.1	6.198652e-12	8.2535e-08	0.1	6.198652e-12	2.661207e-11	0.1
8.456404e-12	3.7951829562220002e-06	0.1	8.456404e-12	6.252243e-08	0.1	8.456404e-12	5.6347641999999996e-06	0.1	8.456404e-12	9.779622e-10	0.1	8.456404e-12	2.287662e-07	0.1	8.456404e-12	1.007708e-07	0.1	8.456404e-12	3.248812e-11	0.1
1.071416e-11	2.93367324522416e-06	0.1	1.071416e-11	7.126943e-08	0.1	1.071416e-11	6.4228016999999995e-06	0.1	1.071416e-11	1.114374e-09	0.1	1.071416e-11	2.604921e-07	0.1	1.071416e-11	1.148694e-07	0.1	1.071416e-11	3.702987e-11	0.1
