Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
8.25483e-10	0.987577	0.1	8.25483e-10	5.029403e-06	0.1	8.25483e-10	2.4533672999999997e-109	0.1	8.25483e-10	0.001602867	0.1	8.25483e-10	3.3529357e-05	0.1	8.25483e-10	6.795827e-06	0.1	8.25483e-10	0.004563263	0.1
1.988083e-09	0.9704687	0.1	1.988083e-09	1.195568e-05	0.1	1.988083e-09	5.832039e-109	0.1	1.988083e-09	0.003810265	0.1	1.988083e-09	7.970451699999999e-05	0.1	1.988083e-09	1.615475e-05	0.1	1.988083e-09	0.01084759	0.1
4.313282e-09	0.9375517	0.1	4.313282e-09	2.528201e-05	0.1	4.313282e-09	1.2332688e-108	0.1	4.313282e-09	0.008057357	0.1	4.313282e-09	0.000168546783	0.1	4.313282e-09	3.416155e-05	0.1	4.313282e-09	0.0229388	0.1
7.568648e-09	0.8941794	0.1	7.568648e-09	4.284115e-05	0.1	7.568648e-09	2.089812e-108	0.1	7.568648e-09	0.01365344	0.1	7.568648e-09	0.00028560768	0.1	7.568648e-09	5.78878e-05	0.1	7.568648e-09	0.0388705	0.1
1.211223e-08	0.8384161	0.1	1.211223e-08	6.541677e-05	0.1	1.211223e-08	3.191061e-108	0.1	1.211223e-08	0.02084827	0.1	1.211223e-08	0.00043611173	0.1	1.211223e-08	8.839241e-05	0.1	1.211223e-08	0.05935375	0.1
1.907959e-08	0.7622589	0.1	1.907959e-08	9.62488e-05	0.1	1.907959e-08	4.695063e-108	0.1	1.907959e-08	0.03067441	0.1	1.907959e-08	0.00064165864	0.1	1.907959e-08	0.0001300533	0.1	1.907959e-08	0.08732818	0.1
2.862695e-08	0.6730521	0.1	2.862695e-08	0.0001323639	0.1	2.862695e-08	6.456773999999999e-108	0.1	2.862695e-08	0.04218427	0.1	2.862695e-08	0.00088242593	0.1	2.862695e-08	0.0001788527	0.1	2.862695e-08	0.120096	0.1
4.161804e-08	0.5735401	0.1	4.161804e-08	0.0001726511	0.1	4.161804e-08	8.422002e-108	0.1	4.161804e-08	0.05502375	0.1	4.161804e-08	0.00115100702	0.1	4.161804e-08	0.0002332895	0.1	4.161804e-08	0.1566492	0.1
5.547005e-08	0.4882942	0.1	5.547005e-08	0.0002071626	0.1	5.547005e-08	1.0105491e-107	0.1	5.547005e-08	0.06602255	0.1	5.547005e-08	0.00138108445	0.1	5.547005e-08	0.0002799222	0.1	5.547005e-08	0.1879622	0.1
6.932207e-08	0.4190931	0.1	6.932207e-08	0.0002351785	0.1	6.932207e-08	1.1472120000000002e-107	0.1	6.932207e-08	0.07495119	0.1	6.932207e-08	0.00156785686	0.1	6.932207e-08	0.0003177778	0.1	6.932207e-08	0.2133814	0.1
8.317409e-08	0.3620851	0.1	8.317409e-08	0.000258258	0.1	8.317409e-08	1.2597951000000001e-107	0.1	8.317409e-08	0.08230661	0.1	8.317409e-08	0.0017217196700000002	0.1	8.317409e-08	0.0003489633	0.1	8.317409e-08	0.2343219	0.1
9.70261e-08	0.3145506	0.1	9.70261e-08	0.0002775022	0.1	9.70261e-08	1.3536692999999999e-107	0.1	9.70261e-08	0.08843972	0.1	9.70261e-08	0.00185001487	0.1	9.70261e-08	0.0003749665	0.1	9.70261e-08	0.2517825	0.1
1.13671e-07	0.2672125	0.1	1.13671e-07	0.000296667	0.1	1.13671e-07	1.4471556000000002e-107	0.1	1.13671e-07	0.0945475	0.1	1.13671e-07	0.0019777798999999997	0.1	1.13671e-07	0.0004008623	0.1	1.13671e-07	0.269171	0.1
1.303159e-07	0.2282353	0.1	1.303159e-07	0.0003124468	0.1	1.303159e-07	1.5241302e-107	0.1	1.303159e-07	0.09957651	0.1	1.303159e-07	0.0020829782	0.1	1.303159e-07	0.0004221843	0.1	1.303159e-07	0.2834882	0.1
1.469608e-07	0.1958222	0.1	1.469608e-07	0.0003255692	0.1	1.469608e-07	1.5881418e-107	0.1	1.469608e-07	0.1037586	0.1	1.469608e-07	0.002170461	0.1	1.469608e-07	0.0004399155	0.1	1.469608e-07	0.2953944	0.1
1.636057e-07	0.1686443	0.1	1.636057e-07	0.0003365721	0.1	1.636057e-07	1.6418145e-107	0.1	1.636057e-07	0.1072652	0.1	1.636057e-07	0.0022438131	0.1	1.636057e-07	0.0004547829	0.1	1.636057e-07	0.3053775	0.1
1.802506e-07	0.1456979	0.1	1.802506e-07	0.0003458619	0.1	1.802506e-07	1.6871304e-107	0.1	1.802506e-07	0.1102258	0.1	1.802506e-07	0.0023057452	0.1	1.802506e-07	0.0004673355	0.1	1.802506e-07	0.3138062	0.1
1.968955e-07	0.126211	0.1	1.968955e-07	0.0003537512	0.1	1.968955e-07	1.7256144e-107	0.1	1.968955e-07	0.1127401	0.1	1.968955e-07	0.0023583401	0.1	1.968955e-07	0.0004779957	0.1	1.968955e-07	0.3209643	0.1
2.135404e-07	0.1095796	0.1	2.135404e-07	0.0003604844	0.1	2.135404e-07	1.758459e-107	0.1	2.135404e-07	0.114886	0.1	2.135404e-07	0.0024032283	0.1	2.135404e-07	0.0004870937	0.1	2.135404e-07	0.3270734	0.1
2.301853e-07	0.09532536	0.1	2.301853e-07	0.0003662552	0.1	2.301853e-07	1.7866092e-107	0.1	2.301853e-07	0.1167251	0.1	2.301853e-07	0.0024416997999999997	0.1	2.301853e-07	0.0004948914	0.1	2.301853e-07	0.3323093	0.1
2.468303e-07	0.08306413	0.1	2.468303e-07	0.0003712192	0.1	2.468303e-07	1.8108237e-107	0.1	2.468303e-07	0.1183071	0.1	2.468303e-07	0.0024747928000000002	0.1	2.468303e-07	0.0005015988	0.1	2.468303e-07	0.3368132	0.1
2.634752e-07	0.07248436	0.1	2.634752e-07	0.0003755024	0.1	2.634752e-07	1.8317172e-107	0.1	2.634752e-07	0.1196722	0.1	2.634752e-07	0.0025033473999999997	0.1	2.634752e-07	0.0005073864	0.1	2.634752e-07	0.3406994	0.1
