Batch	m_SP	2	P2_L	W4_L	
2.077387e-10	9.735828332294999e-06	0.1	2.077387e-10	8.441573e-08	0.1
4.453105e-10	9.4428623060038e-06	0.1	4.453105e-10	1.784558e-07	0.1
1.011691e-09	8.7809892297603e-06	0.1	1.011691e-09	3.92319e-07	0.1
1.802641e-09	7.9366499457553e-06	0.1	1.802641e-09	6.680999e-07	0.1
2.36737e-09	7.385884461449601e-06	0.1	2.36737e-09	8.498817e-07	0.1
3.202303e-09	6.643343178871e-06	0.1	3.202303e-09	1.097467e-06	0.1
4.455192e-09	5.6712232603096e-06	0.1	4.455192e-09	1.426264e-06	0.1
5.81257e-09	4.782505565023901e-06	0.1	5.81257e-09	1.731899e-06	0.1
7.51003e-09	3.8692705222243e-06	0.1	7.51003e-09	2.051532e-06	0.1
9.434212e-09	3.0474406406340002e-06	0.1	9.434212e-09	2.344571e-06	0.1
1.135839e-08	2.40323519828896e-06	0.1	1.135839e-08	2.578297e-06	0.1
1.328258e-08	1.89720478923448e-06	0.1	1.328258e-08	2.764679e-06	0.1
1.520676e-08	1.4990064242697001e-06	0.1	1.520676e-08	2.913267e-06	0.1
1.713094e-08	1.18519833961984e-06	0.1	1.713094e-08	3.031688e-06	0.1
1.921778e-08	9.1922048349964e-07	0.1	1.921778e-08	3.13307e-06	0.1
2.154862e-08	6.924522957722e-07	0.1	2.154862e-08	3.220317e-06	0.1
2.387946e-08	5.2185017935482e-07	0.1	2.387946e-08	3.286499e-06	0.1
2.630559e-08	3.8887501120776e-07	0.1	2.630559e-08	3.338443e-06	0.1
2.911291e-08	2.7675812106997997e-07	0.1	2.911291e-08	3.382511e-06	0.1
3.192023e-08	1.9698419947984003e-07	0.1	3.192023e-08	3.414032e-06	0.1
3.484184e-08	1.38274569454992e-07	0.1	3.484184e-08	3.437327e-06	0.1
