Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.457936e-11	9.741056874965999e-06	0.1	2.457936e-11	1.9198589e-11	0.1	2.457936e-11	2.5683807599999997e-07	0.1	2.457936e-11	5.6508486e-17	0.1
5.243127e-11	9.456100974198001e-06	0.1	5.243127e-11	4.03722917e-11	0.1	5.243127e-11	5.396937399999999e-07	0.1	5.243127e-11	2.5085755e-16	0.1
1.174786e-10	8.823213832194e-06	0.1	1.174786e-10	8.7520262e-11	0.1	1.174786e-10	1.16790668e-06	0.1	1.174786e-10	1.18922197e-15	0.1
2.332376e-10	7.801494266993999e-06	0.1	2.332376e-10	1.6403526000000001e-10	0.1	2.332376e-10	2.18205128e-06	0.1	2.332376e-10	4.2382211199999995e-15	0.1
3.432136e-10	6.942191513392799e-06	0.1	3.432136e-10	2.2884583200000001e-10	0.1	3.432136e-10	3.03494661e-06	0.1	3.432136e-10	8.3523896e-15	0.1
4.254981e-10	6.3625736159826e-06	0.1	4.254981e-10	2.72850877e-10	0.1	4.254981e-10	3.61022314e-06	0.1	4.254981e-10	1.19756697e-14	0.1
5.380705e-10	5.6480933758732e-06	0.1	5.380705e-10	3.27485994e-10	0.1	5.380705e-10	4.3193227e-06	0.1	5.380705e-10	1.74378437e-14	0.1
6.977471e-10	4.7714262995654e-06	0.1	6.977471e-10	3.95270798e-10	0.1	6.977471e-10	5.1893355e-06	0.1	6.977471e-10	2.57442275e-14	0.1
9.167218e-10	3.7878312118606e-06	0.1	9.167218e-10	4.72690415e-10	0.1	9.167218e-10	6.1653701e-06	0.1	9.167218e-10	3.73686703e-14	0.1
1.135697e-09	3.0083189224182e-06	0.1	1.135697e-09	5.355984780000001e-10	0.1	1.135697e-09	6.938784399999999e-06	0.1	1.135697e-09	4.8522271899999996e-14	0.1
1.354671e-09	2.3900860073238003e-06	0.1	1.354671e-09	5.870401600000001e-10	0.1	1.354671e-09	7.5520783e-06	0.1	1.354671e-09	5.87626316e-14	0.1
1.573646e-09	1.8994741697568e-06	0.1	1.573646e-09	6.2941622e-10	0.1	1.573646e-09	8.0386696e-06	0.1	1.573646e-09	6.790198700000001e-14	0.1
1.792621e-09	1.5099591482130398e-06	0.1	1.792621e-09	6.6462265e-10	0.1	1.792621e-09	8.4248929e-06	0.1	1.792621e-09	7.590533e-14	0.1
2.011596e-09	1.2005935886479802e-06	0.1	2.011596e-09	6.9415938e-10	0.1	2.011596e-09	8.731544200000001e-06	0.1	2.011596e-09	8.2824297e-14	0.1
2.274993e-09	9.1148504693446e-07	0.1	2.274993e-09	7.238368600000001e-10	0.1	2.274993e-09	9.017985300000001e-06	0.1	2.274993e-09	8.9848201e-14	0.1
2.53839e-09	6.9220487362564e-07	0.1	2.53839e-09	7.4861868e-10	0.1	2.53839e-09	9.2351041e-06	0.1	2.53839e-09	9.564433299999999e-14	0.1
2.801787e-09	5.2584630986346e-07	0.1	2.801787e-09	7.697180099999999e-10	0.1	2.801787e-09	9.3996826e-06	0.1	2.801787e-09	1.00416307e-13	0.1
3.075997e-09	3.9513944205310004e-07	0.1	3.075997e-09	7.8875747e-10	0.1	3.075997e-09	9.5288446e-06	0.1	3.075997e-09	1.04497944e-13	0.1
3.393463e-09	2.840046747929e-07	0.1	3.393463e-09	8.080715899999999e-10	0.1	3.393463e-09	9.638481099999999e-06	0.1	3.393463e-09	1.08331351e-13	0.1
3.710928e-09	2.042965289877e-07	0.1	3.710928e-09	8.252968500000001e-10	0.1	3.710928e-09	9.7169165e-06	0.1	3.710928e-09	1.1143047300000001e-13	0.1
4.028394e-09	1.471222974952e-07	0.1	4.028394e-09	8.4106961e-10	0.1	4.028394e-09	9.7729846e-06	0.1	4.028394e-09	1.13980543e-13	0.1
4.397437e-09	1.0063958116812001e-07	0.1	4.397437e-09	8.581760900000001e-10	0.1	4.397437e-09	9.818327300000001e-06	0.1	4.397437e-09	1.16441584e-13	0.1
