Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
7.577255e-14	9.81271987182e-06	0.1	7.577255e-14	2.817371e-11	0.1	7.577255e-14	1.8697097e-07	0.1	7.577255e-14	1.216592e-13	0.1	7.577255e-14	2.542952e-11	0.1	7.577255e-14	1.1954615e-10	0.1	7.577255e-14	7.656298e-17	0.1
1.798314e-13	9.561361385430001e-06	0.1	1.798314e-13	6.600744e-11	0.1	1.798314e-13	4.3804928999999995e-07	0.1	1.798314e-13	2.850321e-13	0.1	1.798314e-13	5.957814e-11	0.1	1.798314e-13	2.8008153e-10	0.1	1.798314e-13	1.793774e-16	0.1
3.980922e-13	9.05486345046e-06	0.1	3.980922e-13	1.42244e-10	0.1	3.980922e-13	9.4398292e-07	0.1	3.980922e-13	6.142354e-13	0.1	3.980922e-13	1.283891e-10	0.1	3.980922e-13	6.035671e-10	0.1	3.980922e-13	3.865527e-16	0.1
7.93525e-13	8.204576953410001e-06	0.1	7.93525e-13	2.702266e-10	0.1	7.93525e-13	1.7933218e-06	0.1	7.93525e-13	1.166888e-12	0.1	7.93525e-13	2.439058e-10	0.1	7.93525e-13	1.14662032e-09	0.1	7.93525e-13	7.343495e-16	0.1
1.382948e-12	7.08306416865e-06	0.1	1.382948e-12	4.390333e-10	0.1	1.382948e-12	2.9135840000000003e-06	0.1	1.382948e-12	1.895826e-12	0.1	1.382948e-12	3.962703e-10	0.1	1.382948e-12	1.86289744e-09	0.1	1.382948e-12	1.193087e-15	0.1
2.070445e-12	5.96711732823e-06	0.1	2.070445e-12	6.070021e-10	0.1	2.070445e-12	4.0282874e-06	0.1	2.070445e-12	2.621146e-12	0.1	2.070445e-12	5.478786e-10	0.1	2.070445e-12	2.5756206e-09	0.1	2.070445e-12	1.649548e-15	0.1
2.795243e-12	4.98044719503e-06	0.1	2.795243e-12	7.555128e-10	0.1	2.795243e-12	5.013857800000001e-06	0.1	2.795243e-12	3.262443e-12	0.1	2.795243e-12	6.819239e-10	0.1	2.795243e-12	3.2057783e-09	0.1	2.795243e-12	2.053131e-15	0.1
3.669245e-12	4.00509794862e-06	0.1	3.669245e-12	9.023193e-10	0.1	3.669245e-12	5.988119e-06	0.1	3.669245e-12	3.89638e-12	0.1	3.669245e-12	8.144311e-10	0.1	3.669245e-12	3.8287048e-09	0.1	3.669245e-12	2.452082e-15	0.1
4.543246e-12	3.2207577921000002e-06	0.1	4.543246e-12	1.020376e-09	0.1	4.543246e-12	6.7715854e-06	0.1	4.543246e-12	4.406171e-12	0.1	4.543246e-12	9.209886e-10	0.1	4.543246e-12	4.3296406e-09	0.1	4.543246e-12	2.772905e-15	0.1
5.417247e-12	2.5900190995500002e-06	0.1	5.417247e-12	1.115313e-09	0.1	5.417247e-12	7.4016208e-06	0.1	5.417247e-12	4.816126e-12	0.1	5.417247e-12	1.006678e-09	0.1	5.417247e-12	4.7324746e-09	0.1	5.417247e-12	3.030899e-15	0.1
6.291248e-12	2.08280117178e-06	0.1	6.291248e-12	1.191658e-09	0.1	6.291248e-12	7.9082731e-06	0.1	6.291248e-12	5.145798e-12	0.1	6.291248e-12	1.075587e-09	0.1	6.291248e-12	5.0564203e-09	0.1	6.291248e-12	3.238369e-15	0.1
7.308763e-12	1.61603283951e-06	0.1	7.308763e-12	1.261914e-09	0.1	7.308763e-12	8.3745222e-06	0.1	7.308763e-12	5.44918e-12	0.1	7.308763e-12	1.139001e-09	0.1	7.308763e-12	5.3545316e-09	0.1	7.308763e-12	3.429293e-15	0.1
8.362156e-12	1.24270157286e-06	0.1	8.362156e-12	1.318107e-09	0.1	8.362156e-12	8.7474361e-06	0.1	8.362156e-12	5.691831e-12	0.1	8.362156e-12	1.18972e-09	0.1	8.362156e-12	5.5929671e-09	0.1	8.362156e-12	3.581999e-15	0.1
9.415549e-12	9.556158437460001e-07	0.1	9.415549e-12	1.361318e-09	0.1	9.415549e-12	9.034201800000001e-06	0.1	9.415549e-12	5.878426e-12	0.1	9.415549e-12	1.228722e-09	0.1	9.415549e-12	5.7763209e-09	0.1	9.415549e-12	3.699427e-15	0.1
1.046894e-11	7.34852151405e-07	0.1	1.046894e-11	1.394547e-09	0.1	1.046894e-11	9.2547202e-06	0.1	1.046894e-11	6.021914e-12	0.1	1.046894e-11	1.258714e-09	0.1	1.046894e-11	5.917315400000001e-09	0.1	1.046894e-11	3.789727e-15	0.1
1.160893e-11	5.53017069774e-07	0.1	1.160893e-11	1.421916e-09	0.1	1.160893e-11	9.4363524e-06	0.1	1.160893e-11	6.140101e-12	0.1	1.160893e-11	1.283418e-09	0.1	1.160893e-11	6.0334483e-09	0.1	1.160893e-11	3.864104e-15	0.1
1.28788e-11	4.02911870841e-07	0.1	1.28788e-11	1.444509e-09	0.1	1.28788e-11	9.5862901e-06	0.1	1.28788e-11	6.237665e-12	0.1	1.28788e-11	1.303811e-09	0.1	1.28788e-11	6.129316700000001e-09	0.1	1.28788e-11	3.925502e-15	0.1
