Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
2.300554e-10	1.0000000936	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1	2.300554e-10	0.0	0.1
8.044927e-10	0.9999999856999999	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1	8.044927e-10	0.0	0.1
1.461969e-09	0.9999999821999999	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1	1.461969e-09	0.0	0.1
2.23309e-09	1.0000000821	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1	2.23309e-09	0.0	0.1
3.167166e-09	0.9999999843999999	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1	3.167166e-09	0.0	0.1
4.330369e-09	0.9999999889	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1	4.330369e-09	0.0	0.1
5.858246e-09	0.9999999955999999	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1	5.858246e-09	0.0	0.1
8.034091e-09	1.0000001053999998	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1	8.034091e-09	0.0	0.1
1.183963e-08	1.0000000227999999	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1	1.183963e-08	0.0	0.1
1.909762e-08	1.0000000559	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1	1.909762e-08	0.0	0.1
3.434778e-08	1.0000000252999999	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1	3.434778e-08	0.0	0.1
5.960026e-08	1.0000000396	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1	5.960026e-08	0.0	0.1
1.087932e-07	1.0000000604	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1	1.087932e-07	0.0	0.1
1.962475e-07	0.9999999462999999	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1	1.962475e-07	0.0	0.1
3.150876e-07	0.9999999571	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1	3.150876e-07	0.0	0.1
4.720174e-07	1.0000000076	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1	4.720174e-07	0.0	0.1
