Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
0.9265815	0.987664	0.1	0.9265815	9.100723789999999e-07	0.1	0.9265815	3.839056e-09	0.1	0.9265815	0.006065872	0.1	0.9265815	5.9449306000000003e-08	0.1	0.9265815	2.023171e-09	0.1	0.9265815	4.366111e-09	0.1
1.143228	0.9847896	0.1	1.143228	1.127215263e-06	0.1	1.143228	4.733101e-09	0.1	1.143228	0.007495333	0.1	1.143228	6.11065051e-08	0.1	1.143228	2.097847e-09	0.1	1.143228	5.310225e-09	0.1
1.359874	0.9819231	0.1	1.359874	1.343945752e-06	0.1	1.359874	5.612703e-09	0.1	1.359874	0.008923204	0.1	1.359874	6.17511768e-08	0.1	1.359874	2.133653e-09	0.1	1.359874	6.21246e-09	0.1
1.57652	0.9790658	0.1	1.57652	1.559948066e-06	0.1	1.57652	6.474417e-09	0.1	1.57652	0.01034812	0.1	1.57652	6.19540572e-08	0.1	1.57652	2.150425e-09	0.1	1.57652	7.068515e-09	0.1
1.793166	0.9762187	0.1	1.793166	1.7750855789999998e-06	0.1	1.793166	7.315704e-09	0.1	1.793166	0.01176914	0.1	1.793166	6.196765369999999e-08	0.1	1.793166	2.157698e-09	0.1	1.793166	7.875184e-09	0.1
2.009813	0.9733824	0.1	2.009813	1.9893046e-06	0.1	2.009813	8.134558e-09	0.1	2.009813	0.01318561	0.1	2.009813	6.19009612e-08	0.1	2.009813	2.160074e-09	0.1	2.009813	8.630335e-09	0.1
2.271837	0.9699669	0.1	2.271837	2.24713642e-06	0.1	2.271837	9.092615e-09	0.1	2.271837	0.01489204	0.1	2.271837	6.17773536e-08	0.1	2.271837	2.159566e-09	0.1	2.271837	9.473298e-09	0.1
2.53386	0.9665682	0.1	2.53386	2.5035866900000003e-06	0.1	2.53386	1.001308e-08	0.1	2.53386	0.01659064	0.1	2.53386	6.16363228e-08	0.1	2.53386	2.157144e-09	0.1	2.53386	1.023912e-08	0.1
2.807073	0.9630425	0.1	2.807073	2.76952395e-06	0.1	2.807073	1.093082e-08	0.1	2.807073	0.0183531	0.1	2.807073	6.148334510000001e-08	0.1	2.807073	2.153583e-09	0.1	2.807073	1.09571e-08	0.1
3.125041	0.9589628	0.1	3.125041	3.07715509e-06	0.1	3.125041	1.194284e-08	0.1	3.125041	0.02039283	0.1	3.125041	6.13035135e-08	0.1	3.125041	2.148775e-09	0.1	3.125041	1.169343e-08	0.1
