Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.583861e-09	1.000000012	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1	4.583861e-09	0.0	0.1
4.215455e-07	1.000000057	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1	4.215455e-07	0.0	0.1
1.603995e-06	1.00000004	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1	1.603995e-06	0.0	0.1
3.059479e-06	0.999999958	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1	3.059479e-06	0.0	0.1
6.354118e-06	0.9999999869999999	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1	6.354118e-06	0.0	0.1
9.648757e-06	0.999999977	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1	9.648757e-06	0.0	0.1
1.478556e-05	0.999999969	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1	1.478556e-05	0.0	0.1
2.090628e-05	0.999999972	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1	2.090628e-05	0.0	0.1
2.768294e-05	0.9999999759999999	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1	2.768294e-05	0.0	0.1
