Batch	m_SP	2	P2_L	W4_L	
2.365484e-12	9.764794723680902e-06	0.1	2.365484e-12	1.115058e-07	0.1
5.127793e-12	9.4976821429452e-06	0.1	5.127793e-12	2.389194e-07	0.1
1.050683e-11	8.999284410852799e-06	0.1	1.050683e-11	4.786175e-07	0.1
2.006957e-11	8.179684859015999e-06	0.1	2.006957e-11	8.785478e-07	0.1
3.300312e-11	7.193267499496e-06	0.1	3.300312e-11	1.369912e-06	0.1
4.98572e-11	6.0903118373651995e-06	0.1	4.98572e-11	1.933317e-06	0.1
6.671128e-11	5.1617989217227e-06	0.1	6.671128e-11	2.420078e-06	0.1
9.151242e-11	4.0531953957138005e-06	0.1	9.151242e-11	3.017719e-06	0.1
1.163136e-10	3.187922676092e-06	0.1	1.163136e-10	3.497993e-06	0.1
1.411147e-10	2.5107604979173e-06	0.1	1.411147e-10	3.883271e-06	0.1
1.659158e-10	1.9796148779571e-06	0.1	1.659158e-10	4.191859e-06	0.1
1.90717e-10	1.5622182745493899e-06	0.1	1.90717e-10	4.438677e-06	0.1
2.155181e-10	1.23370091384344e-06	0.1	2.155181e-10	4.635843e-06	0.1
2.413696e-10	9.651450359632e-07	0.1	2.413696e-10	4.799075e-06	0.1
2.714225e-10	7.2593600452065e-07	0.1	2.714225e-10	4.946144e-06	0.1
3.014754e-10	5.4626258012564e-07	0.1	3.014754e-10	5.057721e-06	0.1
3.315282e-10	4.111910078157e-07	0.1	3.315282e-10	5.142267e-06	0.1
3.678891e-10	2.9168811180664003e-07	0.1	3.678891e-10	5.217565e-06	0.1
4.042499e-10	2.0695892007913198e-07	0.1	4.042499e-10	5.271236e-06	0.1
4.406107e-10	1.46863546442028e-07	0.1	4.406107e-10	5.309435e-06	0.1
