Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.007403e-09	1.0	0.1	1.007403e-09	0.0	0.1	1.007403e-09	0.0	0.1	1.007403e-09	0.0	0.1
7.80957e-09	1.0	0.1	7.80957e-09	0.0	0.1	7.80957e-09	0.0	0.1	7.80957e-09	0.0	0.1
2.037422e-08	1.0	0.1	2.037422e-08	0.0	0.1	2.037422e-08	0.0	0.1	2.037422e-08	0.0	0.1
4.168463e-08	1.0	0.1	4.168463e-08	0.0	0.1	4.168463e-08	0.0	0.1	4.168463e-08	0.0	0.1
7.032362e-08	1.0	0.1	7.032362e-08	0.0	0.1	7.032362e-08	0.0	0.1	7.032362e-08	0.0	0.1
9.896262e-08	1.0	0.1	9.896262e-08	0.0	0.1	9.896262e-08	0.0	0.1	9.896262e-08	0.0	0.1
1.544993e-07	1.0	0.1	1.544993e-07	0.0	0.1	1.544993e-07	0.0	0.1	1.544993e-07	0.0	0.1
2.544653e-07	1.0	0.1	2.544653e-07	0.0	0.1	2.544653e-07	0.0	0.1	2.544653e-07	0.0	0.1
3.754627e-07	1.0	0.1	3.754627e-07	0.0	0.1	3.754627e-07	0.0	0.1	3.754627e-07	0.0	0.1
5.113464e-07	1.0	0.1	5.113464e-07	0.0	0.1	5.113464e-07	0.0	0.1	5.113464e-07	0.0	0.1
6.752567e-07	1.0	0.1	6.752567e-07	0.0	0.1	6.752567e-07	0.0	0.1	6.752567e-07	0.0	0.1
8.39167e-07	1.0	0.1	8.39167e-07	0.0	0.1	8.39167e-07	0.0	0.1	8.39167e-07	0.0	0.1
1.003077e-06	1.0	0.1	1.003077e-06	0.0	0.1	1.003077e-06	0.0	0.1	1.003077e-06	0.0	0.1
1.166988e-06	0.99999997	0.1	1.166988e-06	0.0	0.1	1.166988e-06	0.0	0.1	1.166988e-06	0.0	0.1
1.330898e-06	1.00000003	0.1	1.330898e-06	0.0	0.1	1.330898e-06	0.0	0.1	1.330898e-06	0.0	0.1
1.494808e-06	0.99999995	0.1	1.494808e-06	0.0	0.1	1.494808e-06	0.0	0.1	1.494808e-06	0.0	0.1
1.658719e-06	0.99999999	0.1	1.658719e-06	0.0	0.1	1.658719e-06	0.0	0.1	1.658719e-06	0.0	0.1
1.822629e-06	0.99999996	0.1	1.822629e-06	0.0	0.1	1.822629e-06	0.0	0.1	1.822629e-06	0.0	0.1
1.986539e-06	0.9999999599999999	0.1	1.986539e-06	0.0	0.1	1.986539e-06	0.0	0.1	1.986539e-06	0.0	0.1
2.150449e-06	1.00000002	0.1	2.150449e-06	0.0	0.1	2.150449e-06	0.0	0.1	2.150449e-06	0.0	0.1
2.31436e-06	0.99999996	0.1	2.31436e-06	0.0	0.1	2.31436e-06	0.0	0.1	2.31436e-06	0.0	0.1
2.47827e-06	0.99999998	0.1	2.47827e-06	0.0	0.1	2.47827e-06	0.0	0.1	2.47827e-06	0.0	0.1
2.64218e-06	1.00000002	0.1	2.64218e-06	0.0	0.1	2.64218e-06	0.0	0.1	2.64218e-06	0.0	0.1
2.806091e-06	1.00000005	0.1	2.806091e-06	0.0	0.1	2.806091e-06	0.0	0.1	2.806091e-06	0.0	0.1
2.970001e-06	1.00000002	0.1	2.970001e-06	0.0	0.1	2.970001e-06	0.0	0.1	2.970001e-06	0.0	0.1
3.133911e-06	1.0	0.1	3.133911e-06	0.0	0.1	3.133911e-06	0.0	0.1	3.133911e-06	0.0	0.1
3.297822e-06	0.99999999	0.1	3.297822e-06	0.0	0.1	3.297822e-06	0.0	0.1	3.297822e-06	0.0	0.1
3.461732e-06	1.00000002	0.1	3.461732e-06	0.0	0.1	3.461732e-06	0.0	0.1	3.461732e-06	0.0	0.1
3.625642e-06	1.00000005	0.1	3.625642e-06	0.0	0.1	3.625642e-06	0.0	0.1	3.625642e-06	0.0	0.1
3.789553e-06	1.00000003	0.1	3.789553e-06	0.0	0.1	3.789553e-06	0.0	0.1	3.789553e-06	0.0	0.1
3.953463e-06	1.0000000199999999	0.1	3.953463e-06	0.0	0.1	3.953463e-06	0.0	0.1	3.953463e-06	0.0	0.1
4.117373e-06	0.999999996	0.1	4.117373e-06	0.0	0.1	4.117373e-06	0.0	0.1	4.117373e-06	0.0	0.1
4.281283e-06	1.000000049	0.1	4.281283e-06	0.0	0.1	4.281283e-06	0.0	0.1	4.281283e-06	0.0	0.1
4.445194e-06	0.999999986	0.1	4.445194e-06	0.0	0.1	4.445194e-06	0.0	0.1	4.445194e-06	0.0	0.1
4.609104e-06	1.000000034	0.1	4.609104e-06	0.0	0.1	4.609104e-06	0.0	0.1	4.609104e-06	0.0	0.1
4.805907e-06	0.9999999589999999	0.1	4.805907e-06	0.0	0.1	4.805907e-06	0.0	0.1	4.805907e-06	0.0	0.1
5.002711e-06	1.000000045	0.1	5.002711e-06	0.0	0.1	5.002711e-06	0.0	0.1	5.002711e-06	0.0	0.1
5.199514e-06	0.99999998	0.1	5.199514e-06	0.0	0.1	5.199514e-06	0.0	0.1	5.199514e-06	0.0	0.1
5.396318e-06	0.999999985	0.1	5.396318e-06	0.0	0.1	5.396318e-06	0.0	0.1	5.396318e-06	0.0	0.1
5.593121e-06	0.999999959	0.1	5.593121e-06	0.0	0.1	5.593121e-06	0.0	0.1	5.593121e-06	0.0	0.1
5.789924e-06	0.99999997	0.1	5.789924e-06	0.0	0.1	5.789924e-06	0.0	0.1	5.789924e-06	0.0	0.1
5.986728e-06	0.999999996	0.1	5.986728e-06	0.0	0.1	5.986728e-06	0.0	0.1	5.986728e-06	0.0	0.1
6.183531e-06	0.999999996	0.1	6.183531e-06	0.0	0.1	6.183531e-06	0.0	0.1	6.183531e-06	0.0	0.1
6.380334e-06	1.000000016	0.1	6.380334e-06	0.0	0.1	6.380334e-06	0.0	0.1	6.380334e-06	0.0	0.1
6.585132e-06	0.999999995	0.1	6.585132e-06	0.0	0.1	6.585132e-06	0.0	0.1	6.585132e-06	0.0	0.1
6.821905e-06	1.000000046	0.1	6.821905e-06	0.0	0.1	6.821905e-06	0.0	0.1	6.821905e-06	0.0	0.1
7.058679e-06	0.999999964	0.1	7.058679e-06	0.0	0.1	7.058679e-06	0.0	0.1	7.058679e-06	0.0	0.1
7.295453e-06	1.000000003	0.1	7.295453e-06	0.0	0.1	7.295453e-06	0.0	0.1	7.295453e-06	0.0	0.1
7.532227e-06	1.0000000086	0.1	7.532227e-06	0.0	0.1	7.532227e-06	0.0	0.1	7.532227e-06	0.0	0.1
7.769e-06	1.0000000354	0.1	7.769e-06	0.0	0.1	7.769e-06	0.0	0.1	7.769e-06	0.0	0.1
8.005774e-06	0.9999999955000001	0.1	8.005774e-06	0.0	0.1	8.005774e-06	0.0	0.1	8.005774e-06	0.0	0.1
8.262106e-06	1.0000000386	0.1	8.262106e-06	0.0	0.1	8.262106e-06	0.0	0.1	8.262106e-06	0.0	0.1
