Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
2.918553e-09	0.9887750936999999	0.1	2.918553e-09	0.01097236731	0.1	2.918553e-09	2.5223e-05	0.1	2.918553e-09	6.119527e-05	0.1	2.918553e-09	4.031357e-09	0.1
3.862019e-09	0.9851666339	0.1	3.862019e-09	0.01449242476	0.1	3.862019e-09	4.148547e-05	0.1	3.862019e-09	8.08229e-05	0.1	3.862019e-09	5.324369e-09	0.1
4.805485e-09	0.9815690444	0.1	4.805485e-09	0.0179991585	0.1	4.805485e-09	6.055442e-05	0.1	4.805485e-09	0.000100376	0.1	4.805485e-09	6.612471e-09	0.1
5.862888e-09	0.9775503185000001	0.1	5.862888e-09	0.0219136462	0.1	5.862888e-09	8.464024e-05	0.1	5.862888e-09	0.0001222024	0.1	5.862888e-09	8.050335e-09	0.1
7.052601e-09	0.9730462881999999	0.1	7.052601e-09	0.0262982225	0.1	7.052601e-09	0.0001144776	0.1	7.052601e-09	0.0001466497	0.1	7.052601e-09	9.660852e-09	0.1
8.467727e-09	0.9677135003	0.1	8.467727e-09	0.0314865098	0.1	8.467727e-09	0.0001528729	0.1	8.467727e-09	0.000175578	0.1	8.467727e-09	1.156657e-08	0.1
9.882854e-09	0.962408107	0.1	9.882854e-09	0.036645685	0.1	9.882854e-09	0.0001936191	0.1	9.882854e-09	0.0002043438	0.1	9.882854e-09	1.346158e-08	0.1
1.159649e-08	0.9560209465	0.1	1.159649e-08	0.0428544686	0.1	1.159649e-08	0.0002451923	0.1	1.159649e-08	0.0002389616	0.1	1.159649e-08	1.574211e-08	0.1
1.331013e-08	0.9496750141	0.1	1.331013e-08	0.049021224200000005	0.1	1.331013e-08	0.0002984292	0.1	1.331013e-08	0.000273345	0.1	1.331013e-08	1.800719e-08	0.1
1.502376e-08	0.9433705198000001	0.1	1.502376e-08	0.0551463179	0.1	1.502376e-08	0.0003527332	0.1	1.502376e-08	0.0003074959	0.1	1.502376e-08	2.025696e-08	0.1
1.695218e-08	0.9363256476	0.1	1.695218e-08	0.0619896473	0.1	1.695218e-08	0.0004145983	0.1	1.695218e-08	0.0003456513	0.1	1.695218e-08	2.277053e-08	0.1
1.902377e-08	0.9288161754	0.1	1.902377e-08	0.0692832727	0.1	1.902377e-08	0.0004814964	0.1	1.902377e-08	0.0003863173	0.1	1.902377e-08	2.544949e-08	0.1
2.109537e-08	0.9213672339999999	0.1	2.109537e-08	0.07651752140000001	0.1	2.109537e-08	0.0005485143	0.1	2.109537e-08	0.0004266521	0.1	2.109537e-08	2.810665e-08	0.1
2.350974e-08	0.9127616224	0.1	2.350974e-08	0.0848745577	0.1	2.350974e-08	0.0006264754	0.1	2.350974e-08	0.0004732471	0.1	2.350974e-08	3.11762e-08	0.1
2.600981e-08	0.9039361028	0.1	2.600981e-08	0.09344482900000001	0.1	2.600981e-08	0.0007068118	0.1	2.600981e-08	0.0005210309	0.1	2.600981e-08	3.432406e-08	0.1
2.872296e-08	0.8944559399	0.1	2.872296e-08	0.1026505186	0.1	2.872296e-08	0.0007933717	0.1	2.872296e-08	0.0005723575	0.1	2.872296e-08	3.770532e-08	0.1
3.175571e-08	0.8839780442000001	0.1	3.175571e-08	0.11282489999999999	0.1	3.175571e-08	0.0008892307	0.1	3.175571e-08	0.000629085	0.1	3.175571e-08	4.144237e-08	0.1
3.505569e-08	0.872717963	0.1	3.505569e-08	0.1237586488	0.1	3.505569e-08	0.0009923699	0.1	3.505569e-08	0.0006900467	0.1	3.505569e-08	4.545836e-08	0.1
3.875652e-08	0.8602626548000001	0.1	3.875652e-08	0.1358529476	0.1	3.875652e-08	0.001106536	0.1	3.875652e-08	0.0007574784	0.1	3.875652e-08	4.990058e-08	0.1
4.295409e-08	0.8463532746	0.1	4.295409e-08	0.1493591758	0.1	4.295409e-08	0.001234078	0.1	4.295409e-08	0.0008327826	0.1	4.295409e-08	5.486142e-08	0.1
4.767988e-08	0.8309656681999998	0.1	4.767988e-08	0.16430058409999998	0.1	4.767988e-08	0.001375202	0.1	4.767988e-08	0.0009160892	0.1	4.767988e-08	6.034943e-08	0.1
5.319388e-08	0.8133691191	0.1	5.319388e-08	0.1813871	0.1	5.319388e-08	0.001536599	0.1	5.319388e-08	0.001011355	0.1	5.319388e-08	6.662528e-08	0.1
5.98555e-08	0.7926121724	0.1	5.98555e-08	0.201542133	0.1	5.98555e-08	0.001726989	0.1	5.98555e-08	0.00112373	0.1	5.98555e-08	7.402827e-08	0.1
6.774813e-08	0.7687117910000001	0.1	6.774813e-08	0.224749654	0.1	6.774813e-08	0.001946215	0.1	6.774813e-08	0.001253124	0.1	6.774813e-08	8.255239e-08	0.1
7.70569e-08	0.7414576684	0.1	7.70569e-08	0.25121360800000003	0.1	7.70569e-08	0.002196204	0.1	7.70569e-08	0.001400675	0.1	7.70569e-08	9.227262e-08	0.1
9.053372e-08	0.7037209294999999	0.1	9.053372e-08	0.287856319	0.1	9.053372e-08	0.002542346	0.1	9.053372e-08	0.001604977	0.1	9.053372e-08	1.057315e-07	0.1
1.090075e-07	0.6551227884999999	0.1	1.090075e-07	0.33504554900000005	0.1	1.090075e-07	0.002988113	0.1	1.090075e-07	0.001868082	0.1	1.090075e-07	1.230641e-07	0.1
1.325458e-07	0.5980753433999999	0.1	1.325458e-07	0.39043909	0.1	1.325458e-07	0.003511383	0.1	1.325458e-07	0.00217693	0.1	1.325458e-07	1.434102e-07	0.1
1.630169e-07	0.5315962940400001	0.1	1.630169e-07	0.45499083300000004	0.1	1.630169e-07	0.004121164	0.1	1.630169e-07	0.00253684	0.1	1.630169e-07	1.671201e-07	0.1
1.93488e-07	0.47255793397999996	0.1	1.93488e-07	0.512317522	0.1	1.93488e-07	0.004662694	0.1	1.93488e-07	0.002856466	0.1	1.93488e-07	1.881762e-07	0.1
2.239591e-07	0.42011670706000004	0.1	2.239591e-07	0.563238334	0.1	2.239591e-07	0.005143713	0.1	2.239591e-07	0.003140377	0.1	2.239591e-07	2.068794e-07	0.1
2.544302e-07	0.37352696309	0.1	2.544302e-07	0.608477283	0.1	2.544302e-07	0.005571058	0.1	2.544302e-07	0.003392608	0.1	2.544302e-07	2.234957e-07	0.1
2.849012e-07	0.33212924275000005	0.1	2.849012e-07	0.6486749490000001	0.1	2.849012e-07	0.00595078	0.1	2.849012e-07	0.00361673	0.1	2.849012e-07	2.382603e-07	0.1
3.153723e-07	0.2953395268899999	0.1	3.153723e-07	0.684398075	0.1	3.153723e-07	0.006288235	0.1	3.153723e-07	0.003815906	0.1	3.153723e-07	2.513814e-07	0.1
3.458434e-07	0.26264070790000005	0.1	3.458434e-07	0.716148865	0.1	3.458434e-07	0.006588165	0.1	3.458434e-07	0.003992933	0.1	3.458434e-07	2.630435e-07	0.1
3.763145e-07	0.23357458639	0.1	3.763145e-07	0.744372216	0.1	3.763145e-07	0.006854775	0.1	3.763145e-07	0.004150293	0.1	3.763145e-07	2.7341e-07	0.1
4.067856e-07	0.20773510896000003	0.1	4.067856e-07	0.769462682	0.1	4.067856e-07	0.007091788	0.1	4.067856e-07	0.004290185	0.1	4.067856e-07	2.826257e-07	0.1
4.372567e-07	0.18476191621	0.1	4.372567e-07	0.791769835	0.1	4.372567e-07	0.00730251	0.1	4.372567e-07	0.004414559	0.1	4.372567e-07	2.908191e-07	0.1
4.677277e-07	0.16433544875	0.1	4.677277e-07	0.81160406	0.1	4.677277e-07	0.007489873	0.1	4.677277e-07	0.004525146	0.1	4.677277e-07	2.981043e-07	0.1
4.981988e-07	0.14617207744	0.1	4.981988e-07	0.8292407	0.1	4.981988e-07	0.007656476	0.1	4.981988e-07	0.00462348	0.1	4.981988e-07	3.045822e-07	0.1
5.286699e-07	0.13002017666	0.1	5.286699e-07	0.844924441	0.1	5.286699e-07	0.00780463	0.1	5.286699e-07	0.004710925	0.1	5.286699e-07	3.103429e-07	0.1
5.59141e-07	0.11565601167	0.1	5.59141e-07	0.858872096	0.1	5.59141e-07	0.007936386	0.1	5.59141e-07	0.00478869	0.1	5.59141e-07	3.154659e-07	0.1
5.896121e-07	0.10288123508000001	0.1	5.896121e-07	0.871276529	0.1	5.896121e-07	0.008053563	0.1	5.896121e-07	0.004857851	0.1	5.896121e-07	3.20022e-07	0.1
6.200832e-07	0.09151937731	0.1	6.200832e-07	0.882309074	0.1	6.200832e-07	0.00815778	0.1	6.200832e-07	0.004919363	0.1	6.200832e-07	3.240742e-07	0.1
6.505543e-07	0.08141378623000001	0.1	6.505543e-07	0.89212165	0.1	6.505543e-07	0.008250474	0.1	6.505543e-07	0.004974074	0.1	6.505543e-07	3.276784e-07	0.1
6.810253e-07	0.07242525472000001	0.1	6.810253e-07	0.900849574	0.1	6.810253e-07	0.008332921	0.1	6.810253e-07	0.005022737	0.1	6.810253e-07	3.308842e-07	0.1
7.114964e-07	0.06443004932	0.1	7.114964e-07	0.9086129709999999	0.1	7.114964e-07	0.008406257	0.1	7.114964e-07	0.005066022	0.1	7.114964e-07	3.337357e-07	0.1
7.419675e-07	0.057318203996	0.1	7.419675e-07	0.915518686	0.1	7.419675e-07	0.008471491	0.1	7.419675e-07	0.005104524	0.1	7.419675e-07	3.362721e-07	0.1
7.724386e-07	0.050991967796	0.1	7.724386e-07	0.9216615939999999	0.1	7.724386e-07	0.008529519	0.1	7.724386e-07	0.005138774	0.1	7.724386e-07	3.385284e-07	0.1
8.029097e-07	0.045364425665	0.1	8.029097e-07	0.927125903	0.1	8.029097e-07	0.008581137	0.1	8.029097e-07	0.005169241	0.1	8.029097e-07	3.405355e-07	0.1
8.394842e-07	0.039424077334	0.1	8.394842e-07	0.932894047	0.1	8.394842e-07	0.008635625	0.1	8.394842e-07	0.005201401	0.1	8.394842e-07	3.426541e-07	0.1
8.760588e-07	0.034262000858	0.1	8.760588e-07	0.9379064260000001	0.1	8.760588e-07	0.008682975	0.1	8.760588e-07	0.005229348	0.1	8.760588e-07	3.444952e-07	0.1
