Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
1.093911e-07	1.0000000028	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1	1.093911e-07	0.0	0.1
4.16146e-06	1.0000000049	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1	4.16146e-06	0.0	0.1
1.559682e-05	0.9999999606	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1	1.559682e-05	0.0	0.1
3.002566e-05	0.9999999246000001	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1	3.002566e-05	0.0	0.1
5.580695e-05	0.9999999686000001	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1	5.580695e-05	0.0	0.1
8.839973e-05	1.0000000376	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1	8.839973e-05	0.0	0.1
0.0001237662	0.9999999956	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1	0.0001237662	0.0	0.1
0.0001787304	0.9999999869000001	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1	0.0001787304	0.0	0.1
0.0002433035	0.9999999796	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1	0.0002433035	0.0	0.1
0.0003142827	1.0000000163	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1	0.0003142827	0.0	0.1
