Batch	m_SP	18	T1a_L	C5H5	N1a	N1b	N1c	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																	
0.0	1.00000006	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.832017e-14	1.00000001	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1	6.832017e-14	0.0	0.1
1.185363e-12	1.00000008	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1	1.185363e-12	0.0	0.1
4.333531e-12	0.99999998	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1	4.333531e-12	0.0	0.1
9.744244e-12	1.00000007	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1	9.744244e-12	0.0	0.1
1.907501e-11	0.99999992	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1	1.907501e-11	0.0	0.1
2.926624e-11	0.9999999599999999	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1	2.926624e-11	0.0	0.1
4.341627e-11	1.00000009	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1	4.341627e-11	0.0	0.1
6.752214e-11	0.99999999	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1	6.752214e-11	0.0	0.1
1.076986e-10	0.9999999499999999	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1	1.076986e-10	0.0	0.1
1.553269e-10	1.00000004	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1	1.553269e-10	0.0	0.1
2.088339e-10	1.0000000500000001	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1	2.088339e-10	0.0	0.1
2.683645e-10	1.00000001	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1	2.683645e-10	0.0	0.1
