Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
0.0	0.999999986	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.483322e-11	0.9999999740000001	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1	6.483322e-11	0.0	0.1
4.012387e-09	0.999999979	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1	4.012387e-09	0.0	0.1
1.515248e-08	1.000000026	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1	1.515248e-08	0.0	0.1
2.875669e-08	1.00000003	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1	2.875669e-08	0.0	0.1
5.93227e-08	0.999999944	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1	5.93227e-08	0.0	0.1
8.988871e-08	0.99999997	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1	8.988871e-08	0.0	0.1
1.375431e-07	1.0000000029999998	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1	1.375431e-07	0.0	0.1
1.945238e-07	0.999999984	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1	1.945238e-07	0.0	0.1
2.577221e-07	0.9999999740000001	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1	2.577221e-07	0.0	0.1
3.209204e-07	0.999999976	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1	3.209204e-07	0.0	0.1
3.980925e-07	0.999999932	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1	3.980925e-07	0.0	0.1
