Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
1.069028e-11	9.85320046701e-06	0.1	1.069028e-11	1.456872024e-07	0.1	1.069028e-11	4.1280727e-10	0.1	1.069028e-11	5.140403e-10	0.1	1.069028e-11	7.114886e-11	0.1
2.026525e-11	9.723632762700001e-06	0.1	2.026525e-11	2.7435956439999996e-07	0.1	2.026525e-11	7.849065000000001e-10	0.1	2.026525e-11	9.682731e-10	0.1	2.026525e-11	1.339883e-10	0.1
3.941518e-11	9.46958830317e-06	0.1	3.941518e-11	5.26650588e-07	0.1	3.941518e-11	1.5146889e-09	0.1	3.941518e-11	1.8595e-09	0.1	3.941518e-11	2.57199e-10	0.1
7.771505e-11	8.981237186730001e-06	0.1	7.771505e-11	1.011630252e-06	0.1	7.771505e-11	2.9182812e-09	0.1	7.771505e-11	3.574908e-09	0.1	7.771505e-11	4.940474e-10	0.1
1.421468e-10	8.215836840810002e-06	0.1	1.421468e-10	1.7717454169999998e-06	0.1	1.421468e-10	5.1200286e-09	0.1	1.421468e-10	6.269146e-09	0.1	1.421468e-10	8.652631e-10	0.1
2.302623e-10	7.27357626351e-06	0.1	2.302623e-10	2.707500679e-06	0.1	2.302623e-10	7.8335393e-09	0.1	2.302623e-10	9.594994e-09	0.1	2.302623e-10	1.322256e-09	0.1
3.547757e-10	6.12337776561e-06	0.1	3.547757e-10	3.8497581e-06	0.1	3.547757e-10	1.1150062e-08	0.1	3.547757e-10	1.366744e-08	0.1	3.547757e-10	1.880097e-09	0.1
4.792892e-10	5.15506544883e-06	0.1	4.792892e-10	4.81138608e-06	0.1	4.792892e-10	1.3945424e-08	0.1	4.792892e-10	1.710581e-08	0.1	4.792892e-10	2.349725e-09	0.1
6.685966e-10	3.96803531925e-06	0.1	6.685966e-10	5.99022086e-06	0.1	6.685966e-10	1.7375879e-08	0.1	6.685966e-10	2.133195e-08	0.1	6.685966e-10	2.92543e-09	0.1
8.579039e-10	3.05433545634e-06	0.1	8.579039e-10	6.89761144e-06	0.1	8.579039e-10	2.0018872e-08	0.1	8.579039e-10	2.459235e-08	0.1	8.579039e-10	3.368571e-09	0.1
1.047211e-09	2.35102948947e-06	0.1	1.047211e-09	7.5960610299999995e-06	0.1	1.047211e-09	2.2054533e-08	0.1	1.047211e-09	2.710578e-08	0.1	1.047211e-09	3.709671e-09	0.1
1.236519e-09	1.8096699031200002e-06	0.1	1.236519e-09	8.133683349999999e-06	0.1	1.236519e-09	2.3622113e-08	0.1	1.236519e-09	2.904242e-08	0.1	1.236519e-09	3.972228e-09	0.1
1.425826e-09	1.39296707019e-06	0.1	1.425826e-09	8.54750847e-06	0.1	1.425826e-09	2.4829059e-08	0.1	1.425826e-09	3.053411e-08	0.1	1.425826e-09	4.174328e-09	0.1
1.615133e-09	1.07221527774e-06	0.1	1.615133e-09	8.866045670000001e-06	0.1	1.615133e-09	2.5758253e-08	0.1	1.615133e-09	3.168284e-08	0.1	1.615133e-09	4.329891e-09	0.1
1.804441e-09	8.253219466980001e-07	0.1	1.804441e-09	9.11123563e-06	0.1	1.804441e-09	2.6473572e-08	0.1	1.804441e-09	3.256732e-08	0.1	1.804441e-09	4.449633e-09	0.1
1.993748e-09	6.35279247144e-07	0.1	1.993748e-09	9.299965549999999e-06	0.1	1.993748e-09	2.7024232e-08	0.1	1.993748e-09	3.324827e-08	0.1	1.993748e-09	4.541803e-09	0.1
2.183056e-09	4.88996809983e-07	0.1	2.183056e-09	9.445239199999999e-06	0.1	2.183056e-09	2.7448120999999998e-08	0.1	2.183056e-09	3.37725e-08	0.1	2.183056e-09	4.61275e-09	0.1
2.395103e-09	3.64749552468e-07	0.1	2.395103e-09	9.56862831e-06	0.1	2.395103e-09	2.7808165e-08	0.1	2.395103e-09	3.421779e-08	0.1	2.395103e-09	4.673009e-09	0.1
2.622309e-09	2.6642913568200004e-07	0.1	2.622309e-09	9.666270530000001e-06	0.1	2.622309e-09	2.8093089e-08	0.1	2.622309e-09	3.457019e-08	0.1	2.622309e-09	4.720694e-09	0.1
2.849516e-09	1.9461155386500001e-07	0.1	2.849516e-09	9.73759134e-06	0.1	2.849516e-09	2.8301209999999997e-08	0.1	2.849516e-09	3.482761e-08	0.1	2.849516e-09	4.755526e-09	0.1
3.076722e-09	1.42152878457e-07	0.1	3.076722e-09	9.78968772e-06	0.1	3.076722e-09	2.845324e-08	0.1	3.076722e-09	3.501565e-08	0.1	3.076722e-09	4.780968e-09	0.1
