Batch	m_SP	2	Pr2	Pr1	
0.000000000000e+00	9.999900000000e-06	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01
1.509393000000e-04	9.999897000030e-06	1.000000000000e-01	1.509393000000e-04	8.229849000000e-14	1.000000000000e-01
1.164054000000e-03	9.999882000180e-06	1.000000000000e-01	1.164054000000e-03	2.442518000000e-12	1.000000000000e-01
3.831507000000e-03	9.999849000510e-06	1.000000000000e-01	3.831507000000e-03	1.752213000000e-11	1.000000000000e-01
6.849914000000e-03	9.999817000830e-06	1.000000000000e-01	6.849914000000e-03	3.983835000000e-11	1.000000000000e-01
1.096171000000e-02	9.999775001250e-06	1.000000000000e-01	1.096171000000e-02	7.204170000000e-11	1.000000000000e-01
1.761577000000e-02	9.999707001930e-06	1.000000000000e-01	1.761577000000e-02	1.246984000000e-10	1.000000000000e-01
3.036289000000e-02	9.999577003230e-06	1.000000000000e-01	3.036289000000e-02	2.257251000000e-10	1.000000000000e-01
5.904392000000e-02	9.999284006160e-06	1.000000000000e-01	5.904392000000e-02	4.536566000000e-10	1.000000000000e-01
1.227795000000e-01	9.998640012600e-06	1.000000000000e-01	1.227795000000e-01	9.661603000000e-10	1.000000000000e-01
2.117708000000e-01	9.997759021410e-06	1.000000000000e-01	2.117708000000e-01	1.702739000000e-09	1.000000000000e-01
2.841599000000e-01	9.997060028400e-06	1.000000000000e-01	2.841599000000e-01	2.321388000000e-09	1.000000000000e-01
4.128063000000e-01	9.995847040530e-06	1.000000000000e-01	4.128063000000e-01	3.454057000000e-09	1.000000000000e-01
6.392890000000e-01	9.993756061440e-06	1.000000000000e-01	6.392890000000e-01	5.499055000000e-09	1.000000000000e-01
8.657716000000e-01	9.991682082180e-06	1.000000000000e-01	8.657716000000e-01	7.563356000000e-09	1.000000000000e-01
1.139974000000e+00	9.989177107230e-06	1.000000000000e-01	1.139974000000e+00	1.006687000000e-08	1.000000000000e-01
1.542426000000e+00	9.985503143970e-06	1.000000000000e-01	1.542426000000e+00	1.374146000000e-08	1.000000000000e-01
2.237649000000e+00	9.979158207420e-06	1.000000000000e-01	2.237649000000e+00	2.008625000000e-08	1.000000000000e-01
3.454288000000e+00	9.968065318350e-06	1.000000000000e-01	3.454288000000e+00	3.117991000000e-08	1.000000000000e-01
5.887567000000e+00	9.945914545249e-06	1.000000000000e-01	5.887567000000e+00	5.333012000000e-08	1.000000000000e-01
1.027992000000e+01	9.906057947804e-06	1.000000000000e-01	1.027992000000e+01	9.318858000000e-08	1.000000000000e-01
1.928564000000e+01	9.824841785592e-06	1.000000000000e-01	1.928564000000e+01	1.744070000000e-07	1.000000000000e-01
4.210963000000e+01	9.622042929713e-06	1.000000000000e-01	4.210963000000e+01	3.772135000000e-07	1.000000000000e-01
7.617876000000e+01	9.327400195750e-06	1.000000000000e-01	7.617876000000e+01	6.718662000000e-07	1.000000000000e-01
1.366085000000e+02	8.828411120688e-06	1.000000000000e-01	1.366085000000e+02	1.170872000000e-06	1.000000000000e-01
2.212101000000e+02	8.179778477475e-06	1.000000000000e-01	2.212101000000e+02	1.819527000000e-06	1.000000000000e-01
2.816398000000e+02	7.751212434055e-06	1.000000000000e-01	2.816398000000e+02	2.248107000000e-06	1.000000000000e-01
3.619549000000e+02	7.224745522074e-06	1.000000000000e-01	3.619549000000e+02	2.774592000000e-06	1.000000000000e-01
4.868536000000e+02	6.498424270088e-06	1.000000000000e-01	4.868536000000e+02	3.500937000000e-06	1.000000000000e-01
6.228982000000e+02	5.824518290666e-06	1.000000000000e-01	6.228982000000e+02	4.174862000000e-06	1.000000000000e-01
7.589429000000e+02	5.259071690510e-06	1.000000000000e-01	7.589429000000e+02	4.740326000000e-06	1.000000000000e-01
8.949875000000e+02	4.787928222385e-06	1.000000000000e-01	8.949875000000e+02	5.211483000000e-06	1.000000000000e-01
1.036659000000e+03	4.383050623344e-06	1.000000000000e-01	1.036659000000e+03	5.616372000000e-06	1.000000000000e-01
1.200840000000e+03	4.005337913568e-06	1.000000000000e-01	1.200840000000e+03	5.994094000000e-06	1.000000000000e-01
1.376023000000e+03	3.690392845616e-06	1.000000000000e-01	1.376023000000e+03	6.309048000000e-06	1.000000000000e-01
1.515749000000e+03	3.491665386570e-06	1.000000000000e-01	1.515749000000e+03	6.507780000000e-06	1.000000000000e-01
1.644992000000e+03	3.341494196115e-06	1.000000000000e-01	1.644992000000e+03	6.657955000000e-06	1.000000000000e-01
1.817897000000e+03	3.181529549406e-06	1.000000000000e-01	1.817897000000e+03	6.817924000000e-06	1.000000000000e-01
2.032646000000e+03	3.033620427576e-06	1.000000000000e-01	2.032646000000e+03	6.965836000000e-06	1.000000000000e-01
2.298341000000e+03	2.907017289154e-06	1.000000000000e-01	2.298341000000e+03	7.092442000000e-06	1.000000000000e-01
2.564037000000e+03	2.823249439274e-06	1.000000000000e-01	2.564037000000e+03	7.176212000000e-06	1.000000000000e-01
2.829732000000e+03	2.767938390641e-06	1.000000000000e-01	2.829732000000e+03	7.231525000000e-06	1.000000000000e-01
3.095427000000e+03	2.731466744808e-06	1.000000000000e-01	3.095427000000e+03	7.267997000000e-06	1.000000000000e-01
3.361123000000e+03	2.707439160492e-06	1.000000000000e-01	3.361123000000e+03	7.292025000000e-06	1.000000000000e-01
3.626818000000e+03	2.691619434178e-06	1.000000000000e-01	3.626818000000e+03	7.307845000000e-06	1.000000000000e-01
3.948536000000e+03	2.679515643577e-06	1.000000000000e-01	3.948536000000e+03	7.319949000000e-06	1.000000000000e-01
4.270255000000e+03	2.672224769712e-06	1.000000000000e-01	4.270255000000e+03	7.327240000000e-06	1.000000000000e-01
4.631128000000e+03	2.667435852561e-06	1.000000000000e-01	4.631128000000e+03	7.332029000000e-06	1.000000000000e-01
5.018104000000e+03	2.664582901918e-06	1.000000000000e-01	5.018104000000e+03	7.334883000000e-06	1.000000000000e-01
