Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.0008764929	9.876614245188599e-06	0.1	0.0008764929	3.529621e-09	0.1	0.0008764929	1.3269233999999999e-110	0.1	0.0008764929	3.741924e-09	0.1	0.0008764929	9.898406900000001e-08	0.1	0.0008764929	6.369242e-09	0.1	0.0008764929	1.065962e-08	0.1
0.002428888	9.6619764806172e-06	0.1	0.002428888	9.674723e-09	0.1	0.002428888	3.637074e-110	0.1	0.002428888	1.025655e-08	0.1	0.002428888	2.71313885e-07	0.1	0.002428888	1.745816e-08	0.1	0.002428888	2.921784e-08	0.1
0.004994134	9.3174723019796e-06	0.1	0.004994134	1.953827e-08	0.1	0.004994134	7.344969e-110	0.1	0.004994134	2.071281e-08	0.1	0.004994134	5.479116410000001e-07	0.1	0.004994134	3.525709e-08	0.1	0.004994134	5.90046e-08	0.1
0.009269544	8.770380770635199e-06	0.1	0.009269544	3.520271e-08	0.1	0.009269544	1.3233336e-109	0.1	0.009269544	3.731801e-08	0.1	0.009269544	9.8716724e-07	0.1	0.009269544	6.352387e-08	0.1	0.009269544	1.063078e-07	0.1
0.01447541	8.147408859441e-06	0.1	0.01447541	5.30396e-08	0.1	0.01447541	1.9938393000000002e-109	0.1	0.01447541	5.622627e-08	0.1	0.01447541	1.48734541e-06	0.1	0.01447541	9.571085e-08	0.1	0.01447541	1.601718e-07	0.1
0.0161258	7.9593044872e-06	0.1	0.0161258	5.842538e-08	0.1	0.0161258	2.1962976e-109	0.1	0.0161258	6.19356e-08	0.1	0.0161258	1.6383733199999998e-06	0.1	0.0161258	1.054296e-07	0.1	0.0161258	1.76436e-07	0.1
0.01902107	7.6397430300049e-06	0.1	0.01902107	6.7575e-08	0.1	0.01902107	2.5402428e-109	0.1	0.01902107	7.163485e-08	0.1	0.01902107	1.8949468e-06	0.1	0.01902107	1.219402e-07	0.1	0.01902107	2.040663e-07	0.1
0.02222757	7.300783008975e-06	0.1	0.02222757	7.728004e-08	0.1	0.02222757	2.9050677e-109	0.1	0.02222757	8.192291e-08	0.1	0.02222757	2.16709507e-06	0.1	0.02222757	1.394531e-07	0.1	0.02222757	2.333739e-07	0.1
0.02671666	6.8513532460967e-06	0.1	0.02671666	9.0148e-08	0.1	0.02671666	3.388791e-109	0.1	0.02671666	9.556391e-08	0.1	0.02671666	2.52793852e-06	0.1	0.02671666	1.626736e-07	0.1	0.02671666	2.72233e-07	0.1
0.03355771	6.2190867973435995e-06	0.1	0.03355771	1.082509e-07	0.1	0.03355771	4.069305e-109	0.1	0.03355771	1.147544e-07	0.1	0.03355771	3.0355822600000002e-06	0.1	0.03355771	1.953407e-07	0.1	0.03355771	3.269009e-07	0.1
0.04211103	5.510007654747201e-06	0.1	0.04211103	1.285532e-07	0.1	0.04211103	4.832493e-109	0.1	0.04211103	1.362763e-07	0.1	0.04211103	3.60489751e-06	0.1	0.04211103	2.319764e-07	0.1	0.04211103	3.882104e-07	0.1
0.04681535	5.1550912190451e-06	0.1	0.04681535	1.387151e-07	0.1	0.04681535	5.214491999999999e-109	0.1	0.04681535	1.470487e-07	0.1	0.04681535	3.88985878e-06	0.1	0.04681535	2.503138e-07	0.1	0.04681535	4.188978e-07	0.1
0.04952342	4.9612460763319995e-06	0.1	0.04952342	1.442652e-07	0.1	0.04952342	5.423130000000001e-109	0.1	0.04952342	1.529323e-07	0.1	0.04952342	4.045496739999999e-06	0.1	0.04952342	2.603291e-07	0.1	0.04952342	4.356584e-07	0.1
0.0530861	4.7172857679092995e-06	0.1	0.0530861	1.512503e-07	0.1	0.0530861	5.685708e-109	0.1	0.0530861	1.60337e-07	0.1	0.0530861	4.24137119e-06	0.1	0.0530861	2.729337e-07	0.1	0.0530861	4.56752e-07	0.1
0.05664878	4.4853223735176996e-06	0.1	0.05664878	1.578918e-07	0.1	0.05664878	5.935374e-109	0.1	0.05664878	1.673775e-07	0.1	0.05664878	4.4276145e-06	0.1	0.05664878	2.849185e-07	0.1	0.05664878	4.768085e-07	0.1
0.06377414	4.0550529291514005e-06	0.1	0.06377414	1.702113e-07	0.1	0.06377414	6.398477999999999e-109	0.1	0.06377414	1.80437e-07	0.1	0.06377414	4.77307644e-06	0.1	0.06377414	3.071491e-07	0.1	0.06377414	5.140112e-07	0.1
0.07267638	3.5750130838498e-06	0.1	0.07267638	1.839557e-07	0.1	0.07267638	6.91515e-109	0.1	0.07267638	1.950072e-07	0.1	0.07267638	5.15849918e-06	0.1	0.07267638	3.319513e-07	0.1	0.07267638	5.555173e-07	0.1
0.08566369	2.9747420234944e-06	0.1	0.08566369	2.011427e-07	0.1	0.08566369	7.561230000000001e-109	0.1	0.08566369	2.132267e-07	0.1	0.08566369	5.64045687e-06	0.1	0.08566369	3.629654e-07	0.1	0.08566369	6.074191e-07	0.1
0.1010782	2.3916723841764e-06	0.1	0.1010782	2.178371e-07	0.1	0.1010782	8.188797e-109	0.1	0.1010782	2.309241e-07	0.1	0.1010782	6.1086026999999995e-06	0.1	0.1010782	3.930908e-07	0.1	0.1010782	6.578336e-07	0.1
0.1164928	1.9228897719528004e-06	0.1	0.1164928	2.312593e-07	0.1	0.1164928	8.693355000000001e-109	0.1	0.1164928	2.451526e-07	0.1	0.1164928	6.4849893e-06	0.1	0.1164928	4.173114e-07	0.1	0.1164928	6.983666e-07	0.1
