Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
8.724972e-05	9.8760052513395e-06	0.1	8.724972e-05	3.011506e-09	0.1	8.724972e-05	3.790792e-09	0.1	8.724972e-05	6.912362e-09	0.1	8.724972e-05	9.661898100000001e-08	0.1	8.724972e-05	5.723622e-09	0.1	8.724972e-05	7.836946e-09	0.1
0.0002416918	9.6604474963659e-06	0.1	0.0002416918	8.251115e-09	0.1	0.0002416918	1.038615e-08	0.1	0.0002416918	1.893873e-08	0.1	0.0002416918	2.6472024100000003e-07	0.1	0.0002416918	1.568194e-08	0.1	0.0002416918	2.147194e-08	0.1
0.0004968486	9.3145802644026e-06	0.1	0.0004968486	1.665861e-08	0.1	0.0004968486	2.096859e-08	0.1	0.0004968486	3.82354e-08	0.1	0.0004968486	5.34444535e-07	0.1	0.0004968486	3.166108e-08	0.1	0.0004968486	4.33497e-08	0.1
0.0009221099	8.765432702617e-06	0.1	0.0009221099	3.000805e-08	0.1	0.0009221099	3.777076e-08	0.1	0.0009221099	6.88735e-08	0.1	0.0009221099	9.6269804e-07	0.1	0.0009221099	5.703282e-08	0.1	0.0009221099	7.808592e-08	0.1
0.001447618	8.131347862116901e-06	0.1	0.001447618	4.542213e-08	0.1	0.001447618	5.717176e-08	0.1	0.001447618	1.042504e-07	0.1	0.001447618	1.4571901100000001e-06	0.1	0.001447618	8.632855e-08	0.1	0.001447618	1.181948e-07	0.1
0.001819351	7.710709699283701e-06	0.1	0.001819351	5.564742e-08	0.1	0.001819351	7.004196e-08	0.1	0.001819351	1.277187e-07	0.1	0.001819351	1.78522456e-06	0.1	0.001819351	1.057626e-07	0.1	0.001819351	1.448022e-07	0.1
0.002049394	7.4613762239436e-06	0.1	0.002049394	6.170848e-08	0.1	0.002049394	7.76708e-08	0.1	0.002049394	1.416296e-07	0.1	0.002049394	1.97966865e-06	0.1	0.002049394	1.172821e-07	0.1	0.002049394	1.605738e-07	0.1
0.002371045	7.1262112086074e-06	0.1	0.002371045	6.985601e-08	0.1	0.002371045	8.792583e-08	0.1	0.002371045	1.603293e-07	0.1	0.002371045	2.24104811e-06	0.1	0.002371045	1.327672e-07	0.1	0.002371045	1.817747e-07	0.1
0.002692696	6.8061012001619e-06	0.1	0.002692696	7.763756e-08	0.1	0.002692696	9.77202e-08	0.1	0.002692696	1.781889e-07	0.1	0.002692696	2.4906859799999997e-06	0.1	0.002692696	1.475567e-07	0.1	0.002692696	2.020232e-07	0.1
0.003335999	6.208374185817e-06	0.1	0.003335999	9.216769e-08	0.1	0.003335999	1.160088e-07	0.1	0.003335999	2.115375e-07	0.1	0.003335999	2.95682572e-06	0.1	0.003335999	1.751724e-07	0.1	0.003335999	2.398325e-07	0.1
