Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
9.458967e-12	9.749323099638201e-06	0.1	9.458967e-12	9.819192e-15	0.1	9.458967e-12	1.99291521e-14	0.1	9.458967e-12	2.50456485e-07	0.1	9.458967e-12	7.28637543e-27	0.1
2.027881e-11	9.4705140259312e-06	0.1	2.027881e-11	2.074777e-14	0.1	2.027881e-11	4.2109802e-14	0.1	2.027881e-11	5.292429619999999e-07	0.1	2.027881e-11	3.316638246e-26	0.1
4.52138e-11	8.858041645623799e-06	0.1	4.52138e-11	4.475004e-14	0.1	4.52138e-11	9.082437399999999e-14	0.1	4.52138e-11	1.141666677e-06	0.1	4.52138e-11	1.612626909e-25	0.1
9.009678e-11	7.853893858981198e-06	0.1	9.009678e-11	8.40851e-14	0.1	9.009678e-11	1.70656675e-13	0.1	9.009678e-11	2.14573343e-06	0.1	9.009678e-11	6.15698649e-25	0.1
1.469829e-10	6.7433798257060795e-06	0.1	1.469829e-10	1.275591e-13	0.1	1.469829e-10	2.58887033e-13	0.1	1.469829e-10	3.25615784e-06	0.1	1.469829e-10	1.5609259950000001e-24	0.1
2.085464e-10	5.718035479003159e-06	0.1	2.085464e-10	1.67668e-13	0.1	2.085464e-10	3.4028591e-13	0.1	2.085464e-10	4.28142025e-06	0.1	2.085464e-10	2.985602255e-24	0.1
2.800954e-10	4.72084408522992e-06	0.1	2.800954e-10	2.066409e-13	0.1	2.800954e-10	4.1937741e-13	0.1	2.800954e-10	5.27853114e-06	0.1	2.800954e-10	5.0838206300000006e-24	0.1
3.583014e-10	3.82887028706268e-06	0.1	3.583014e-10	2.414659e-13	0.1	3.583014e-10	4.900492799999999e-13	0.1	3.583014e-10	6.1704343e-06	0.1	3.583014e-10	7.827481779999998e-24	0.1
4.365075e-10	3.1055592655724396e-06	0.1	4.365075e-10	2.696749e-13	0.1	4.365075e-10	5.4729377e-13	0.1	4.365075e-10	6.893687409999999e-06	0.1	4.365075e-10	1.0954352369999999e-23	0.1
5.147135e-10	2.518971112470142e-06	0.1	5.147135e-10	2.925263e-13	0.1	5.147135e-10	5.9366523e-13	0.1	5.147135e-10	7.48022867e-06	0.1	5.147135e-10	1.439157397e-23	0.1
5.961109e-10	2.0258574650403405e-06	0.1	5.961109e-10	3.117145e-13	0.1	5.961109e-10	6.3260239e-13	0.1	5.961109e-10	7.973304429999999e-06	0.1	5.961109e-10	1.8235298649999998e-23	0.1
6.902739e-10	1.574592294424262e-06	0.1	6.902739e-10	3.292523e-13	0.1	6.902739e-10	6.681899799999999e-13	0.1	6.902739e-10	8.424532519999999e-06	0.1	6.902739e-10	2.295179246e-23	0.1
7.844368e-10	1.22387800145041e-06	0.1	7.844368e-10	3.428641e-13	0.1	7.844368e-10	6.9581056e-13	0.1	7.844368e-10	8.77521941e-06	0.1	7.844368e-10	2.7895731080000003e-23	0.1
8.785997e-10	9.512964859897539e-07	0.1	8.785997e-10	3.534292e-13	0.1	8.785997e-10	7.172485600000001e-13	0.1	8.785997e-10	9.04777901e-06	0.1	8.785997e-10	3.301618512e-23	0.1
9.727627e-10	7.394354889344412e-07	0.1	9.727627e-10	3.616299e-13	0.1	9.727627e-10	7.3388896e-13	0.1	9.727627e-10	9.259623690000001e-06	0.1	9.727627e-10	3.82736118e-23	0.1
1.078517e-09	5.572140704457009e-07	0.1	1.078517e-09	3.686735e-13	0.1	1.078517e-09	7.481813999999999e-13	0.1	1.078517e-09	9.44183108e-06	0.1	1.078517e-09	4.43037387e-23	0.1
1.191999e-09	4.113117175811204e-07	0.1	1.191999e-09	3.743047e-13	0.1	1.191999e-09	7.5960807e-13	0.1	1.191999e-09	9.58772135e-06	0.1	1.191999e-09	5.08861338e-23	0.1
1.305481e-09	3.0361647631502467e-07	0.1	1.305481e-09	3.784548e-13	0.1	1.305481e-09	7.6802947e-13	0.1	1.305481e-09	9.69540823e-06	0.1	1.305481e-09	5.75543356e-23	0.1
1.418963e-09	2.2412180399126964e-07	0.1	1.418963e-09	3.815134e-13	0.1	1.418963e-09	7.742364700000001e-13	0.1	1.418963e-09	9.77489683e-06	0.1	1.418963e-09	6.42857565e-23	0.1
1.551025e-09	1.574204834583614e-07	0.1	1.551025e-09	3.840757e-13	0.1	1.551025e-09	7.7943652e-13	0.1	1.551025e-09	9.84159269e-06	0.1	1.551025e-09	7.217708719999999e-23	0.1
1.687733e-09	1.0920622735016962e-07	0.1	1.687733e-09	3.859246e-13	0.1	1.687733e-09	7.8318923e-13	0.1	1.687733e-09	9.88980478e-06	0.1	1.687733e-09	8.03925503e-23	0.1
