Batch	m_SP	21	N1a_L	C5H5	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h	N7a	N7c	N7b																																							
6.723483e-12	9.77226355082e-06	0.1	6.723483e-12	4.584763e-08	0.1	6.723483e-12	7.652868e-09	0.1	6.723483e-12	3.953131e-08	0.1	6.723483e-12	4.748711e-08	0.1	6.723483e-12	4.284677e-08	0.1	6.723483e-12	3.090293e-08	0.1	6.723483e-12	3.618953e-08	0.1	6.723483e-12	3.470422e-12	0.1	6.723483e-12	3.903234e-12	0.1	6.723483e-12	7.383759e-14	0.1	6.723483e-12	7.645839e-14	0.1	6.723483e-12	1.256516e-14	0.1	6.723483e-12	1.58163e-15	0.1	6.723483e-12	4.383555e-16	0.1	6.723483e-12	6.557945e-14	0.1	6.723483e-12	3.773239e-16	0.1	6.723483e-12	1.356746e-16	0.1	6.723483e-12	9.449972e-25	0.1	6.723483e-12	1.956492e-23	0.1	6.723483e-12	3.876894e-24	0.1
1.498426e-11	9.499781050562801e-06	0.1	1.498426e-11	1.007473e-07	0.1	1.498426e-11	1.681177e-08	0.1	1.498426e-11	8.68289e-08	0.1	1.498426e-11	1.044011e-07	0.1	1.498426e-11	9.419098e-08	0.1	1.498426e-11	6.791486e-08	0.1	1.498426e-11	7.949559e-08	0.1	1.498426e-11	7.62614e-12	0.1	1.498426e-11	8.577175e-12	0.1	1.498426e-11	1.622371e-13	0.1	1.498426e-11	1.680345e-13	0.1	1.498426e-11	2.761133e-14	0.1	1.498426e-11	3.475543e-15	0.1	1.498426e-11	9.635203e-16	0.1	1.498426e-11	1.441047e-13	0.1	1.498426e-11	8.291111e-16	0.1	1.498426e-11	2.979185e-16	0.1	1.498426e-11	4.619884e-24	0.1	1.498426e-11	9.497444e-23	0.1	1.498426e-11	1.895907e-23	0.1
3.110069e-11	8.9898533003166e-06	0.1	3.110069e-11	2.034717e-07	0.1	3.110069e-11	3.393376e-08	0.1	3.110069e-11	1.752071e-07	0.1	3.110069e-11	2.110546e-07	0.1	3.110069e-11	1.903808e-07	0.1	3.110069e-11	1.371922e-07	0.1	3.110069e-11	1.604365e-07	0.1	3.110069e-11	1.540234e-11	0.1	3.110069e-11	1.732291e-11	0.1	3.110069e-11	3.275925e-13	0.1	3.110069e-11	3.394539e-13	0.1	3.110069e-11	5.576516e-14	0.1	3.110069e-11	7.019329e-15	0.1	3.110069e-11	1.946992e-15	0.1	3.110069e-11	2.910289e-13	0.1	3.110069e-11	1.674354e-15	0.1	3.110069e-11	6.008137e-16	0.1	3.110069e-11	1.929675e-23	0.1	3.110069e-11	3.912907e-22	0.1	3.110069e-11	7.923719e-23	0.1
5.975214e-11	8.1499613674548e-06	0.1	5.975214e-11	3.726225e-07	0.1	5.975214e-11	6.20779e-08	0.1	5.975214e-11	3.203445e-07	0.1	5.975214e-11	3.871845e-07	0.1	5.975214e-11	3.491456e-07	0.1	5.975214e-11	2.513388e-07	0.1	5.975214e-11	2.934262e-07	0.1	5.975214e-11	2.820797e-11	0.1	5.975214e-11	3.172463e-11	0.1	5.975214e-11	5.997092e-13	0.1	5.975214e-11	6.219411e-13	0.1	5.975214e-11	1.021262e-13	0.1	5.975214e-11	1.285479e-14	0.1	5.975214e-11	3.569042e-15	0.1	5.975214e-11	5.329398e-13	0.1	5.975214e-11	3.06582e-15	0.1	5.975214e-11	1.09739e-15	0.1	5.975214e-11	6.744284e-23	0.1	5.975214e-11	1.335083e-21	0.1	5.975214e-11	2.772292e-22	0.1
9.941869e-11	7.11512116010832e-06	0.1	9.941869e-11	5.809505e-07	0.1	9.941869e-11	9.663736e-08	0.1	9.941869e-11	4.982872e-07	0.1	9.941869e-11	6.051508e-07	0.1	9.941869e-11	5.454434e-07	0.1	9.941869e-11	3.920614e-07	0.1	9.941869e-11	4.566085e-07	0.1	9.941869e-11	4.398132e-11	0.1	9.941869e-11	4.946303e-11	0.1	9.941869e-11	9.34508e-13	0.1	9.941869e-11	9.703088e-13	0.1	9.941869e-11	1.59228e-13	0.1	9.941869e-11	2.004197e-14	0.1	9.941869e-11	5.572178e-15	0.1	9.941869e-11	8.308346e-13	0.1	9.941869e-11	4.778834e-15	0.1	9.941869e-11	1.704472e-15	0.1	9.941869e-11	1.732353e-22	0.1	9.941869e-11	3.319621e-21	0.1	9.941869e-11	7.131312e-22	0.1
1.544942e-10	5.892516990201119e-06	0.1	1.544942e-10	8.2694e-07	0.1	1.544942e-10	1.372501e-07	0.1	1.544942e-10	7.068725e-07	0.1	1.544942e-10	8.644526e-07	0.1	1.544942e-10	7.786252e-07	0.1	1.544942e-10	5.584605e-07	0.1	1.544942e-10	6.48132e-07	0.1	1.544942e-10	6.260911e-11	0.1	1.544942e-10	7.040997e-11	0.1	1.544942e-10	1.329185e-12	0.1	1.544942e-10	1.382503e-12	0.1	1.544942e-10	2.266579e-13	0.1	1.544942e-10	2.852872e-14	0.1	1.544942e-10	7.947523e-15	0.1	1.544942e-10	1.182496e-12	0.1	1.544942e-10	6.800143e-15	0.1	1.544942e-10	2.412889e-15	0.1	1.544942e-10	3.775283e-22	0.1	1.544942e-10	6.92555e-21	0.1	1.544942e-10	1.55721e-21	0.1
2.095698e-10	4.88000265789465e-06	0.1	2.095698e-10	1.030525e-06	0.1	2.095698e-10	1.706375e-07	0.1	2.095698e-10	8.777423e-07	0.1	2.095698e-10	1.081243e-06	0.1	2.095698e-10	9.731771e-07	0.1	2.095698e-10	6.964199e-07	0.1	2.095698e-10	8.052903e-07	0.1	2.095698e-10	7.80286e-11	0.1	2.095698e-10	8.774774e-11	0.1	2.095698e-10	1.655078e-12	0.1	2.095698e-10	1.724612e-12	0.1	2.095698e-10	2.824696e-13	0.1	2.095698e-10	3.555275e-14	0.1	2.095698e-10	9.92491e-15	0.1	2.095698e-10	1.473433e-12	0.1	2.095698e-10	8.471407e-15	0.1	2.095698e-10	2.989574e-15	0.1	2.095698e-10	6.279112e-22	0.1	2.095698e-10	1.104667e-20	0.1	2.095698e-10	2.595062e-21	0.1
2.927234e-10	3.67110857360548e-06	0.1	2.927234e-10	1.273398e-06	0.1	2.927234e-10	2.100555e-07	0.1	2.927234e-10	1.078359e-06	0.1	2.927234e-10	1.34381e-06	0.1	2.927234e-10	1.208065e-06	0.1	2.927234e-10	8.613988e-07	0.1	2.927234e-10	9.902741e-07	0.1	2.927234e-10	9.642795e-11	0.1	2.927234e-10	1.08434e-10	0.1	2.927234e-10	2.042489e-12	0.1	2.927234e-10	2.134514e-12	0.1	2.927234e-10	3.490611e-13	0.1	2.927234e-10	4.393265e-14	0.1	2.927234e-10	1.230482e-14	0.1	2.927234e-10	1.820322e-12	0.1	2.927234e-10	1.046223e-14	0.1	2.927234e-10	3.66009e-15	0.1	2.927234e-10	1.05493e-21	0.1	2.927234e-10	1.74829e-20	0.1	2.927234e-10	4.372523e-21	0.1
3.75877e-10	2.76169813166529e-06	0.1	3.75877e-10	1.455922e-06	0.1	3.75877e-10	2.391905e-07	0.1	3.75877e-10	1.225318e-06	0.1	3.75877e-10	1.545705e-06	0.1	3.75877e-10	1.387789e-06	0.1	3.75877e-10	9.85794e-07	0.1	3.75877e-10	1.12631e-06	0.1	3.75877e-10	1.102592e-10	0.1	3.75877e-10	1.239826e-10	0.1	3.75877e-10	2.332006e-12	0.1	3.75877e-10	2.444646e-12	0.1	3.75877e-10	3.991155e-13	0.1	3.75877e-10	5.02306e-14	0.1	3.75877e-10	1.411783e-14	0.1	3.75877e-10	2.080781e-12	0.1	3.75877e-10	1.195484e-14	0.1	3.75877e-10	4.143597e-15	0.1	3.75877e-10	1.503415e-21	0.1	3.75877e-10	2.356887e-20	0.1	3.75877e-10	6.24898e-21	0.1
4.590306e-10	2.0775760855185597e-06	0.1	4.590306e-10	1.593094e-06	0.1	4.590306e-10	2.605982e-07	0.1	4.590306e-10	1.331975e-06	0.1	4.590306e-10	1.701913e-06	0.1	4.590306e-10	1.525961e-06	0.1	4.590306e-10	1.07964e-06	0.1	4.590306e-10	1.225553e-06	0.1	4.590306e-10	1.206565e-10	0.1	4.590306e-10	1.356697e-10	0.1	4.590306e-10	2.547957e-12	0.1	4.590306e-10	2.679785e-12	0.1	4.590306e-10	4.367412e-13	0.1	4.590306e-10	5.496387e-14	0.1	4.590306e-10	1.550447e-14	0.1	4.590306e-10	2.276284e-12	0.1	4.590306e-10	1.307302e-14	0.1	4.590306e-10	4.486873e-15	0.1	4.590306e-10	1.945242e-21	0.1	4.590306e-10	2.89682e-20	0.1	4.590306e-10	8.10746e-21	0.1
