Batch	m_SP	7	P2_L	W4_L	W3	R	P1	P3	P4											
2.257575e-10	9.729165466887599e-06	0.1	2.257575e-10	5.911832e-08	0.1	2.257575e-10	2.699743e-10	0.1	2.257575e-10	2.014787e-08	0.1	2.257575e-10	1.544348e-07	0.1	2.257575e-10	2.297251e-08	0.1	2.257575e-10	6.852347e-11	0.1
4.839078e-10	9.443850341522801e-06	0.1	4.839078e-10	1.250626e-07	0.1	4.839078e-10	5.712202e-10	0.1	4.839078e-10	4.267075e-08	0.1	4.839078e-10	3.263916e-07	0.1	4.839078e-10	4.746236e-08	0.1	4.839078e-10	1.450572e-10	0.1
1.104916e-09	8.793277096032e-06	0.1	1.104916e-09	2.767285e-07	0.1	1.104916e-09	1.264452e-09	0.1	1.104916e-09	9.466539e-08	0.1	1.104916e-09	7.206375e-07	0.1	1.104916e-09	9.920448e-08	0.1	1.104916e-09	3.214685e-10	0.1
2.148843e-09	7.804370202433e-06	0.1	2.148843e-09	5.109061e-07	0.1	2.148843e-09	2.335874e-09	0.1	2.148843e-09	1.754738e-07	0.1	2.148843e-09	1.325971e-06	0.1	2.148843e-09	1.663635e-07	0.1	2.148843e-09	5.949067e-10	0.1
3.132844e-09	6.9793547528511e-06	0.1	3.132844e-09	7.098575e-07	0.1	3.132844e-09	3.247081e-09	0.1	3.132844e-09	2.446225e-07	0.1	3.132844e-09	1.837007e-06	0.1	3.132844e-09	2.110272e-07	0.1	3.132844e-09	8.281936e-10	0.1
3.868363e-09	6.4228994815099995e-06	0.1	3.868363e-09	8.460134e-07	0.1	3.868363e-09	3.871161e-09	0.1	3.868363e-09	2.922039e-07	0.1	3.868363e-09	2.18503e-06	0.1	3.868363e-09	2.348906e-07	0.1	3.868363e-09	9.883518e-10	0.1
4.870458e-09	5.738582009578e-06	0.1	4.870458e-09	1.015766e-06	0.1	4.870458e-09	4.649745e-09	0.1	4.870458e-09	3.518144e-07	0.1	4.870458e-09	2.616984e-06	0.1	4.870458e-09	2.56855e-07	0.1	4.870458e-09	1.188584e-09	0.1
6.288908e-09	4.897484416640001e-06	0.1	6.288908e-09	1.22814e-06	0.1	6.288908e-09	5.624555e-09	0.1	6.288908e-09	4.268314e-07	0.1	6.288908e-09	3.15437e-06	0.1	6.288908e-09	2.718781e-07	0.1	6.288908e-09	1.439923e-09	0.1
8.231921e-09	3.9481180583998e-06	0.1	8.231921e-09	1.473234e-06	0.1	8.231921e-09	6.75044e-09	0.1	8.231921e-09	5.139882e-07	0.1	8.231921e-09	3.770417e-06	0.1	8.231921e-09	2.714504e-07	0.1	8.231921e-09	1.731052e-09	0.1
1.017493e-08	3.1878009405759996e-06	0.1	1.017493e-08	1.674055e-06	0.1	1.017493e-08	7.673505e-09	0.1	1.017493e-08	5.858365e-07	0.1	1.017493e-08	4.271943e-06	0.1	1.017493e-08	2.563463e-07	0.1	1.017493e-08	1.970354e-09	0.1
1.211795e-08	2.57721699476034e-06	0.1	1.211795e-08	1.838545e-06	0.1	1.211795e-08	8.429828e-09	0.1	1.211795e-08	6.449528e-07	0.1	1.211795e-08	4.68063e-06	0.1	1.211795e-08	2.336305e-07	0.1	1.211795e-08	2.166796e-09	0.1
1.406096e-08	2.08574789490145e-06	0.1	1.406096e-08	1.973224e-06	0.1	1.406096e-08	9.049142e-09	0.1	1.406096e-08	6.93512e-07	0.1	1.406096e-08	5.013892e-06	0.1	1.406096e-08	2.07779e-07	0.1	1.406096e-08	2.327861e-09	0.1
1.600397e-08	1.6893929746406002e-06	0.1	1.600397e-08	2.083442e-06	0.1	1.600397e-08	9.555949e-09	0.1	1.600397e-08	7.333405e-07	0.1	1.600397e-08	5.285771e-06	0.1	1.600397e-08	1.815364e-07	0.1	1.600397e-08	2.459775e-09	0.1
1.818655e-08	1.33426950778902e-06	0.1	1.818655e-08	2.183508e-06	0.1	1.818655e-08	1.001598e-08	0.1	1.818655e-08	7.695536e-07	0.1	1.818655e-08	5.531994e-06	0.1	1.818655e-08	1.535475e-07	0.1	1.818655e-08	2.579573e-09	0.1
2.052883e-08	1.03643683369605e-06	0.1	2.052883e-08	2.268461e-06	0.1	2.052883e-08	1.040641e-08	0.1	2.052883e-08	8.003225e-07	0.1	2.052883e-08	5.740632e-06	0.1	2.052883e-08	1.265034e-07	0.1	2.052883e-08	2.68126e-09	0.1
2.287111e-08	8.0546389353982e-07	0.1	2.287111e-08	2.335038e-06	0.1	2.287111e-08	1.071227e-08	0.1	2.287111e-08	8.244402e-07	0.1	2.287111e-08	5.903935e-06	0.1	2.287111e-08	1.030723e-07	0.1	2.287111e-08	2.760908e-09	0.1
2.541238e-08	6.129015125058e-07	0.1	2.541238e-08	2.39104e-06	0.1	2.541238e-08	1.096942e-08	0.1	2.541238e-08	8.4472e-07	0.1	2.541238e-08	6.041211e-06	0.1	2.541238e-08	8.173694e-08	0.1	2.541238e-08	2.827847e-09	0.1
2.825212e-08	4.5173830273649994e-07	0.1	2.825212e-08	2.438278e-06	0.1	2.825212e-08	1.118623e-08	0.1	2.825212e-08	8.618132e-07	0.1	2.825212e-08	6.156998e-06	0.1	2.825212e-08	6.249568e-08	0.1	2.825212e-08	2.884248e-09	0.1
3.109187e-08	3.3296627636937004e-07	0.1	3.109187e-08	2.473316e-06	0.1	3.109187e-08	1.134698e-08	0.1	3.109187e-08	8.744782e-07	0.1	3.109187e-08	6.242927e-06	0.1	3.109187e-08	4.742288e-08	0.1	3.109187e-08	2.926029e-09	0.1
3.416525e-08	2.39313930484032e-07	0.1	3.416525e-08	2.501081e-06	0.1	3.416525e-08	1.147432e-08	0.1	3.416525e-08	8.845028e-07	0.1	3.416525e-08	6.311101e-06	0.1	3.416525e-08	3.494421e-08	0.1	3.416525e-08	2.959099e-09	0.1
3.75891e-08	1.65602925477904e-07	0.1	3.75891e-08	2.523017e-06	0.1	3.75891e-08	1.157493e-08	0.1	3.75891e-08	8.92414e-07	0.1	3.75891e-08	6.365065e-06	0.1	3.75891e-08	2.471077e-08	0.1	3.75891e-08	2.985198e-09	0.1
4.101294e-08	1.14554852567146e-07	0.1	4.101294e-08	2.538244e-06	0.1	4.101294e-08	1.16448e-08	0.1	4.101294e-08	8.979017e-07	0.1	4.101294e-08	6.402634e-06	0.1	4.101294e-08	1.738364e-08	0.1	4.101294e-08	3.003304e-09	0.1
