Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
6.861181e-11	9.7386196389482e-06	0.1	6.861181e-11	1.239103e-117	0.1	6.861181e-11	7.108374e-13	0.1	6.861181e-11	1.523381e-10	0.1	6.861181e-11	1.239103e-117	0.1	6.861181e-11	1.751887e-07	0.1	6.861181e-11	5.179522e-11	0.1	6.861181e-11	2.208903e-08	0.1	6.861181e-11	4.665353e-08	0.1	6.861181e-11	1.383737e-08	0.1	6.861181e-11	9.457654e-12	0.1	6.861181e-11	3.300658e-09	0.1	6.861181e-11	2.367587e-14	0.1
1.469529e-10	9.4486266230254e-06	0.1	1.469529e-10	4.084022e-117	0.1	1.469529e-10	1.499612e-12	0.1	1.469529e-10	3.214174e-10	0.1	1.469529e-10	4.084022e-117	0.1	1.469529e-10	3.696295e-07	0.1	1.469529e-10	1.092831e-10	0.1	1.469529e-10	4.660551e-08	0.1	1.469529e-10	9.843401e-08	0.1	1.469529e-10	2.919539e-08	0.1	1.469529e-10	1.995464e-11	0.1	1.469529e-10	6.964037e-09	0.1	1.469529e-10	4.995357e-14	0.1
3.282321e-10	8.8102703722352e-06	0.1	3.282321e-10	1.627264e-116	0.1	3.282321e-10	3.235209e-12	0.1	3.282321e-10	6.936099e-10	0.1	3.282321e-10	1.627264e-116	0.1	3.282321e-10	7.976487e-07	0.1	3.282321e-10	2.358331e-10	0.1	3.282321e-10	1.005734e-07	0.1	3.282321e-10	2.124176e-07	0.1	3.282321e-10	6.300274e-08	0.1	3.282321e-10	4.30615e-11	0.1	3.282321e-10	1.502818e-08	0.1	3.282321e-10	1.077982e-13	0.1
6.545346e-10	7.7679458820897e-06	0.1	6.545346e-10	5.651788e-116	0.1	6.545346e-10	6.066663e-12	0.1	6.545346e-10	1.301338e-09	0.1	6.545346e-10	5.651788e-116	0.1	6.545346e-10	1.496528e-06	0.1	6.545346e-10	4.424772e-10	0.1	6.545346e-10	1.886937e-07	0.1	6.545346e-10	3.985331e-07	0.1	6.545346e-10	1.182042e-07	0.1	6.545346e-10	8.079096e-11	0.1	6.545346e-10	2.819551e-08	0.1	6.545346e-10	2.022484e-13	0.1
1.064985e-09	6.6301194048576996e-06	0.1	1.064985e-09	1.368679e-115	0.1	1.064985e-09	9.15313e-12	0.1	1.064985e-09	1.964755e-09	0.1	1.064985e-09	1.368679e-115	0.1	1.064985e-09	2.259442e-06	0.1	1.064985e-09	6.680738e-10	0.1	1.064985e-09	2.848888e-07	0.1	1.064985e-09	6.017017e-07	0.1	1.064985e-09	1.784636e-07	0.1	1.064985e-09	1.219774e-10	0.1	1.064985e-09	4.256931e-08	0.1	1.064985e-09	3.053526e-13	0.1
1.507364e-09	5.5896662770779994e-06	0.1	1.507364e-09	2.553536e-115	0.1	1.507364e-09	1.197e-11	0.1	1.507364e-09	2.571404e-09	0.1	1.507364e-09	2.553536e-115	0.1	1.507364e-09	2.957066e-06	0.1	1.507364e-09	8.74388e-10	0.1	1.507364e-09	3.728525e-07	0.1	1.507364e-09	7.874839e-07	0.1	1.507364e-09	2.335661e-07	0.1	1.507364e-09	1.596392e-10	0.1	1.507364e-09	5.571303e-08	0.1	1.507364e-09	3.996333e-13	0.1
2.021788e-09	4.5832869165762e-06	0.1	2.021788e-09	4.280458e-115	0.1	2.021788e-09	1.46876e-11	0.1	2.021788e-09	3.158196e-09	0.1	2.021788e-09	4.280458e-115	0.1	2.021788e-09	3.631843e-06	0.1	2.021788e-09	1.073977e-09	0.1	2.021788e-09	4.579368e-07	0.1	2.021788e-09	9.671825e-07	0.1	2.021788e-09	2.868641e-07	0.1	2.021788e-09	1.960677e-10	0.1	2.021788e-09	6.842632e-08	0.1	2.021788e-09	4.908263e-13	0.1
2.58424e-09	3.6890903614665e-06	0.1	2.58424e-09	6.522223e-115	0.1	2.58424e-09	1.709371e-11	0.1	2.58424e-09	3.679587e-09	0.1	2.58424e-09	6.522223e-115	0.1	2.58424e-09	4.231399e-06	0.1	2.58424e-09	1.251357e-09	0.1	2.58424e-09	5.335379e-07	0.1	2.58424e-09	1.12685e-06	0.1	2.58424e-09	3.342207e-07	0.1	2.58424e-09	2.284356e-10	0.1	2.58424e-09	7.972244e-08	0.1	2.58424e-09	5.718538e-13	0.1
3.146693e-09	2.9693524765153e-06	0.1	3.146693e-09	9.063241e-115	0.1	3.146693e-09	1.90215e-11	0.1	3.146693e-09	4.099267e-09	0.1	3.146693e-09	9.063241e-115	0.1	3.146693e-09	4.71398e-06	0.1	3.146693e-09	1.394171e-09	0.1	3.146693e-09	5.943909e-07	0.1	3.146693e-09	1.255367e-06	0.1	3.146693e-09	3.723381e-07	0.1	3.146693e-09	2.544885e-10	0.1	3.146693e-09	8.881469e-08	0.1	3.146693e-09	6.370728e-13	0.1
3.709146e-09	2.3900341242000003e-06	0.1	3.709146e-09	1.184513e-114	0.1	3.709146e-09	2.056431e-11	0.1	3.709146e-09	4.437079e-09	0.1	3.709146e-09	1.184513e-114	0.1	3.709146e-09	5.102409e-06	0.1	3.709146e-09	1.509164e-09	0.1	3.709146e-09	6.43373e-07	0.1	3.709146e-09	1.358811e-06	0.1	3.709146e-09	4.030186e-07	0.1	3.709146e-09	2.754586e-10	0.1	3.709146e-09	9.613304e-08	0.1	3.709146e-09	6.895674e-13	0.1
4.294781e-09	1.9066087857609e-06	0.1	4.294781e-09	1.494712e-114	0.1	4.294781e-09	2.184236e-11	0.1	4.294781e-09	4.718985e-09	0.1	4.294781e-09	1.494712e-114	0.1	4.294781e-09	5.42654e-06	0.1	4.294781e-09	1.605166e-09	0.1	4.294781e-09	6.842489e-07	0.1	4.294781e-09	1.445132e-06	0.1	4.294781e-09	4.286206e-07	0.1	4.294781e-09	2.929576e-10	0.1	4.294781e-09	1.0224e-07	0.1	4.294781e-09	7.333725e-13	0.1
4.973144e-09	1.4675052156928e-06	0.1	4.973144e-09	1.874759e-114	0.1	4.973144e-09	2.299144e-11	0.1	4.973144e-09	4.975061e-09	0.1	4.973144e-09	1.874759e-114	0.1	4.973144e-09	5.720952e-06	0.1	4.973144e-09	1.692423e-09	0.1	4.973144e-09	7.213793e-07	0.1	4.973144e-09	1.523539e-06	0.1	4.973144e-09	4.518753e-07	0.1	4.973144e-09	3.088524e-10	0.1	4.973144e-09	1.077871e-07	0.1	4.973144e-09	7.731613e-13	0.1
5.651506e-09	1.1295304288694999e-06	0.1	5.651506e-09	2.272153e-114	0.1	5.651506e-09	2.386333e-11	0.1	5.651506e-09	5.172177e-09	0.1	5.651506e-09	2.272153e-114	0.1	5.651506e-09	5.947557e-06	0.1	5.651506e-09	1.759644e-09	0.1	5.651506e-09	7.499606e-07	0.1	5.651506e-09	1.583889e-06	0.1	5.651506e-09	4.69774e-07	0.1	5.651506e-09	3.210866e-10	0.1	5.651506e-09	1.120566e-07	0.1	5.651506e-09	8.037862e-13	0.1
6.329869e-09	8.693930977428e-07	0.1	6.329869e-09	2.682898e-114	0.1	6.329869e-09	2.452188e-11	0.1	6.329869e-09	5.323912e-09	0.1	6.329869e-09	2.682898e-114	0.1	6.329869e-09	6.12197e-06	0.1	6.329869e-09	1.811443e-09	0.1	6.329869e-09	7.719617e-07	0.1	6.329869e-09	1.63034e-06	0.1	6.329869e-09	4.835504e-07	0.1	6.329869e-09	3.305033e-10	0.1	6.329869e-09	1.153428e-07	0.1	6.329869e-09	8.273578e-13	0.1
7.008232e-09	6.6916713379571e-07	0.1	7.008232e-09	3.103919e-114	0.1	7.008232e-09	2.501625e-11	0.1	7.008232e-09	5.440717e-09	0.1	7.008232e-09	3.103919e-114	0.1	7.008232e-09	6.256213e-06	0.1	7.008232e-09	1.851372e-09	0.1	7.008232e-09	7.88898e-07	0.1	7.008232e-09	1.666094e-06	0.1	7.008232e-09	4.941539e-07	0.1	7.008232e-09	3.377514e-10	0.1	7.008232e-09	1.178722e-07	0.1	7.008232e-09	8.455004e-13	0.1
