Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
4.447553e-13	1.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1	4.447553e-13	0.0	0.1
1.330721e-10	1.0	0.1	1.330721e-10	0.0	0.1	1.330721e-10	0.0	0.1	1.330721e-10	0.0	0.1
8.324475e-10	1.0	0.1	8.324475e-10	0.0	0.1	8.324475e-10	0.0	0.1	8.324475e-10	0.0	0.1
2.466675e-09	1.0	0.1	2.466675e-09	0.0	0.1	2.466675e-09	0.0	0.1	2.466675e-09	0.0	0.1
5.409754e-09	1.0	0.1	5.409754e-09	0.0	0.1	5.409754e-09	0.0	0.1	5.409754e-09	0.0	0.1
8.352832e-09	1.0	0.1	8.352832e-09	0.0	0.1	8.352832e-09	0.0	0.1	8.352832e-09	0.0	0.1
1.305917e-08	1.0	0.1	1.305917e-08	0.0	0.1	1.305917e-08	0.0	0.1	1.305917e-08	0.0	0.1
2.129376e-08	1.0	0.1	2.129376e-08	0.0	0.1	2.129376e-08	0.0	0.1	2.129376e-08	0.0	0.1
3.305745e-08	1.0	0.1	3.305745e-08	0.0	0.1	3.305745e-08	0.0	0.1	3.305745e-08	0.0	0.1
4.958601e-08	1.0	0.1	4.958601e-08	0.0	0.1	4.958601e-08	0.0	0.1	4.958601e-08	0.0	0.1
6.972312e-08	1.0	0.1	6.972312e-08	0.0	0.1	6.972312e-08	0.0	0.1	6.972312e-08	0.0	0.1
9.226594e-08	1.0	0.1	9.226594e-08	0.0	0.1	9.226594e-08	0.0	0.1	9.226594e-08	0.0	0.1
1.148088e-07	1.0	0.1	1.148088e-07	0.0	0.1	1.148088e-07	0.0	0.1	1.148088e-07	0.0	0.1
1.373516e-07	1.0	0.1	1.373516e-07	0.0	0.1	1.373516e-07	0.0	0.1	1.373516e-07	0.0	0.1
1.598944e-07	1.0	0.1	1.598944e-07	0.0	0.1	1.598944e-07	0.0	0.1	1.598944e-07	0.0	0.1
1.824372e-07	1.0	0.1	1.824372e-07	0.0	0.1	1.824372e-07	0.0	0.1	1.824372e-07	0.0	0.1
2.0498e-07	1.0	0.1	2.0498e-07	0.0	0.1	2.0498e-07	0.0	0.1	2.0498e-07	0.0	0.1
2.275229e-07	1.0	0.1	2.275229e-07	0.0	0.1	2.275229e-07	0.0	0.1	2.275229e-07	0.0	0.1
2.500657e-07	1.0	0.1	2.500657e-07	0.0	0.1	2.500657e-07	0.0	0.1	2.500657e-07	0.0	0.1
2.726085e-07	1.0	0.1	2.726085e-07	0.0	0.1	2.726085e-07	0.0	0.1	2.726085e-07	0.0	0.1
2.951513e-07	1.0	0.1	2.951513e-07	0.0	0.1	2.951513e-07	0.0	0.1	2.951513e-07	0.0	0.1
3.176941e-07	1.0	0.1	3.176941e-07	0.0	0.1	3.176941e-07	0.0	0.1	3.176941e-07	0.0	0.1
3.40237e-07	1.0	0.1	3.40237e-07	0.0	0.1	3.40237e-07	0.0	0.1	3.40237e-07	0.0	0.1
3.627798e-07	1.0	0.1	3.627798e-07	0.0	0.1	3.627798e-07	0.0	0.1	3.627798e-07	0.0	0.1
3.853226e-07	1.0	0.1	3.853226e-07	0.0	0.1	3.853226e-07	0.0	0.1	3.853226e-07	0.0	0.1
4.078654e-07	1.0	0.1	4.078654e-07	0.0	0.1	4.078654e-07	0.0	0.1	4.078654e-07	0.0	0.1
4.304082e-07	1.0	0.1	4.304082e-07	0.0	0.1	4.304082e-07	0.0	0.1	4.304082e-07	0.0	0.1
4.529511e-07	1.00000003	0.1	4.529511e-07	0.0	0.1	4.529511e-07	0.0	0.1	4.529511e-07	0.0	0.1
4.754939e-07	1.0	0.1	4.754939e-07	0.0	0.1	4.754939e-07	0.0	0.1	4.754939e-07	0.0	0.1
4.980367e-07	1.00000003	0.1	4.980367e-07	0.0	0.1	4.980367e-07	0.0	0.1	4.980367e-07	0.0	0.1
5.205795e-07	0.99999996	0.1	5.205795e-07	0.0	0.1	5.205795e-07	0.0	0.1	5.205795e-07	0.0	0.1
5.431223e-07	1.0	0.1	5.431223e-07	0.0	0.1	5.431223e-07	0.0	0.1	5.431223e-07	0.0	0.1
5.656652e-07	0.99999996	0.1	5.656652e-07	0.0	0.1	5.656652e-07	0.0	0.1	5.656652e-07	0.0	0.1
5.909229e-07	0.99999996	0.1	5.909229e-07	0.0	0.1	5.909229e-07	0.0	0.1	5.909229e-07	0.0	0.1
6.179905e-07	0.9999999900000001	0.1	6.179905e-07	0.0	0.1	6.179905e-07	0.0	0.1	6.179905e-07	0.0	0.1
6.450581e-07	0.9999999900000001	0.1	6.450581e-07	0.0	0.1	6.450581e-07	0.0	0.1	6.450581e-07	0.0	0.1
6.721257e-07	1.00000004	0.1	6.721257e-07	0.0	0.1	6.721257e-07	0.0	0.1	6.721257e-07	0.0	0.1
6.991933e-07	1.00000001	0.1	6.991933e-07	0.0	0.1	6.991933e-07	0.0	0.1	6.991933e-07	0.0	0.1
7.262609e-07	1.0	0.1	7.262609e-07	0.0	0.1	7.262609e-07	0.0	0.1	7.262609e-07	0.0	0.1
7.533285e-07	0.99999999	0.1	7.533285e-07	0.0	0.1	7.533285e-07	0.0	0.1	7.533285e-07	0.0	0.1
7.803961e-07	1.00000004	0.1	7.803961e-07	0.0	0.1	7.803961e-07	0.0	0.1	7.803961e-07	0.0	0.1
8.074637e-07	1.00000003	0.1	8.074637e-07	0.0	0.1	8.074637e-07	0.0	0.1	8.074637e-07	0.0	0.1
8.345314e-07	0.99999998	0.1	8.345314e-07	0.0	0.1	8.345314e-07	0.0	0.1	8.345314e-07	0.0	0.1
8.61599e-07	0.99999996	0.1	8.61599e-07	0.0	0.1	8.61599e-07	0.0	0.1	8.61599e-07	0.0	0.1
8.886666e-07	0.99999996	0.1	8.886666e-07	0.0	0.1	8.886666e-07	0.0	0.1	8.886666e-07	0.0	0.1
9.157342e-07	1.00000002	0.1	9.157342e-07	0.0	0.1	9.157342e-07	0.0	0.1	9.157342e-07	0.0	0.1
9.428018e-07	1.00000003	0.1	9.428018e-07	0.0	0.1	9.428018e-07	0.0	0.1	9.428018e-07	0.0	0.1
9.698694e-07	0.999999953	0.1	9.698694e-07	0.0	0.1	9.698694e-07	0.0	0.1	9.698694e-07	0.0	0.1
9.96937e-07	1.00000001	0.1	9.96937e-07	0.0	0.1	9.96937e-07	0.0	0.1	9.96937e-07	0.0	0.1
1.024005e-06	0.999999977	0.1	1.024005e-06	0.0	0.1	1.024005e-06	0.0	0.1	1.024005e-06	0.0	0.1
1.051072e-06	0.9999999949999999	0.1	1.051072e-06	0.0	0.1	1.051072e-06	0.0	0.1	1.051072e-06	0.0	0.1
1.080333e-06	0.999999985	0.1	1.080333e-06	0.0	0.1	1.080333e-06	0.0	0.1	1.080333e-06	0.0	0.1
1.112882e-06	1.000000021	0.1	1.112882e-06	0.0	0.1	1.112882e-06	0.0	0.1	1.112882e-06	0.0	0.1
1.145431e-06	1.0	0.1	1.145431e-06	0.0	0.1	1.145431e-06	0.0	0.1	1.145431e-06	0.0	0.1
