Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
0.0001989024	9.816882830190002e-06	0.1	0.0001989024	1.744319e-07	0.1	0.0001989024	3.143407e-10	0.1	0.0001989024	4.919405e-09	0.1	0.0001989024	3.354992e-09	0.1
0.000377952	9.66195237951e-06	0.1	0.000377952	3.140021e-07	0.1	0.000377952	3.188569e-10	0.1	0.000377952	1.545111e-08	0.1	0.000377952	8.182179e-09	0.1
0.0006346177	9.4541455121659e-06	0.1	0.0006346177	4.885212e-07	0.1	0.0006346177	3.240744e-10	0.1	0.0006346177	3.938425e-08	0.1	0.0006346177	1.753432e-08	0.1
0.0009297646	9.233532740377401e-06	0.1	0.0009297646	6.573172e-07	0.1	0.0009297646	3.28527e-10	0.1	0.0009297646	7.796574e-08	0.1	0.0009297646	3.07691e-08	0.1
0.00132026	8.9674645309288e-06	0.1	0.00132026	8.381606e-07	0.1	0.00132026	3.324052e-10	0.1	0.00132026	1.440143e-07	0.1	0.00132026	4.994507e-08	0.1
0.001734592	8.712235263052499e-06	0.1	0.001734592	9.889614e-07	0.1	0.001734592	3.346383e-10	0.1	0.001734592	2.291214e-07	0.1	0.001734592	6.926778e-08	0.1
0.002148924	8.480311803839999e-06	0.1	0.002148924	1.107477e-06	0.1	0.002148924	3.354458e-10	0.1	0.002148924	3.264598e-07	0.1	0.002148924	8.533865e-08	0.1
0.002619734	8.24037347517e-06	0.1	0.002619734	1.211655e-06	0.1	0.002619734	3.350519e-10	0.1	0.002619734	4.486563e-07	0.1	0.002619734	9.89059e-08	0.1
0.003128195	8.004594349924e-06	0.1	0.003128195	1.295119e-06	0.1	0.003128195	3.333945e-10	0.1	0.003128195	5.911516e-07	0.1	0.003128195	1.087289e-07	0.1
0.003636657	7.7886831024288e-06	0.1	0.003636657	1.354358e-06	0.1	0.003636657	3.307189e-10	0.1	0.003636657	7.416017e-07	0.1	0.003636657	1.149554e-07	0.1
0.004174028	7.578087640119001e-06	0.1	0.004174028	1.395984e-06	0.1	0.004174028	3.270222e-10	0.1	0.004174028	9.065408e-07	0.1	0.004174028	1.189919e-07	0.1
0.004827039	7.3417437715488e-06	0.1	0.004827039	1.424156e-06	0.1	0.004827039	3.216278e-10	0.1	0.004827039	1.111985e-06	0.1	0.004827039	1.217262e-07	0.1
0.005607679	7.0813655633595e-06	0.1	0.005607679	1.4343e-06	0.1	0.005607679	3.142835e-10	0.1	0.005607679	1.360808e-06	0.1	0.005607679	1.231447e-07	0.1
0.006420227	6.8302060856538e-06	0.1	0.006420227	1.42624e-06	0.1	0.006420227	3.060033e-10	0.1	0.006420227	1.619812e-06	0.1	0.006420227	1.233704e-07	0.1
0.007232774	6.59488586042e-06	0.1	0.007232774	1.405823e-06	0.1	0.007232774	2.973837e-10	0.1	0.007232774	1.876096e-06	0.1	0.007232774	1.228329e-07	0.1
0.008145085	6.345761946168e-06	0.1	0.008145085	1.373777e-06	0.1	0.008145085	2.8756e-10	0.1	0.008145085	2.158433e-06	0.1	0.008145085	1.216756e-07	0.1
0.009123905	6.0930322268266e-06	0.1	0.009123905	1.333225e-06	0.1	0.009123905	2.770557e-10	0.1	0.009123905	2.45336e-06	0.1	0.009123905	1.200421e-07	0.1
0.01010273	5.8530174951003e-06	0.1	0.01010273	1.289445e-06	0.1	0.01010273	2.667271e-10	0.1	0.01010273	2.739034e-06	0.1	0.01010273	1.181742e-07	0.1
0.01124503	5.586856252524e-06	0.1	0.01124503	1.236862e-06	0.1	0.01124503	2.550034e-10	0.1	0.01124503	3.060128e-06	0.1	0.01124503	1.158371e-07	0.1
0.0124282	5.3252611080045e-06	0.1	0.0124282	1.182508e-06	0.1	0.0124282	2.433018e-10	0.1	0.0124282	3.378592e-06	0.1	0.0124282	1.133364e-07	0.1
0.01380795	5.0365754942990005e-06	0.1	0.01380795	1.12065e-06	0.1	0.01380795	2.302629e-10	0.1	0.01380795	3.732089e-06	0.1	0.01380795	1.103972e-07	0.1
0.01523686	4.7546654827914e-06	0.1	0.01523686	1.059138e-06	0.1	0.01523686	2.17456e-10	0.1	0.01523686	4.078543e-06	0.1	0.01523686	1.073794e-07	0.1
0.01697012	4.4341992597456e-06	0.1	0.01697012	9.884935e-07	0.1	0.01697012	2.028494e-10	0.1	0.01697012	4.473255e-06	0.1	0.01697012	1.037942e-07	0.1
0.01891766	4.100073497975e-06	0.1	0.01891766	9.144257e-07	0.1	0.01891766	1.875925e-10	0.1	0.01891766	4.885372e-06	0.1	0.01891766	9.988901e-08	0.1
0.02110995	3.7541601850428e-06	0.1	0.02110995	8.375409e-07	0.1	0.02110995	1.717837e-10	0.1	0.02110995	5.312417e-06	0.1	0.02110995	9.566102e-08	0.1
0.02370974	3.3817202297934003e-06	0.1	0.02370974	7.546606e-07	0.1	0.02370974	1.547559e-10	0.1	0.02370974	5.77254e-06	0.1	0.02370974	9.0878e-08	0.1
0.02695621	2.9682473199455997e-06	0.1	0.02695621	6.625985e-07	0.1	0.02695621	1.358488e-10	0.1	0.02695621	6.283731e-06	0.1	0.02695621	8.524477e-08	0.1
0.0309141	2.5321362061749e-06	0.1	0.0309141	5.654667e-07	0.1	0.0309141	1.159043e-10	0.1	0.0309141	6.823387e-06	0.1	0.0309141	7.885771e-08	0.1
0.03569662	2.0900206330082002e-06	0.1	0.03569662	4.669726e-07	0.1	0.03569662	9.568364e-11	0.1	0.03569662	7.371088e-06	0.1	0.03569662	7.179107e-08	0.1
0.0418282	1.6345705772e-06	0.1	0.0418282	3.654764e-07	0.1	0.0418282	7.48509e-11	0.1	0.0418282	7.936177e-06	0.1	0.0418282	6.36747e-08	0.1
0.04795978	1.278731470908e-06	0.1	0.04795978	2.86147e-07	0.1	0.04795978	5.857227e-11	0.1	0.04795978	8.378539e-06	0.1	0.04795978	5.650375e-08	0.1
0.05409136	1.0006741869716001e-06	0.1	0.05409136	2.241307e-07	0.1	0.05409136	4.585007e-11	0.1	0.05409136	8.724965e-06	0.1	0.05409136	5.016786e-08	0.1
0.06022294	7.833595158864e-07	0.1	0.06022294	1.756379e-07	0.1	0.06022294	3.590542e-11	0.1	0.06022294	8.996384e-06	0.1	0.06022294	4.456955e-08	0.1
0.06635452	6.134854208537601e-07	0.1	0.06635452	1.377101e-07	0.1	0.06635452	2.813024e-11	0.1	0.06635452	9.209143e-06	0.1	0.06635452	3.962266e-08	0.1
