Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
6.885239e-13	0.9890549523	0.1	6.885239e-13	0.0007939642	0.1	6.885239e-13	1.099426e-05	0.1	6.885239e-13	7.049181e-05	0.1	6.885239e-13	2.634949e-05	0.1	6.885239e-13	0.00129598	0.1	6.885239e-13	0.001367624	0.1	6.885239e-13	0.0002054099	0.1	6.885239e-13	0.003584213	0.1	6.885239e-13	2.735637e-06	0.1	6.885239e-13	1.941121e-07	0.1
8.573084e-13	0.9863975535	0.1	8.573084e-13	0.0009005925	0.1	8.573084e-13	1.25413e-05	0.1	8.573084e-13	8.947928e-05	0.1	8.573084e-13	3.161033e-05	0.1	8.573084e-13	0.001623303	0.1	8.573084e-13	0.001762037	0.1	8.573084e-13	0.0002666215	0.1	8.573084e-13	0.004454406	0.1	8.573084e-13	3.480239e-06	0.1	8.573084e-13	2.451444e-07	0.1
1.068289e-12	0.9830899445000001	0.1	1.068289e-12	0.001003906	0.1	1.068289e-12	1.406301e-05	0.1	1.068289e-12	0.0001137437	0.1	1.068289e-12	3.756271e-05	0.1	1.068289e-12	0.00202406	0.1	1.068289e-12	0.002282832	0.1	1.068289e-12	0.0003493065	0.1	1.068289e-12	0.005537525	0.1	1.068289e-12	4.445327e-06	0.1	1.068289e-12	3.107287e-07	0.1
1.27927e-12	0.9797979028999999	0.1	1.27927e-12	0.001081385	0.1	1.27927e-12	1.522203e-05	0.1	1.27927e-12	0.0001384321	0.1	1.27927e-12	4.28637e-05	0.1	1.27927e-12	0.002410848	0.1	1.27927e-12	0.00283165	0.1	1.27927e-12	0.0004389281	0.1	1.27927e-12	0.006615539	0.1	1.27927e-12	5.445526e-06	0.1	1.27927e-12	3.782476e-07	0.1
1.49025e-12	0.9765214319	0.1	1.49025e-12	0.001139209	0.1	1.49025e-12	1.609958e-05	0.1	1.49025e-12	0.0001634079	0.1	1.49025e-12	4.756238e-05	0.1	1.49025e-12	0.002780339	0.1	1.49025e-12	0.003405609	0.1	1.49025e-12	0.0005355607	0.1	1.49025e-12	0.00768848	0.1	1.49025e-12	6.478074e-06	0.1	1.49025e-12	4.476451e-07	0.1
1.701231e-12	0.9732602247	0.1	1.701231e-12	0.001182081	0.1	1.701231e-12	1.675922e-05	0.1	1.701231e-12	0.0001885674	0.1	1.701231e-12	5.170967e-05	0.1	1.701231e-12	0.003130501	0.1	1.701231e-12	0.004002003	0.1	1.701231e-12	0.0006392663	0.1	1.701231e-12	0.008756381	0.1	1.701231e-12	7.540637e-06	0.1	1.701231e-12	5.188705e-07	0.1
1.912212e-12	0.9700144044	0.1	1.912212e-12	0.001213579	0.1	1.912212e-12	1.725051e-05	0.1	1.912212e-12	0.0002138319	0.1	1.912212e-12	5.535614e-05	0.1	1.912212e-12	0.003460254	0.1	1.912212e-12	0.004618298	0.1	1.912212e-12	0.000750095	0.1	1.912212e-12	0.009819274	0.1	1.912212e-12	8.631218e-06	0.1	1.912212e-12	5.918782e-07	0.1
2.123192e-12	0.9667835737999999	0.1	2.123192e-12	0.001236425	0.1	2.123192e-12	1.761202e-05	0.1	2.123192e-12	0.0002391418	0.1	2.123192e-12	5.85506e-05	0.1	2.123192e-12	0.003769204	0.1	2.123192e-12	0.005252136	0.1	2.123192e-12	0.0008680853	0.1	2.123192e-12	0.01087719	0.1	2.123192e-12	9.748102e-06	0.1	2.123192e-12	6.666269e-07	0.1
2.334173e-12	0.9635680154999999	0.1	2.334173e-12	0.001252693	0.1	2.334173e-12	1.787364e-05	0.1	2.334173e-12	0.0002644518	0.1	2.334173e-12	6.133923e-05	0.1	2.334173e-12	0.004057451	0.1	2.334173e-12	0.005901323	0.1	2.334173e-12	0.0009932647	0.1	2.334173e-12	0.01193016	0.1	2.334173e-12	1.08898e-05	0.1	2.334173e-12	7.43079e-07	0.1
2.545153e-12	0.9603673622	0.1	2.545153e-12	0.001263959	0.1	2.545153e-12	1.805849e-05	0.1	2.545153e-12	0.0002897276	0.1	2.545153e-12	6.376504e-05	0.1	2.545153e-12	0.004325438	0.1	2.545153e-12	0.006563823	0.1	2.545153e-12	0.00112565	0.1	2.545153e-12	0.01297822	0.1	2.545153e-12	1.205501e-05	0.1	2.545153e-12	8.211999e-07	0.1
