Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
1.396384e-11	0.98991551655	0.1	1.396384e-11	8.38685133e-06	0.1	1.396384e-11	0.0005962419	0.1	1.396384e-11	0.0005629796	0.1	1.396384e-11	0.003870682	0.1
1.561193e-11	0.98873636594	0.1	1.561193e-11	9.368002989999999e-06	0.1	1.561193e-11	0.0006660175	0.1	1.561193e-11	0.0006288439	0.1	1.561193e-11	0.004323701	0.1
1.726002e-11	0.98755926158	0.1	1.726002e-11	1.034738091e-05	0.1	1.726002e-11	0.0007356729	0.1	1.726002e-11	0.0006945893	0.1	1.726002e-11	0.004775916	0.1
1.89081e-11	0.98638427463	0.1	1.89081e-11	1.1324996120000001e-05	0.1	1.89081e-11	0.0008052087	0.1	1.89081e-11	0.0007602166	0.1	1.89081e-11	0.005227327	0.1
2.088914e-11	0.98497475283	0.1	2.088914e-11	1.2497792649999998e-05	0.1	2.088914e-11	0.0008886352	0.1	2.088914e-11	0.0008389464	0.1	2.088914e-11	0.005768874	0.1
2.287018e-11	0.98356815022	0.1	2.287018e-11	1.3668069460000001e-05	0.1	2.287018e-11	0.0009718908	0.1	2.287018e-11	0.0009175072	0.1	2.287018e-11	0.006309266	0.1
2.485122e-11	0.9821645867800001	0.1	2.485122e-11	1.4835838569999999e-05	0.1	2.485122e-11	0.001054976	0.1	2.485122e-11	0.0009958997	0.1	2.485122e-11	0.006848507	0.1
2.691418e-11	0.98070624055	0.1	2.691418e-11	1.604924334e-05	0.1	2.691418e-11	0.001141317	0.1	2.691418e-11	0.001077356	0.1	2.691418e-11	0.007408826	0.1
2.930483e-11	0.97902020168	0.1	2.930483e-11	1.7452023939999998e-05	0.1	2.930483e-11	0.001241145	0.1	2.930483e-11	0.001171525	0.1	2.930483e-11	0.008056597	0.1
3.169549e-11	0.9773384819700001	0.1	3.169549e-11	1.885119793e-05	0.1	3.169549e-11	0.001340727	0.1	3.169549e-11	0.001265452	0.1	3.169549e-11	0.008702706	0.1
3.408614e-11	0.9756611584	0.1	3.408614e-11	2.024677235e-05	0.1	3.408614e-11	0.001440065	0.1	3.408614e-11	0.001359137	0.1	3.408614e-11	0.00934716	0.1
3.698771e-11	0.97363104288	0.1	3.698771e-11	2.193580906e-05	0.1	3.698771e-11	0.001560305	0.1	3.698771e-11	0.001472523	0.1	3.698771e-11	0.01012713	0.1
3.988928e-11	0.9716072674999999	0.1	3.988928e-11	2.3619600800000003e-05	0.1	3.988928e-11	0.001680189	0.1	3.988928e-11	0.001585556	0.1	3.988928e-11	0.01090467	0.1
4.302777e-11	0.96942533266	0.1	4.302777e-11	2.543500039e-05	0.1	4.302777e-11	0.001809459	0.1	4.302777e-11	0.001707425	0.1	4.302777e-11	0.011743	0.1
4.652164e-11	0.9670049386	0.1	4.652164e-11	2.744882294e-05	0.1	4.652164e-11	0.00195288	0.1	4.652164e-11	0.001842614	0.1	4.652164e-11	0.01267295	0.1
5.016744e-11	0.9644888980999999	0.1	5.016744e-11	2.954222764e-05	0.1	5.016744e-11	0.00210199	0.1	5.016744e-11	0.001983145	0.1	5.016744e-11	0.01363965	0.1
5.442091e-11	0.9615657045299999	0.1	5.442091e-11	3.197431823e-05	0.1	5.442091e-11	0.002275251	0.1	5.442091e-11	0.002146412	0.1	5.442091e-11	0.01476275	0.1
5.887525e-11	0.95851870446	0.1	5.887525e-11	3.450950666e-05	0.1	5.887525e-11	0.002455888	0.1	5.887525e-11	0.0023166	0.1	5.887525e-11	0.01593345	0.1
6.413304e-11	0.9549405008999999	0.1	6.413304e-11	3.748662521e-05	0.1	6.413304e-11	0.002668049	0.1	6.413304e-11	0.002516455	0.1	6.413304e-11	0.01730824	0.1
7.002431e-11	0.95095480994	0.1	7.002431e-11	4.08028367e-05	0.1	7.002431e-11	0.002904422	0.1	7.002431e-11	0.002739074	0.1	7.002431e-11	0.01883961	0.1
7.665418e-11	0.94649903431	0.1	7.665418e-11	4.45102502e-05	0.1	7.665418e-11	0.003168734	0.1	7.665418e-11	0.002987954	0.1	7.665418e-11	0.02055163	0.1
8.454919e-11	0.9412332160900001	0.1	8.454919e-11	4.88915721e-05	0.1	8.454919e-11	0.003481159	0.1	8.454919e-11	0.003282074	0.1	8.454919e-11	0.02257484	0.1
9.426864e-11	0.9348101829000001	0.1	9.426864e-11	5.42358411e-05	0.1	9.426864e-11	0.003862347	0.1	9.426864e-11	0.003640838	0.1	9.426864e-11	0.02504273	0.1
1.060023e-10	0.9271422832499999	0.1	1.060023e-10	6.0615886400000005e-05	0.1	1.060023e-10	0.004317538	0.1	1.060023e-10	0.004069134	0.1	1.060023e-10	0.02798892	0.1
1.20073e-10	0.9180693670299999	0.1	1.20073e-10	6.816504240000001e-05	0.1	1.20073e-10	0.004856299	0.1	1.20073e-10	0.004575913	0.1	1.20073e-10	0.03147499	0.1
1.41461e-10	0.90452760238	0.1	1.41461e-10	7.94326381e-05	0.1	1.41461e-10	0.005660715	0.1	1.41461e-10	0.005332314	0.1	1.41461e-10	0.03667815	0.1
1.712743e-10	0.88613751045	0.1	1.712743e-10	9.47344205e-05	0.1	1.712743e-10	0.006753583	0.1	1.712743e-10	0.006359531	0.1	1.712743e-10	0.04374421	0.1
2.067044e-10	0.86498879286	0.1	2.067044e-10	0.00011233181260000002	0.1	2.067044e-10	0.008010896	0.1	2.067044e-10	0.007540856	0.1	2.067044e-10	0.05187033	0.1
2.466593e-10	0.8420140458100001	0.1	2.466593e-10	0.0001314487857	0.1	2.466593e-10	0.009377221	0.1	2.466593e-10	0.008824191	0.1	2.466593e-10	0.06069816	0.1
2.896306e-10	0.8182837603900001	0.1	2.896306e-10	0.000151194505	0.1	2.896306e-10	0.01078882	0.1	2.896306e-10	0.01014974	0.1	2.896306e-10	0.06981632	0.1
