Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
1.939839e-11	9.751131487710001e-06	0.1	1.939839e-11	2.4075211000000004e-11	0.1	1.939839e-11	2.42783e-07	0.1	1.939839e-11	9.477876e-12	0.1	1.939839e-11	5.789442e-09	0.1	1.939839e-11	7.3698654e-11	0.1	1.939839e-11	1.197574e-11	0.1
4.160698e-11	9.47391425991e-06	0.1	4.160698e-11	5.090365999999999e-11	0.1	4.160698e-11	5.133308e-07	0.1	4.160698e-11	2.003965e-11	0.1	4.160698e-11	1.224097e-08	0.1	4.160698e-11	1.55825559e-10	0.1	4.160698e-11	2.532103e-11	0.1
9.278726e-11	8.86469835213e-06	0.1	9.278726e-11	1.09862219e-10	0.1	9.278726e-11	1.10789e-06	0.1	9.278726e-11	4.325032e-11	0.1	9.278726e-11	2.641892e-08	0.1	9.278726e-11	3.3630854e-10	0.1	9.278726e-11	5.464881e-11	0.1
1.849118e-10	7.8651325613588e-06	0.1	1.849118e-10	2.0659786000000002e-10	0.1	1.849118e-10	2.083407e-06	0.1	1.849118e-10	8.133302e-11	0.1	1.849118e-10	4.968125e-08	0.1	1.849118e-10	6.3243431e-10	0.1	1.849118e-10	1.027681e-10	0.1
3.020895e-10	6.754888774934301e-06	0.1	3.020895e-10	3.1404474e-10	0.1	3.020895e-10	3.16694e-06	0.1	3.020895e-10	1.236325e-10	0.1	3.020895e-10	7.551934e-08	0.1	3.020895e-10	9.6134901e-10	0.1	3.020895e-10	1.562154e-10	0.1
4.291453e-10	5.727422152452e-06	0.1	4.291453e-10	4.1348066e-10	0.1	4.291453e-10	4.169688e-06	0.1	4.291453e-10	1.627782e-10	0.1	4.291453e-10	9.943101e-08	0.1	4.291453e-10	1.2657403e-09	0.1	4.291453e-10	2.056779e-10	0.1
5.770099e-10	4.7267652591887e-06	0.1	5.770099e-10	5.1032187e-10	0.1	5.770099e-10	5.14627e-06	0.1	5.770099e-10	2.009024e-10	0.1	5.770099e-10	1.227187e-07	0.1	5.770099e-10	1.56218987e-09	0.1	5.770099e-10	2.538496e-10	0.1
7.387471e-10	3.8312893035871996e-06	0.1	7.387471e-10	5.9698411e-10	0.1	7.387471e-10	6.020202e-06	0.1	7.387471e-10	2.350194e-10	0.1	7.387471e-10	1.435587e-07	0.1	7.387471e-10	1.82747893e-09	0.1	7.387471e-10	2.969581e-10	0.1
9.004842e-10	3.105458324002e-06	0.1	9.004842e-10	6.672283500000001e-10	0.1	9.004842e-10	6.72857e-06	0.1	9.004842e-10	2.62673e-10	0.1	9.004842e-10	1.604505e-07	0.1	9.004842e-10	2.04250919e-09	0.1	9.004842e-10	3.318997e-10	0.1
1.062221e-09	2.5171353249578e-06	0.1	1.062221e-09	7.241649499999999e-10	0.1	1.062221e-09	7.302739e-06	0.1	1.062221e-09	2.850877e-10	0.1	1.062221e-09	1.741423e-07	0.1	1.062221e-09	2.21680268e-09	0.1	1.062221e-09	3.602217e-10	0.1
1.237022e-09	2.0059485391162004e-06	0.1	1.237022e-09	7.7363653e-10	0.1	1.237022e-09	7.801628e-06	0.1	1.237022e-09	3.045636e-10	0.1	1.237022e-09	1.860388e-07	0.1	1.237022e-09	2.36824388e-09	0.1	1.237022e-09	3.848303e-10	0.1
1.431418e-09	1.5584081040752002e-06	0.1	1.431418e-09	8.1694836e-10	0.1	1.431418e-09	8.238401e-06	0.1	1.431418e-09	3.216145e-10	0.1	1.431418e-09	1.964542e-07	0.1	1.431418e-09	2.5008295e-09	0.1	1.431418e-09	4.06375e-10	0.1
1.625813e-09	1.2107176505540002e-06	0.1	1.625813e-09	8.5059709e-10	0.1	1.625813e-09	8.577727e-06	0.1	1.625813e-09	3.348613e-10	0.1	1.625813e-09	2.045458e-07	0.1	1.625813e-09	2.6038352e-09	0.1	1.625813e-09	4.231129e-10	0.1
1.820209e-09	9.405986057963601e-07	0.1	1.820209e-09	8.7673864e-10	0.1	1.820209e-09	8.841347e-06	0.1	1.820209e-09	3.451526e-10	0.1	1.820209e-09	2.108321e-07	0.1	1.820209e-09	2.6838584e-09	0.1	1.820209e-09	4.361164e-10	0.1
2.014605e-09	7.307450463245001e-07	0.1	2.014605e-09	8.970478899999999e-10	0.1	2.014605e-09	9.046152e-06	0.1	2.014605e-09	3.531478e-10	0.1	2.014605e-09	2.15716e-07	0.1	2.014605e-09	2.7460294e-09	0.1	2.014605e-09	4.462188e-10	0.1
2.241297e-09	5.4439254713938e-07	0.1	2.241297e-09	9.1508259e-10	0.1	2.241297e-09	9.228021e-06	0.1	2.241297e-09	3.602477e-10	0.1	2.241297e-09	2.200528e-07	0.1	2.241297e-09	2.8012362999999998e-09	0.1	2.241297e-09	4.551899e-10	0.1
2.476064e-09	4.0133270636464004e-07	0.1	2.476064e-09	9.2892763e-10	0.1	2.476064e-09	9.367639e-06	0.1	2.476064e-09	3.656982e-10	0.1	2.476064e-09	2.233822e-07	0.1	2.476064e-09	2.8436193e-09	0.1	2.476064e-09	4.620768e-10	0.1
2.710831e-09	2.9586738212192e-07	0.1	2.710831e-09	9.391342799999999e-10	0.1	2.710831e-09	9.470567e-06	0.1	2.710831e-09	3.697164e-10	0.1	2.710831e-09	2.258366e-07	0.1	2.710831e-09	2.8748632000000003e-09	0.1	2.710831e-09	4.671539e-10	0.1
2.945597e-09	2.1811697518416e-07	0.1	2.945597e-09	9.4665885e-10	0.1	2.945597e-09	9.546447e-06	0.1	2.945597e-09	3.726786e-10	0.1	2.945597e-09	2.276461e-07	0.1	2.945597e-09	2.8978978e-09	0.1	2.945597e-09	4.708968e-10	0.1
3.228842e-09	1.5098735991322003e-07	0.1	3.228842e-09	9.5315554e-10	0.1	3.228842e-09	9.611962e-06	0.1	3.228842e-09	3.752362e-10	0.1	3.228842e-09	2.292084e-07	0.1	3.228842e-09	2.9177848e-09	0.1	3.228842e-09	4.741285e-10	0.1
3.512086e-09	1.0451813390416e-07	0.1	3.512086e-09	9.5765272e-10	0.1	3.512086e-09	9.657313e-06	0.1	3.512086e-09	3.770066e-10	0.1	3.512086e-09	2.302898e-07	0.1	3.512086e-09	2.9315516e-09	0.1	3.512086e-09	4.763655e-10	0.1
