Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
1.949701e-08	9.8801842091316e-06	0.1	1.949701e-08	4.855476e-13	0.1	1.949701e-08	3.67179e-09	0.1	1.949701e-08	4.802233e-10	0.1	1.949701e-08	1.11529e-07	0.1	1.949701e-08	3.3195778e-09	0.1	1.949701e-08	7.150862e-10	0.1
5.419459e-08	9.6706673910999e-06	0.1	5.419459e-08	1.335689e-12	0.1	5.419459e-08	1.008782e-08	0.1	5.419459e-08	1.320676e-09	0.1	5.419459e-08	3.067272e-07	0.1	5.419459e-08	9.1292702e-09	0.1	5.419459e-08	1.966576e-09	0.1
1.118031e-07	9.332574073666201e-06	0.1	1.118031e-07	2.708596e-12	0.1	1.118031e-07	2.041316e-08	0.1	1.118031e-07	2.676921e-09	0.1	1.118031e-07	6.217437e-07	0.1	1.118031e-07	1.8504444e-08	0.1	1.118031e-07	3.98611e-09	0.1
2.078173e-07	8.7951494932224e-06	0.1	2.078173e-07	4.893723e-12	0.1	2.078173e-07	3.674915e-08	0.1	2.078173e-07	4.832828e-09	0.1	2.078173e-07	1.122562e-06	0.1	2.078173e-07	3.3407385e-08	0.1	2.078173e-07	7.19637e-09	0.1
3.954241e-07	7.832739222708601e-06	0.1	3.954241e-07	8.81617e-12	0.1	3.954241e-07	6.573394e-08	0.1	3.954241e-07	8.693788e-09	0.1	3.954241e-07	2.019687e-06	0.1	3.954241e-07	6.009687e-08	0.1	3.954241e-07	1.294548e-08	0.1
6.454285e-07	6.7119084016396e-06	0.1	6.454285e-07	1.340156e-11	0.1	6.454285e-07	9.895331e-08	0.1	6.454285e-07	1.319069e-08	0.1	6.454285e-07	3.065021e-06	0.1	6.454285e-07	9.118269e-08	0.1	6.454285e-07	1.964139e-08	0.1
9.370313e-07	5.6055888389332996e-06	0.1	9.370313e-07	1.794922e-11	0.1	9.370313e-07	1.309898e-07	0.1	9.370313e-07	1.762991e-08	0.1	9.370313e-07	4.097571e-06	0.1	9.370313e-07	1.2187026900000002e-07	0.1	9.370313e-07	2.625124e-08	0.1
1.289664e-06	4.508465019429799e-06	0.1	1.289664e-06	2.248478e-11	0.1	1.289664e-06	1.617125e-07	0.1	1.289664e-06	2.203301e-08	0.1	1.289664e-06	5.122582e-06	0.1	1.289664e-06	1.52308672e-07	0.1	1.289664e-06	3.280702e-08	0.1
1.73384e-06	3.4267857997911997e-06	0.1	1.73384e-06	2.698679e-11	0.1	1.73384e-06	1.904423e-07	0.1	1.73384e-06	2.637526e-08	0.1	1.73384e-06	6.134714e-06	0.1	1.73384e-06	1.8232727e-07	0.1	1.73384e-06	3.927181e-08	0.1
2.178017e-06	2.6046851986439997e-06	0.1	2.178017e-06	3.043138e-11	0.1	2.178017e-06	2.105943e-07	0.1	2.178017e-06	2.967669e-08	0.1	2.178017e-06	6.905631e-06	0.1	2.178017e-06	2.051514e-07	0.1	2.178017e-06	4.418657e-08	0.1
2.622193e-06	1.9798677577266002e-06	0.1	2.622193e-06	3.306172e-11	0.1	2.622193e-06	2.242689e-07	0.1	2.622193e-06	3.218704e-08	0.1	2.622193e-06	7.493177e-06	0.1	2.622193e-06	2.2250739e-07	0.1	2.622193e-06	4.792326e-08	0.1
3.06637e-06	1.5049894581889e-06	0.1	3.06637e-06	3.506322e-11	0.1	3.06637e-06	2.330616e-07	0.1	3.06637e-06	3.409615e-08	0.1	3.06637e-06	7.941318e-06	0.1	3.06637e-06	2.3570726e-07	0.1	3.06637e-06	5.076455e-08	0.1
