Batch	m_SP	11	N1a_L	N3	N4	N5	N6	N7a	N7c	N7b	Flvln	Nphln	Azln																			
4.197296e-13	0.986670517	0.1	4.197296e-13	0.0007537856	0.1	4.197296e-13	1.156289e-05	0.1	4.197296e-13	5.983298e-05	0.1	4.197296e-13	2.948609e-05	0.1	4.197296e-13	0.0009276072	0.1	4.197296e-13	0.001125236	0.1	4.197296e-13	0.0001883972	0.1	4.197296e-13	0.005113529	0.1	4.197296e-13	2.970047e-06	0.1	4.197296e-13	2.725865e-07	0.1
5.742856e-13	0.9818262379	0.1	5.742856e-13	0.0009456451	0.1	5.742856e-13	1.471965e-05	0.1	5.742856e-13	8.353855e-05	0.1	5.742856e-13	3.922672e-05	0.1	5.742856e-13	0.001274806	0.1	5.742856e-13	0.001592479	0.1	5.742856e-13	0.0002704581	0.1	5.742856e-13	0.00697191	0.1	5.742856e-13	4.146111e-06	0.1	5.742856e-13	3.790013e-07	0.1
6.79359e-13	0.9785523499	0.1	6.79359e-13	0.001056201	0.1	6.79359e-13	1.658949e-05	0.1	6.79359e-13	0.000100013	0.1	6.79359e-13	4.549866e-05	0.1	6.79359e-13	0.001508314	0.1	6.79359e-13	0.001924297	0.1	6.79359e-13	0.0003302039	0.1	6.79359e-13	0.008227868	0.1	6.79359e-13	4.967651e-06	0.1	6.79359e-13	4.531315e-07	0.1
8.474763e-13	0.9733462438	0.1	8.474763e-13	0.0012049	0.1	8.474763e-13	1.917307e-05	0.1	8.474763e-13	0.0001268485	0.1	8.474763e-13	5.494967e-05	0.1	8.474763e-13	0.001874576	0.1	8.474763e-13	0.002476966	0.1	8.474763e-13	0.0004325054	0.1	8.474763e-13	0.01022498	0.1	8.474763e-13	6.316232e-06	0.1	8.474763e-13	5.746767e-07	0.1
1.057623e-12	0.9668943030999999	0.1	1.057623e-12	0.001350514	0.1	1.057623e-12	2.179479e-05	0.1	1.057623e-12	0.0001610129	0.1	1.057623e-12	6.57756e-05	0.1	1.057623e-12	0.002315198	0.1	1.057623e-12	0.003201571	0.1	1.057623e-12	0.0005720593	0.1	1.057623e-12	0.01270011	0.1	1.057623e-12	8.055974e-06	0.1	1.057623e-12	7.315662e-07	0.1
1.267769e-12	0.9605031409	0.1	1.267769e-12	0.001460779	0.1	1.267769e-12	2.385737e-05	0.1	1.267769e-12	0.0001956414	0.1	1.267769e-12	7.554835e-05	0.1	1.267769e-12	0.002732468	0.1	1.267769e-12	0.003958734	0.1	1.267769e-12	0.000724648	0.1	1.267769e-12	0.01515188	0.1	1.267769e-12	9.849802e-06	0.1	1.267769e-12	8.938076e-07	0.1
1.477916e-12	0.9541718396000001	0.1	1.477916e-12	0.001543613	0.1	1.477916e-12	2.546578e-05	0.1	1.477916e-12	0.0002305453	0.1	1.477916e-12	8.43264e-05	0.1	1.477916e-12	0.003123596	0.1	1.477916e-12	0.004743514	0.1	1.477916e-12	0.0008903009	0.1	1.477916e-12	0.01758061	0.1	1.477916e-12	1.169227e-05	0.1	1.477916e-12	1.061247e-06	0.1
1.688063e-12	0.9479000305999999	0.1	1.688063e-12	0.001605165	0.1	1.688063e-12	2.670703e-05	0.1	1.688063e-12	0.0002655792	0.1	1.688063e-12	9.217491e-05	0.1	1.688063e-12	0.003487169	0.1	1.688063e-12	0.005551367	0.1	1.688063e-12	0.001069014	0.1	1.688063e-12	0.01998659	0.1	1.688063e-12	1.357873e-05	0.1	1.688063e-12	1.233743e-06	0.1
1.898209e-12	0.9416866144	0.1	1.898209e-12	0.001650211	0.1	1.898209e-12	2.765268e-05	0.1	1.898209e-12	0.0003006309	0.1	1.898209e-12	9.916204e-05	0.1	1.898209e-12	0.003822767	0.1	1.898209e-12	0.006378125	0.1	1.898209e-12	0.001260753	0.1	1.898209e-12	0.02237013	0.1	1.898209e-12	1.550519e-05	0.1	1.898209e-12	1.411166e-06	0.1
2.108356e-12	0.9355309807000001	0.1	2.108356e-12	0.001682459	0.1	2.108356e-12	2.836123e-05	0.1	2.108356e-12	0.0003356143	0.1	2.108356e-12	0.0001053564	0.1	2.108356e-12	0.004130685	0.1	2.108356e-12	0.007219989	0.1	2.108356e-12	0.001465454	0.1	2.108356e-12	0.0247315	0.1	2.108356e-12	1.746819e-05	0.1	2.108356e-12	1.593398e-06	0.1
2.318503e-12	0.9294323581999999	0.1	2.318503e-12	0.001704792	0.1	2.318503e-12	2.888024e-05	0.1	2.318503e-12	0.0003704637	0.1	2.318503e-12	0.000110825	0.1	2.318503e-12	0.004411712	0.1	2.318503e-12	0.008073504	0.1	2.318503e-12	0.001683033	0.1	2.318503e-12	0.027071	0.1	2.318503e-12	1.946473e-05	0.1	2.318503e-12	1.78033e-06	0.1
2.528649e-12	0.9233899351999999	0.1	2.528649e-12	0.001719446	0.1	2.528649e-12	2.924821e-05	0.1	2.528649e-12	0.0004051287	0.1	2.528649e-12	0.0001156324	0.1	2.528649e-12	0.004666971	0.1	2.528649e-12	0.008935542	0.1	2.528649e-12	0.001913378	0.1	2.528649e-12	0.0293889	0.1	2.528649e-12	2.149221e-05	0.1	2.528649e-12	1.971861e-06	0.1
2.738796e-12	0.9174031292	0.1	2.738796e-12	0.00172816	0.1	2.738796e-12	2.949619e-05	0.1	2.738796e-12	0.0004395715	0.1	2.738796e-12	0.0001198396	0.1	2.738796e-12	0.004897796	0.1	2.738796e-12	0.009803276	0.1	2.738796e-12	0.002156363	0.1	2.738796e-12	0.03168548	0.1	2.738796e-12	2.354832e-05	0.1	2.738796e-12	2.167899e-06	0.1
2.983405e-12	0.910503512	0.1	2.983405e-12	0.001732597	0.1	2.983405e-12	2.966654e-05	0.1	2.983405e-12	0.0004793451	0.1	2.983405e-12	0.0001240568	0.1	2.983405e-12	0.00513764	0.1	2.983405e-12	0.01081712	0.1	2.983405e-12	0.002454918	0.1	2.983405e-12	0.0343322	0.1	2.983405e-12	2.597501e-05	0.1	2.983405e-12	2.401646e-06	0.1
3.23663e-12	0.9034380541	0.1	3.23663e-12	0.001732351	0.1	3.23663e-12	2.973997e-05	0.1	3.23663e-12	0.0005201272	0.1	3.23663e-12	0.0001277361	0.1	3.23663e-12	0.005355676	0.1	3.23663e-12	0.01186739	0.1	3.23663e-12	0.002781546	0.1	3.23663e-12	0.03704253	0.1	3.23663e-12	2.85222e-05	0.1	3.23663e-12	2.649802e-06	0.1
3.489855e-12	0.8964499298	0.1	3.489855e-12	0.001728501	0.1	3.489855e-12	2.973469e-05	0.1	3.489855e-12	0.0005604853	0.1	3.489855e-12	0.0001307999	0.1	3.489855e-12	0.005545551	0.1	3.489855e-12	0.01291494	0.1	3.489855e-12	0.003125729	0.1	3.489855e-12	0.0397232	0.1	3.489855e-12	3.110236e-05	0.1	3.489855e-12	2.904116e-06	0.1
3.753316e-12	0.8892599748	0.1	3.753316e-12	0.001721725	0.1	3.753316e-12	2.966714e-05	0.1	3.753316e-12	0.0006020069	0.1	3.753316e-12	0.0001334151	0.1	3.753316e-12	0.005715974	0.1	3.753316e-12	0.01399871	0.1	3.753316e-12	0.003502097	0.1	3.753316e-12	0.04248123	0.1	3.753316e-12	3.381928e-05	0.1	3.753316e-12	3.17512e-06	0.1
4.057721e-12	0.8810536201	0.1	4.057721e-12	0.001711416	0.1	4.057721e-12	2.953199e-05	0.1	4.057721e-12	0.0006493728	0.1	4.057721e-12	0.0001358072	0.1	4.057721e-12	0.005881987	0.1	4.057721e-12	0.01523933	0.1	4.057721e-12	0.003959646	0.1	4.057721e-12	0.04562914	0.1	4.057721e-12	3.699668e-05	0.1	4.057721e-12	3.496225e-06	0.1
